	GSM2345472	GSM2345460	GSM2345464	GSM2345473	GSM2345470	GSM2345461	GSM2345466	GSM2345463	GSM2345469	GSM2345471	GSM2345462	GSM2345465	GSM2345468	GSM2345467	GSM2345459
Card19	182	132	227	97	131	156	175	192	150	71	427	151	224	184	191
Card6	125	130	29	88	69	86	84	63	158	84	115	45	113	60	123
Card9	9	11	12	5	2	4	10	5	6	2	6	9	8	7	14
Carf	46	301	66	81	25	97	158	167	132	93	125	182	50	41	176
Carhsp1	1156	1516	1717	511	808	1116	1640	1278	1175	442	598	1615	1311	755	1499
Carkd	799	491	630	306	565	450	650	447	664	255	300	601	947	644	513
Carm1	724	734	601	377	475	551	834	564	740	286	568	763	830	473	825
Carnmt1	90	164	121	121	29	96	179	76	186	102	83	181	67	66	153
Carns1	28	28	36	12	22	34	44	31	44	11	16	42	39	22	24
Cars	719	284	492	299	307	245	499	229	475	260	917	415	541	369	260
Cars2	398	378	310	172	235	209	332	211	289	141	79	295	352	315	229
Cartpt	7	38	31	7	16	15	27	20	16	7	25	25	12	10	70
Casc1	9	48	6	4	1	7	7	16	15	2	7	11	9	3	7
Casc3	1000	1196	803	509	599	636	1074	790	927	395	581	1038	955	649	1052
Casc4	1174	2734	1845	1331	408	2142	3381	2372	2303	1195	1181	3493	862	462	2589
Casc5	18	355	31	56	8	32	172	50	24	65	21	171	16	14	260
Casd1	368	808	292	335	142	388	610	436	589	341	323	541	336	144	733
Cask	344	520	561	343	154	395	861	427	719	287	448	955	376	152	519
Caskin1	53	46	35	38	24	38	53	50	53	30	34	52	45	23	32
Caskin2	290	424	284	209	192	309	465	300	406	154	264	364	458	223	406
Casp1	0	1	0	1	0	0	2	0	3	1	2	3	2	0	2
Casp12	0	0	4	0	0	6	1	1	11	0	1	2	5	1	0
Casp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp16-ps	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Casp2	362	536	297	162	260	228	358	409	426	186	372	386	458	288	374
Casp3	205	1040	556	209	172	765	702	1137	478	189	562	874	243	172	923
Casp4	0	24	5	4	0	6	12	7	5	6	9	15	3	3	9
Casp6	85	145	74	56	57	116	97	247	119	39	133	80	120	78	197
Casp7	161	134	148	79	83	92	171	157	159	59	146	172	155	98	118
Casp8	136	187	100	94	46	138	135	200	145	56	140	159	154	55	135
Casp8ap2	47	562	65	200	41	265	382	254	139	180	243	385	49	49	450
Casp9	231	239	158	126	172	169	235	267	304	96	206	210	294	192	173
Casq1	1	8	4	2	0	0	5	13	4	0	3	9	4	2	0
Casq2	2	27	4	5	4	6	7	6	5	3	1	2	5	3	36
Casr	1040	875	1056	994	382	867	2060	616	1723	678	248	1907	943	418	822
Cass4	1	4	0	0	0	3	0	4	1	0	4	2	1	1	1
Cast	88	135	139	121	22	116	190	240	177	93	163	218	84	36	145
Casz1	388	989	609	354	268	656	1193	716	722	339	483	1237	452	324	960
Cat	62	154	93	49	48	153	117	233	230	44	394	166	289	62	142
Catip	14	5	7	2	5	9	15	4	11	2	2	15	8	3	7
Catsper1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catsper2	40	42	27	30	21	31	52	46	60	26	44	61	51	25	52
Catsper3	4	2	1	0	3	5	2	2	1	0	0	0	2	3	1
Catsper4	8	17	10	7	9	6	11	14	7	5	14	13	4	2	4
Catsperb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Catsperd	17	31	23	8	10	25	20	26	31	10	17	26	23	14	22
Catsperg1	0	26	0	4	1	5	4	19	4	3	2	10	0	0	7
Catsperg2	0	1	1	1	1	1	0	4	1	0	0	1	2	2	1
Cav1	7	4	136	7	25	64	82	7	95	5	39	32	130	47	4
Cav2	5	15	42	12	2	25	69	47	54	8	83	67	32	20	10
Cav3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Cbarp	1129	1380	1128	601	635	969	1198	1848	931	396	1624	1119	1101	950	1230
Cbfa2t2	656	1074	991	496	421	815	1395	832	1009	399	551	1448	721	404	957
Cbfa2t2-ps1	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0
Cbfa2t3	437	764	477	372	352	530	922	499	748	282	453	809	587	371	728
Cbfb	469	801	508	349	240	519	786	577	836	352	402	843	558	302	808
Cbl	623	1514	784	701	312	988	1483	961	1411	606	898	1219	662	289	1227
Cblb	263	373	332	217	155	263	568	330	391	134	277	509	256	138	320
Cblc	136	73	115	51	138	93	119	118	112	40	139	100	188	144	90
Cbll1	229	317	173	214	121	214	270	238	297	134	254	264	210	139	342
Cbln1	3	11	3	0	3	3	7	6	4	2	9	6	3	4	3
Cbln2	1	13	2	2	3	0	3	3	6	0	10	2	3	1	17
Cbln3	6	24	6	8	4	11	10	25	11	6	28	10	5	1	20
Cbln4	6	8	1	4	4	10	10	11	14	0	2	12	11	1	4
Cbr1	540	388	383	239	459	367	416	839	500	187	240	376	636	478	429
Cbr2	0	0	0	0	3	1	1	0	4	1	0	2	4	1	0
Cbr3	41	6	18	12	18	10	12	187	23	6	4	18	29	21	3
Cbr4	149	179	117	78	86	104	142	160	175	68	134	176	143	99	156
Cbs	1839	57	192	597	629	115	225	33	1357	470	29	287	1730	759	66
Cbwd1	119	203	167	124	65	171	206	158	228	94	115	228	137	74	237
Cbx1	557	759	504	384	286	359	718	401	708	336	368	734	514	332	666
Cbx2	57	272	50	43	47	68	69	139	63	25	89	62	57	53	198
Cbx3	655	1604	1055	522	422	915	1359	1030	1024	493	769	1370	668	428	1460
Cbx3-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cbx3-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps6	14	78	26	32	0	58	44	62	49	3	47	89	43	0	71
Cbx3-ps7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx4	562	1690	1125	317	657	1349	2189	2078	1063	271	317	1858	720	708	1313
Cbx5	1134	2552	866	889	436	981	1433	1014	1393	751	951	1573	840	535	2044
Cbx6	2684	3360	2219	1893	2025	2217	3570	2051	3740	1545	2898	3220	3104	2211	3293
Cbx7	792	393	314	419	391	256	516	590	742	384	215	600	626	428	226
Cbx8	187	357	299	106	166	242	419	316	223	84	121	400	182	226	344
Cby1	369	248	267	144	255	148	249	174	245	127	108	218	358	265	307
Cby3	2	2	3	1	2	1	3	1	2	1	2	3	3	2	1
Cc2d1a	680	472	515	291	457	374	562	467	527	219	384	500	694	512	493
Cc2d1b	844	901	803	467	442	556	1005	728	937	399	591	1010	743	568	765
Cc2d2a	284	615	425	318	147	406	934	429	655	294	289	777	359	169	604
Cc2d2b	102	341	76	152	39	81	198	115	152	97	14	188	52	33	218
Ccar1	358	1596	402	616	164	750	1115	799	760	569	893	1181	252	192	1324
Ccar2	951	858	748	459	754	547	926	597	834	357	674	788	1110	826	880
Ccbe1	2	20	1	4	0	9	2	2	31	0	1	4	42	9	7
Ccbl1	183	129	192	79	160	145	181	147	215	95	149	193	248	205	91
Ccbl2	132	140	96	40	60	75	119	72	124	50	32	107	130	66	102
Ccdc102a	0	1	1	0	0	5	3	0	3	0	0	0	13	1	4
Ccdc103	70	33	27	27	33	19	11	20	16	14	39	16	34	45	36
Ccdc105	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0
Ccdc106	21	13	12	5	5	11	5	8	11	6	7	7	15	9	13
Ccdc107	158	99	121	68	112	109	113	120	135	65	87	67	184	121	103
Ccdc108	10	13	12	5	14	22	15	11	14	7	7	10	18	15	14
Ccdc109b	51	10	15	18	17	8	17	14	27	13	49	10	39	18	6
Ccdc110	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0
Ccdc112	53	181	49	76	28	84	125	73	91	72	155	112	37	36	173
Ccdc113	27	28	20	13	11	36	35	35	23	15	7	44	21	11	21
Ccdc114	32	85	47	24	33	41	59	69	44	22	24	55	50	25	61
Ccdc115	353	257	296	184	197	263	348	290	382	159	355	316	418	213	320
Ccdc116	19	60	41	7	15	61	53	69	28	12	47	59	25	13	53
Ccdc117	586	471	333	392	225	296	414	366	573	300	263	459	418	280	462
Ccdc12	553	427	497	192	427	249	438	287	411	163	179	466	563	445	439
Ccdc120	109	178	118	63	77	118	149	184	136	56	120	130	157	93	175
Ccdc121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ccdc122	17	19	27	23	6	21	42	21	29	23	13	59	15	14	18
Ccdc124	479	249	365	178	441	218	345	266	294	91	184	345	519	515	297
Ccdc125	3	32	5	0	3	12	10	28	4	0	6	10	7	0	21
Ccdc126	110	106	92	63	37	72	129	81	100	60	103	114	83	40	108
Ccdc127	827	716	611	512	350	394	753	390	899	468	469	746	570	369	647
Ccdc129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ccdc13	2	17	5	0	1	5	3	8	2	0	13	10	5	0	17
Ccdc130	252	145	115	121	135	71	128	73	193	91	63	129	249	182	138
Ccdc134	247	177	256	93	182	96	246	112	175	96	109	198	233	187	164
Ccdc136	253	189	216	110	171	169	221	171	244	78	122	238	262	176	136
Ccdc137	436	255	262	212	206	178	304	192	338	139	286	291	376	198	244
Ccdc138	20	61	28	19	9	25	40	29	25	20	23	47	13	8	41
Ccdc14	33	113	32	49	18	43	77	28	58	41	31	69	26	18	65
Ccdc141	11	70	6	21	5	13	27	38	32	11	10	29	15	5	52
Ccdc142	7	8	8	4	3	3	7	19	21	7	13	12	18	13	1
Ccdc144b	8	35	7	5	7	6	10	27	13	9	8	21	5	4	11
Ccdc146	3	3	10	1	0	3	8	8	2	2	18	5	1	0	4
Ccdc148	80	98	48	70	24	51	87	72	104	80	32	79	41	43	99
Ccdc149	651	365	548	321	293	397	670	299	580	218	136	657	536	313	270
Ccdc15	24	48	12	16	5	9	38	30	38	17	14	27	5	6	42
Ccdc150	0	4	0	0	0	1	2	1	0	0	1	3	0	0	1
Ccdc151	43	32	15	19	28	15	14	12	32	14	8	17	32	24	30
Ccdc152	1	2	0	0	0	1	6	2	0	0	0	4	1	0	0
Ccdc153	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0
Ccdc154	0	4	0	0	0	0	0	1	1	0	1	0	0	0	0
Ccdc155	9	11	10	9	7	14	17	11	6	8	14	13	13	9	14
Ccdc157	330	382	248	187	169	272	345	334	348	154	188	386	277	156	313
Ccdc158	1	14	1	2	0	4	3	4	2	0	2	1	1	0	10
Ccdc159	94	98	56	62	42	56	95	70	91	60	18	103	65	60	62
Ccdc160	23	30	16	26	11	9	19	9	27	23	17	28	17	22	23
Ccdc162	344	589	226	288	82	217	422	297	349	274	396	458	155	109	328
Ccdc163	148	109	91	78	59	38	101	64	115	79	16	94	98	72	72
Ccdc166	312	164	149	118	203	79	147	104	216	98	182	114	301	264	188
Ccdc167	268	349	273	163	176	211	387	208	289	134	81	356	211	196	248
Ccdc169	4	0	1	1	2	2	3	2	4	0	1	4	2	1	1
Ccdc17	109	54	38	41	36	39	41	70	77	48	29	53	69	47	51
Ccdc170	1	3	0	3	0	11	4	9	3	4	2	11	2	0	2
Ccdc171	21	42	11	30	3	27	32	32	37	20	16	34	12	8	27
Ccdc172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc173	12	75	9	37	8	21	44	41	23	36	23	41	9	2	46
Ccdc174	138	310	176	181	103	197	273	264	287	138	192	300	147	104	269
Ccdc175	1	0	1	1	2	2	0	0	0	0	0	2	1	1	0
Ccdc177	2	1	1	3	0	3	0	0	2	1	3	4	1	3	1
Ccdc178	41	1	7	14	5	0	19	6	10	2	6	2	8	7	2
Ccdc18	1	79	7	8	1	13	34	11	4	18	2	40	7	5	61
Ccdc180	0	1	0	3	0	2	0	6	0	0	1	3	1	1	3
Ccdc181	245	325	228	170	132	241	273	288	276	132	206	305	202	133	298
Ccdc182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc183	11	14	19	4	25	6	18	10	27	8	13	18	25	39	8
Ccdc184	587	301	507	251	320	280	514	352	455	171	234	469	528	412	329
Ccdc185	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Ccdc186	326	931	407	588	125	558	1048	632	714	483	554	1097	240	171	793
Ccdc187	0	15	1	0	0	3	2	1	0	0	3	1	0	0	4
Ccdc188	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Ccdc189	216	140	138	92	123	104	170	145	136	78	93	143	156	139	132
Ccdc190	0	4	0	0	0	0	0	1	0	0	39	0	0	0	5
Ccdc191	134	280	97	125	70	119	171	140	231	121	93	193	103	69	182
Ccdc22	271	111	226	104	232	112	190	112	202	86	178	185	242	247	134
Ccdc24	51	57	34	40	51	87	62	96	64	24	66	75	66	65	60
Ccdc25	358	490	377	262	161	383	530	341	448	197	378	459	276	174	528
Ccdc27	17	4	4	5	3	4	4	2	5	4	0	8	1	6	1
Ccdc28a	134	114	60	85	63	41	74	112	86	71	38	77	65	64	85
Ccdc28b	123	223	156	72	142	122	161	180	153	72	139	156	186	142	231
Ccdc3	2	10	6	1	1	5	10	7	6	2	4	11	2	1	4
Ccdc30	145	198	137	107	89	128	167	139	182	70	114	192	145	94	133
Ccdc32	193	129	132	83	137	84	134	107	163	74	114	128	191	125	135
Ccdc33	1	3	3	1	1	0	3	0	3	0	12	6	6	0	1
Ccdc34	50	277	93	88	29	90	223	106	128	64	46	243	41	26	200
Ccdc36	0	8	2	0	1	3	0	2	2	0	0	0	0	1	1
Ccdc38	0	5	6	2	0	4	7	7	1	1	2	5	0	0	5
Ccdc39	11	48	15	17	4	22	25	26	25	29	10	35	4	3	33
Ccdc40	62	140	71	35	54	61	110	110	82	37	104	127	69	51	130
Ccdc42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc43	278	298	277	153	100	183	302	200	320	135	195	334	206	144	250
Ccdc47	903	1304	903	868	304	924	1524	908	1323	602	1166	1495	737	327	1301
Ccdc50	250	1301	450	389	136	837	956	900	776	383	641	1113	237	158	1139
Ccdc50-ps	0	1	0	3	2	1	1	1	1	0	1	0	0	0	1
Ccdc51	135	77	53	46	71	38	40	31	92	38	93	41	131	79	82
Ccdc53	492	319	388	198	340	274	396	330	419	153	203	395	448	334	325
Ccdc54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc57	109	92	72	47	54	58	79	85	116	48	49	87	90	37	51
Ccdc58	116	142	121	43	68	91	128	119	140	46	112	130	136	88	166
Ccdc59	305	555	401	231	137	320	523	424	472	208	253	604	239	167	430
Ccdc6	738	1096	976	560	406	749	1483	859	1087	414	560	1557	665	422	997
Ccdc60	9	97	37	9	4	61	32	56	16	4	13	39	18	7	71
Ccdc61	98	105	80	40	78	60	91	66	64	39	53	84	89	84	84
Ccdc62	51	135	36	41	29	69	96	118	72	42	36	94	39	32	56
Ccdc63	5	15	2	5	0	1	7	10	5	0	4	6	1	0	5
Ccdc64	403	482	707	277	278	337	852	451	530	203	347	798	524	304	511
Ccdc64b	60	42	38	36	40	36	30	57	68	15	33	40	73	48	41
Ccdc65	17	13	10	9	8	14	13	12	12	10	5	8	16	6	9
Ccdc66	70	259	72	137	40	137	230	184	145	132	120	271	53	31	199
Ccdc67	5	54	3	4	2	6	7	3	2	2	1	5	6	3	41
Ccdc68	7	21	11	5	4	10	12	42	16	9	7	7	8	5	22
Ccdc69	6	6	2	2	0	6	7	3	6	3	6	4	8	5	7
Ccdc70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc71	460	245	159	173	320	156	230	208	324	158	247	203	463	367	257
Ccdc71l	51	97	94	42	13	50	79	135	60	28	104	113	66	23	78
Ccdc73	23	29	22	22	21	25	14	16	37	13	30	24	14	12	31
Ccdc74a	3	39	11	2	4	17	8	30	5	6	13	11	5	5	35
Ccdc77	67	269	78	78	39	91	188	133	144	62	99	178	51	41	197
Ccdc78	8	19	4	4	8	7	8	19	18	12	4	11	13	7	15
Ccdc79	6	56	22	16	4	15	20	35	26	10	42	20	12	7	31
Ccdc7a	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
Ccdc7b	1	4	1	0	0	4	0	1	3	1	0	3	2	0	2
Ccdc8	209	852	236	114	180	474	385	470	307	115	409	350	364	204	934
Ccdc80	3	5	17	0	5	19	11	11	30	2	11	11	36	4	5
Ccdc81	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ccdc82	50	155	52	89	17	78	144	100	134	77	52	157	42	22	98
Ccdc83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	80	83	38	45	37	29	60	60	61	31	36	65	76	35	51
Ccdc85a	2	6	5	0	2	10	16	2	4	0	14	5	3	1	4
Ccdc85b	214	132	156	80	173	75	163	160	138	57	71	147	276	295	156
Ccdc85c	34	66	44	13	20	40	73	66	49	13	36	40	83	33	56
Ccdc86	358	415	850	163	260	461	839	535	418	129	311	810	439	332	518
Ccdc87	3	3	0	1	3	3	0	0	2	2	2	0	1	0	2
Ccdc88a	118	890	168	342	68	488	887	669	212	367	346	1043	75	77	786
Ccdc88b	14	43	23	9	20	16	37	27	30	6	5	42	26	19	45
Ccdc88c	12	509	87	15	14	276	170	340	108	23	344	144	87	27	498
Ccdc89	13	13	2	7	4	2	18	3	18	6	4	9	6	8	7
Ccdc9	521	417	345	205	259	218	387	364	398	141	187	390	467	346	361
Ccdc90b	173	249	112	110	55	165	210	150	254	118	159	161	156	81	215
Ccdc91	903	485	645	404	413	412	724	439	720	291	281	647	647	414	461
Ccdc92	975	510	820	395	719	410	933	474	738	328	388	786	956	741	618
Ccdc92b	582	329	285	307	413	270	455	255	520	221	304	417	539	459	385
Ccdc93	271	305	159	174	116	196	305	274	326	175	290	265	195	99	267
Ccdc94	158	111	85	52	90	56	106	86	120	56	78	92	147	118	85
Ccdc96	47	58	36	22	20	30	30	36	32	16	28	39	18	17	56
Ccdc97	735	584	539	322	503	419	616	564	587	263	481	567	782	564	613
Ccer1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ccer2	0	9	3	0	0	1	2	8	2	0	3	1	1	1	4
Cchcr1	143	179	108	63	70	74	147	95	98	72	66	125	118	76	131
Ccin	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
Cck	0	12	7	0	1	4	2	11	1	0	14	3	3	1	13
Cckar	55	13	39	13	142	218	69	21	1344	114	15	162	1634	330	5
Cckbr	0	0	1	0	0	3	0	0	7	0	1	1	7	3	0
Ccl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl11	0	1	2	0	0	0	0	0	6	0	0	0	8	1	0
Ccl12	0	1	1	0	0	0	1	0	11	0	1	2	8	1	1
Ccl17	0	3	0	0	2	2	0	0	1	0	0	2	0	2	1
Ccl19	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Ccl19-ps1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl19-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl2	2	2	6	0	0	8	4	6	8	1	24	25	8	1	2
Ccl20	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
Ccl21a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ccl21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl22	0	1	0	1	1	0	0	0	0	0	3	3	0	2	0
Ccl24	0	5	0	0	1	1	1	4	0	0	0	5	0	1	6
Ccl25	26	78	44	20	14	24	53	40	32	15	31	40	31	17	39
Ccl26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl27a	85	113	104	37	74	58	88	83	66	20	40	66	92	93	107
Ccl27b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl28	152	92	221	198	96	76	471	121	427	140	852	259	198	116	102
Ccl3	12	5	15	1	1	3	11	5	24	4	3	20	24	0	2
Ccl4	27	1	14	9	1	2	17	2	40	11	18	27	37	3	3
Ccl5	5	0	0	9	0	1	0	0	0	0	8	3	1	0	0
Ccl6	0	0	1	0	2	1	0	0	1	1	0	2	8	0	0
Ccl7	0	1	5	1	1	0	0	0	2	0	4	3	4	0	0
Ccl8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ccl9	4	26	8	0	4	4	3	10	9	4	8	21	6	0	4
Ccm2	602	271	456	244	481	272	432	230	421	184	223	380	634	488	298
Ccm2l	0	9	4	0	4	3	8	7	2	0	0	7	5	3	2
Ccna1	1	17	4	0	2	2	5	4	7	0	0	2	1	3	14
Ccna2	198	1155	573	191	120	144	836	202	295	187	58	737	228	111	1094
Ccnb1	132	747	281	103	108	79	519	131	159	80	23	396	194	89	790
Ccnb1ip1	0	0	3	1	1	5	3	1	6	0	1	1	0	0	0
Ccnb2	129	434	300	63	105	69	419	113	124	95	25	328	129	83	536
Ccnb2-ps	18	37	3	26	10	11	15	17	24	16	14	18	9	12	23
Ccnb3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnc	229	413	205	244	100	244	349	239	364	229	298	390	203	108	380
Ccnd1	2747	663	2499	1736	1517	1457	3101	979	3636	1053	867	2916	3113	1495	616
Ccnd2	9689	9506	9175	9356	3961	8703	16185	6749	15119	7114	7580	16116	7576	4452	10101
Ccnd3	619	506	381	237	370	299	365	325	406	190	344	320	589	450	565
Ccnd3-ps	0	0	0	0	1	0	0	1	0	0	3	1	0	0	1
Ccndbp1	742	393	432	284	450	311	486	465	540	240	230	480	607	463	417
Ccne1	101	153	114	24	37	69	124	56	69	38	38	80	91	63	128
Ccne2	35	188	33	69	11	56	81	57	69	75	80	79	31	22	164
Ccnf	37	213	70	30	38	23	82	38	55	25	28	93	50	40	199
Ccng1	581	824	525	672	299	550	904	502	975	533	770	901	429	338	923
Ccng2	184	353	328	145	89	147	361	257	302	148	252	468	126	111	354
Ccnh	366	480	311	288	145	297	463	353	384	207	264	442	220	162	403
Ccni	3840	2445	3366	1785	2431	2239	3419	2767	3747	1471	2591	3520	3844	2359	2577
Ccnj	62	112	42	44	27	90	104	124	94	41	81	84	57	23	124
Ccnjl	6	10	9	1	2	14	13	18	6	1	7	5	4	0	17
Ccnk	396	463	368	228	221	263	437	319	389	152	272	429	380	267	438
Ccnl1	894	2459	1663	908	372	2194	3995	2365	2328	842	494	3888	632	496	1421
Ccnl2	706	2449	657	514	325	746	1283	2090	933	572	649	1225	527	469	1206
Ccno	10	10	21	5	5	26	23	19	7	2	15	16	11	8	10
Ccnt1	405	953	446	450	244	588	834	854	662	368	682	905	349	301	674
Ccnt2	1028	1520	444	847	279	514	785	699	1076	831	500	691	541	351	893
Ccny	1330	1149	1442	900	705	1193	1979	1238	1829	620	913	2092	1252	725	1195
Ccnyl1	63	160	121	56	58	112	202	113	137	61	155	177	95	49	169
Ccp110	131	804	166	168	44	329	441	471	282	181	212	474	108	54	514
Ccpg1	3006	2926	3078	2371	1329	2759	4522	3254	3923	2016	1438	4878	2412	1432	2988
Ccpg1os	157	201	95	88	89	78	117	108	125	82	95	121	124	96	136
Ccr1	0	4	3	0	0	1	1	0	8	0	3	6	5	0	5
Ccr10	6	7	3	4	2	5	7	5	8	3	8	6	6	5	6
Ccr1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr2	0	2	1	0	1	4	1	0	0	0	0	2	0	0	2
Ccr3	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1
Ccr4	2	3	0	0	0	1	1	1	0	1	0	1	0	0	2
Ccr5	2	9	0	0	1	0	2	3	10	3	2	7	3	2	0
Ccr6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Ccr7	1	0	0	1	0	0	6	0	0	0	0	0	2	1	0
Ccr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr9	1	7	7	3	1	5	11	5	6	1	4	8	8	2	7
Ccrl2	356	264	706	142	287	369	958	320	702	115	61	877	450	397	207
Ccs	258	182	310	110	271	171	253	261	228	88	134	259	300	273	210
Ccsap	114	220	389	77	88	211	455	251	173	49	46	498	101	84	200
Ccser1	333	629	409	309	128	401	693	380	546	258	208	710	264	162	583
Ccser2	192	695	246	343	102	426	727	365	533	248	334	693	153	127	605
Cct2	2247	2379	2542	1001	1402	2113	2588	2669	2663	909	2170	2605	2504	1443	2839
Cct3	2338	2170	2066	908	1935	1713	1865	1598	2072	692	1644	1677	2499	1817	2376
Cct3-ps1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
Cct4	1471	1426	1198	692	729	1033	1369	1247	1606	655	1208	1357	1259	783	1492
Cct5	4337	4925	4047	1774	2967	3263	3783	4137	3988	1523	2310	4073	4351	2787	5337
Cct6b	16	8	12	5	9	5	14	15	14	9	3	7	10	9	8
Cct7	4331	3291	3984	1538	3354	2644	3429	2655	3617	1225	2287	3240	4751	3206	3698
Cct8	2788	2939	2699	1295	1347	2309	2770	2181	2753	943	1960	2713	2689	1471	3105
Cct8l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccz1	504	677	639	320	272	483	694	607	645	286	406	734	529	290	653
Cd101	1	2	0	1	0	0	2	0	4	0	0	1	3	0	3
Cd109	2	6	18	0	2	9	9	10	10	0	8	7	4	2	10
Cd14	9	8	39	6	8	18	28	27	35	1	16	20	48	8	14
Cd151	628	398	558	191	397	432	503	470	493	182	438	502	672	451	437
Cd160	3	6	3	3	3	0	2	1	1	3	1	1	0	2	2
Cd163	3	5	2	2	1	2	1	3	6	1	1	12	1	0	2
Cd163l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164	14006	15898	15725	9614	5832	14925	19903	17619	17724	7779	19622	20615	10942	6515	16770
Cd164l2	252	327	324	90	257	339	308	333	193	59	173	242	272	296	332
Cd177	0	6	2	0	0	5	0	11	1	0	8	1	2	0	3
Cd180	1	1	7	1	0	2	2	0	8	0	10	6	7	0	8
Cd19	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Cd1d1	3	58	10	3	4	25	13	44	10	1	13	13	13	5	52
Cd1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2	1	0	2	0	0	2	1	0	0	0	0	0	2	0	2
Cd200	921	1103	881	530	311	730	1084	474	825	395	399	862	747	336	1066
Cd200r1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
Cd200r2	2	19	6	1	1	9	10	8	5	5	5	11	2	1	11
Cd200r3	2	2	0	2	0	0	1	9	0	0	0	0	0	0	2
Cd200r4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2
Cd207	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Cd209a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209c	6	83	12	1	8	16	19	43	16	8	15	39	9	12	21
Cd209d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209f	0	0	2	4	0	1	0	0	1	0	0	4	0	0	0
Cd209g	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
Cd22	11	58	12	12	6	8	9	17	18	8	10	16	9	1	48
Cd226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd244	1	0	0	1	0	0	1	0	0	0	1	0	2	0	2
Cd247	1	12	14	3	2	12	7	23	16	5	4	1	7	9	2
Cd248	2	20	5	0	4	12	1	10	12	2	3	5	16	8	15
Cd24a	226	1021	1264	188	184	1436	1259	1771	1095	136	1452	1154	917	261	1089
Cd27	1	9	0	4	0	0	4	4	1	4	5	8	0	2	1
