	GSM5396612	GSM5396613	GSM5396614	GSM5396615	GSM5396616	GSM5396617	GSM5396618	GSM5396619	GSM5396620
1500015L24Rik	3	1	1	0	1	0	0	0	1
1500026H17Rik	19	19	8	26	24	22	22	10	13
1500032F14Rik	0	0	0	0	0	0	0	0	0
1500035N22Rik	9	3	5	13	12	9	3	3	3
1520401A03Rik	0	0	0	1	0	0	0	0	0
1600002D24Rik	0	0	0	0	0	1	0	0	0
1600010M07Rik	14	9	12	17	15	20	13	14	6
1600012H06Rik	508	452	347	356	450	407	381	384	328
1600012P17Rik	0	0	0	0	0	1	0	0	0
1600014C10Rik	3585	3351	2489	1608	2312	2372	2225	1469	2109
1600014C23Rik	0	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0	0
1600020E01Rik	56	29	26	60	27	24	53	29	40
1600022D10Rik	0	1	0	0	0	1	0	0	0
1600025M17Rik	10	2	3	1	4	3	2	5	1
1600027J07Rik	0	0	0	0	0	0	0	0	0
1600029O15Rik	1	1	2	1	0	1	1	1	1
1700001C19Rik	92	115	51	119	89	66	72	64	127
1700001D01Rik	2	2	1	1	2	1	0	1	0
1700001F09Rik	0	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0	0
1700001G11Rik	0	0	0	0	0	0	0	0	0
1700001J03Rik	0	1	0	0	0	0	1	0	0
1700001J04Rik	0	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	1	0
1700001K19Rik	0	0	1	1	4	1	0	0	0
1700001K23Rik	1	2	0	0	0	1	0	0	0
1700001L05Rik	255	224	175	91	284	293	477	461	213
1700001L19Rik	1	0	0	0	1	3	0	0	1
1700001N15Rik	0	0	0	0	0	0	0	0	0
1700001O22Rik	0	0	0	0	0	1	0	0	0
1700001P01Rik	0	0	1	0	0	0	0	0	0
1700003C15Rik	0	0	0	0	0	1	0	0	0
1700003D09Rik	1	0	0	0	1	0	0	0	0
1700003E16Rik	39	29	21	14	27	14	28	31	34
1700003E24Rik	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	1	2	1	1	1	2	0
1700003G18Rik	1	0	0	0	2	0	2	1	0
1700003H04Rik	0	0	0	0	0	0	0	0	0
1700003I16Rik	6	1	5	12	6	5	3	5	3
1700003I22Rik	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0
1700003M07Rik	3	0	1	3	2	2	1	3	0
1700003N22Rik	0	0	0	0	0	0	0	0	0
1700003O11Rik	1	0	0	1	1	1	0	0	1
1700003P14Rik	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0
1700006J14Rik	2	3	3	0	2	3	1	1	0
1700007E05Rik	1	4	4	5	2	3	1	3	1
1700007F19Rik	5	4	0	10	4	2	0	0	0
1700007H22Rik	0	0	0	0	0	0	0	0	0
1700007J10Rik	6	1	1	5	4	2	1	4	1
1700007K13Rik	0	2	0	0	1	2	0	4	0
1700007L15Rik	26	12	21	53	17	30	22	28	19
1700007M16Rik	0	0	0	0	0	0	0	0	0
1700007P06Rik	4	0	0	1	0	1	0	2	1
1700008B11Rik	3	0	2	1	1	3	3	3	2
1700008C04Rik	3	2	1	1	2	1	1	1	1
1700008J07Rik	37	24	18	17	29	34	44	32	30
1700008K24Rik	0	0	0	0	0	0	0	0	0
1700008N11Rik	0	0	0	0	0	0	0	0	0
1700008O03Rik	1	2	1	3	2	1	4	1	0
1700008P02Rik	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	1	1	1	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0
1700010B08Rik	1	0	0	0	0	0	0	0	0
1700010B13Rik	1	0	0	1	2	0	0	1	1
1700010D01Rik	0	0	0	1	0	0	0	0	0
1700010G06Rik	0	0	1	0	3	0	0	0	0
1700010H22Rik	1	0	0	0	0	0	0	0	0
1700010I02Rik	0	1	0	0	2	0	1	0	0
1700010I14Rik	8	4	7	9	13	7	2	5	4
1700010J16Rik	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0
1700010K24Rik	0	0	0	0	0	0	0	0	0
1700010L04Rik	0	0	0	0	0	0	0	0	0
1700010N08Rik	0	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	1	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0	0
1700011D18Rik	0	0	0	1	0	3	0	0	0
1700011L03Rik	0	1	0	0	1	0	0	0	0
1700011L22Rik	2	0	0	1	0	0	0	1	0
1700011M02Rik	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	0	0	0	0	0
1700012C08Rik	0	0	0	0	0	0	0	0	0
1700012C14Rik	1	0	0	0	0	0	0	1	0
1700012D14Rik	26	11	8	12	16	14	17	14	10
1700012D16Rik	1	0	0	0	0	0	0	2	0
1700012E03Rik	0	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0	0	0	0
1700012J15Rik	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	1	0	0	1	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0
1700013M08Rik	0	0	0	0	0	0	1	2	0
1700013N06Rik	0	0	0	0	0	0	0	0	0
1700014B07Rik	1	0	2	0	1	1	0	2	0
1700014D04Rik	1	0	0	0	0	0	0	0	0
1700014F14Rik	0	0	0	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0	0	0	0
1700015C15Rik	0	0	0	0	0	0	0	0	1
1700015C17Rik	0	0	0	0	0	0	1	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0
1700015H07Rik	0	0	0	0	0	0	0	0	0
1700015I17Rik	11	5	1	5	4	2	6	2	1
1700015O11Rik	1	0	0	3	1	2	2	2	2
1700016B01Rik	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	2	0	2	0	3	1	0
1700016D06Rik	1	0	3	0	0	4	1	5	1
1700016F12Rik	0	0	0	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0	0	1	0
1700016H03Rik	0	0	0	0	0	0	0	0	0
1700016H13Rik	1	0	0	0	0	0	0	0	0
1700016J18Rik	0	0	0	0	0	0	0	0	0
1700016K05Rik	0	0	0	1	0	1	0	0	0
1700016K19Rik	0	0	0	0	1	0	0	0	0
1700016L21Rik	2	2	0	7	3	4	6	2	0
1700016P03Rik	0	5	5	11	3	3	13	11	5
1700016P04Rik	0	0	0	0	0	0	0	0	0
1700017B05Rik	310	251	343	236	490	314	520	937	478
1700017G19Rik	0	0	0	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0	0
1700017M07Rik	1	0	1	2	0	1	1	0	0
1700017N19Rik	0	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	0	0	0	0	0
1700018A23Rik	0	1	0	2	1	0	0	0	0
1700018B08Rik	0	0	0	0	0	1	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0	0
1700018L02Rik	81	61	45	53	77	89	46	40	40
1700018M17Rik	9	4	3	1	9	4	9	7	4
1700018P08Rik	0	0	0	0	0	0	0	0	0
1700019A02Rik	2	0	1	2	1	0	0	3	1
1700019C18Rik	0	0	0	0	0	0	0	0	0
1700019D03Rik	13	19	9	11	16	11	3	22	11
1700019E08Rik	0	0	0	0	0	0	0	0	0
1700019F05Rik	0	0	0	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0	0	0	0
1700019J19Rik	3	0	1	1	1	0	1	2	0
1700019L13Rik	3	2	10	12	4	4	7	3	3
1700019M22Rik	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0	0
1700019P21Rik	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0	0
1700020D12Rik	0	0	0	0	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	1	1	0	0	0
1700020L13Rik	1	2	2	1	1	2	3	4	2
1700020L24Rik	0	4	0	0	1	0	0	1	0
1700020M21Rik	1	0	0	0	0	0	0	0	0
1700020N01Rik	0	0	0	0	0	0	0	1	0
1700020N15Rik	0	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	0	1
1700021A07Rik	0	0	0	0	0	0	0	1	0
1700021F02Rik	0	0	0	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	0	0	0	0	0
1700021F13Rik	0	0	0	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0	0	0	0
1700021J08Rik	3	1	1	3	0	1	0	0	0
1700021L23Rik	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	0
1700021P04Rik	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0
1700022H01Rik	1	0	0	0	1	2	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0
1700022I11Rik	4	4	1	8	5	3	0	1	1
1700022N22Rik	12	6	17	16	12	4	12	13	7
1700023C21Rik	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	1	1	0	3	2	1	0
1700023G09Rik	0	0	0	0	0	0	0	0	0
1700023H06Rik	8	3	3	14	3	7	1	13	1
1700024B05Rik	0	0	0	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0
1700024J04Rik	4	1	4	4	3	1	0	3	0
1700025B11Rik	0	0	0	0	0	0	0	1	0
1700025C18Rik	0	0	0	0	0	1	0	0	0
1700025D23Rik	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0
1700025G04Rik	122	112	75	78	134	89	93	96	82
1700025H01Rik	0	0	0	0	0	0	0	0	0
1700025J12Rik	0	0	0	0	0	0	0	0	0
1700025K04Rik	0	0	0	0	0	0	0	0	0
1700025K24Rik	0	0	0	0	0	2	0	0	0
1700025L06Rik	0	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0	0
1700025N21Rik	0	0	0	0	1	0	0	0	0
1700025N23Rik	4	3	4	1	4	5	1	4	1
1700025O08Rik	0	0	0	0	0	0	0	0	0
1700026D11Rik	3	0	1	1	0	1	1	1	0
1700026F02Rik	2	0	0	3	1	0	0	0	0
1700026J12Rik	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0
1700026N04Rik	1	0	0	1	0	1	0	2	0
1700027A07Rik	0	1	0	1	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0	0
1700027J07Rik	1	0	0	0	0	2	0	1	0
1700028B04Rik	1	3	1	0	1	0	2	1	0
1700028D13Rik	2	0	4	3	0	1	2	1	1
1700028E10Rik	158	89	122	147	122	186	123	88	104
1700028I16Rik	1	0	0	0	0	0	1	0	0
1700028J19Rik	4	5	3	3	6	3	6	4	3
1700028K03Rik	3	3	2	2	8	2	10	5	3
1700028M03Rik	0	0	0	0	0	0	0	0	0
1700028N14Rik	1	0	1	0	1	0	1	2	0
1700028P14Rik	1	0	0	0	0	0	0	0	0
1700028P15Rik	1	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0	0
1700029E06Rik	5	1	1	1	2	0	0	0	0
1700029F12Rik	6	3	3	6	4	1	3	2	1
1700029H14Rik	0	0	0	0	0	0	0	1	0
1700029I15Rik	7	8	9	10	5	7	6	5	8
1700029J03Rik	0	0	0	0	0	0	0	0	0
1700029J07Rik	4	0	5	8	12	10	6	7	10
1700029M03Rik	0	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0	0	0	0
1700030A11Rik	1	0	0	0	0	0	0	3	0
1700030C10Rik	10	4	4	20	6	10	6	7	10
1700030C12Rik	0	0	0	0	0	0	0	1	0
1700030C14Rik	2	2	0	0	3	0	0	1	0
1700030E10Rik	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0	0
1700030J22Rik	10	2	9	4	7	4	10	5	7
1700030K09Rik	56	27	30	28	44	49	50	50	37
1700030L20Rik	2	0	0	0	0	0	0	0	0
1700030L22Rik	0	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0	0
1700030N03Rik	13	11	11	14	11	6	6	11	5
1700030O20Rik	0	0	0	0	0	1	0	1	0
1700031A10Rik	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0
1700031F10Rik	0	0	1	0	0	0	0	0	0
1700031L13Rik	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0
1700031P21Rik	1	0	0	0	0	0	1	0	0
1700034B16Rik	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0	0
1700034H15Rik	17	17	12	18	8	12	18	23	8
1700034I23Rik	13	6	7	13	16	7	6	1	1
1700034J05Rik	19	11	3	6	5	2	9	16	2
1700034K08Rik	0	0	1	0	0	1	0	0	1
1700034P13Rik	45	63	34	42	53	46	41	63	48
1700036A12Rik	0	0	0	0	0	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0
1700037C06Rik	0	0	0	0	0	0	0	0	0
1700037C18Rik	39	14	4	20	19	17	16	21	18
1700037F03Rik	1	0	0	1	1	0	0	0	0
1700037H04Rik	60	66	46	42	54	42	94	107	79
1700039E22Rik	0	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	0	0	0	0	0	1	0
1700039M15Rik	0	0	0	0	0	0	0	0	0
1700040D17Rik	3	3	2	2	2	3	2	3	0
1700040E09Rik	0	0	0	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0	0	0
1700040F17Rik	1	0	0	1	2	0	1	0	0
1700040L08Rik	1	0	1	0	0	1	0	2	3
1700041B01Rik	0	0	0	0	0	0	0	0	0
1700041C23Rik	0	0	0	0	0	0	0	0	0
1700041G16Rik	0	0	0	0	1	1	0	0	0
1700041I07Rik	0	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0
1700042O05Rik	0	0	0	0	0	0	0	0	0
1700042O10Rik	6	3	6	3	1	3	2	3	4
1700044C05Rik	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0
1700045H11Rik	2	3	4	6	7	6	0	3	0
1700046C09Rik	0	0	1	0	1	0	1	0	0
1700047A11Rik	2	2	0	2	2	1	1	0	0
1700047E10Rik	0	4	0	3	1	0	2	0	2
1700047F07Rik	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	1	0	0	1	0	1	0
1700047G07Rik	5	4	2	3	1	2	1	2	2
1700047K16Rik	1	3	4	1	2	2	4	2	4
1700047L14Rik	0	0	0	0	0	0	0	0	0
1700047M11Rik	5	0	2	4	3	2	3	0	3
1700048F04Rik	1	0	0	0	0	0	0	0	0
1700048M11Rik	1	0	2	1	1	0	0	1	2
1700048O14Rik	0	0	0	0	0	0	0	0	0
1700048O20Rik	18	13	9	33	12	10	28	5	7
1700048P04Rik	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	1	0	1	0	0	0
1700051A21Rik	2	0	0	0	0	0	1	0	0
1700052H01Rik	0	0	0	1	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0
1700052K11Rik	47	51	36	48	44	52	41	43	36
1700054A03Rik	2	1	1	0	0	0	1	0	0
1700054K02Rik	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	2	0	1	0	0	0	1	0
1700054O05Rik	2	4	1	1	1	2	2	1	0
1700055C04Rik	0	0	0	0	0	0	0	0	0
1700055D18Rik	14	33	18	14	15	15	23	24	20
1700056E22Rik	14	9	4	0	6	8	6	6	5
1700056N10Rik	7	6	4	3	11	7	8	3	3
1700057G04Rik	0	0	0	3	0	1	1	3	0
1700057H15Rik	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0
1700058P15Rik	1	0	1	0	1	1	1	0	0
1700060C16Rik	0	0	0	1	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0
1700060J05Rik	1	1	1	3	4	1	3	1	3
1700060O08Rik	0	0	0	0	0	0	0	0	0
1700061E17Rik	4	2	2	7	5	2	0	2	7
1700061E18Rik	9	2	2	1	3	2	2	3	1
1700061F12Rik	0	0	0	0	0	0	0	0	0
1700061H18Rik	0	0	1	0	0	0	0	3	2
1700061I17Rik	3	1	0	1	0	0	0	2	2
1700061J23Rik	0	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0	0	0	0
1700062C10Rik	6	1	1	3	1	2	0	1	2
1700063A18Rik	0	0	0	0	0	0	0	0	0
1700063D05Rik	15	5	7	16	12	13	13	10	3
1700063H04Rik	0	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0
1700063J08Rik	0	1	0	1	1	3	1	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0
1700064H15Rik	1	2	1	9	4	6	2	9	13
1700064J06Rik	1	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	1	0	0	0	0	0
1700065D16Rik	0	1	0	1	0	1	3	0	2
1700065I16Rik	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	1	0	0	0
1700066B19Rik	1	0	3	2	1	2	4	2	0
1700066C05Rik	0	0	0	0	0	0	0	0	0
1700066J03Rik	1	0	2	1	2	1	1	0	1
1700066M21Rik	825	612	533	728	701	432	634	660	633
1700066N21Rik	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0
1700067K01Rik	4	3	0	4	1	2	5	6	6
1700067P10Rik	0	0	0	0	0	0	0	0	0
1700069B07Rik	3	2	5	4	2	0	11	7	1
1700069L16Rik	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	1	0	1	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0
1700071M16Rik	6	1	5	10	3	8	4	1	4
1700072B07Rik	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	1	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	2
1700074H08Rik	1	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0
1700081N11Rik	0	1	0	0	0	1	1	1	0
1700082M22Rik	96	45	42	62	55	41	36	42	24
1700083H02Rik	1	1	1	1	1	2	1	0	0
1700084C06Rik	5	7	6	5	20	14	15	25	16
1700084D21Rik	0	0	0	0	0	0	0	0	0
1700084E18Rik	9	6	3	11	12	6	4	5	9
1700084F23Rik	0	0	0	0	0	0	0	0	0
1700084J12Rik	7	3	5	4	2	5	8	1	1
1700084M14Rik	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0
1700085D07Rik	1	0	0	0	2	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0
1700086L19Rik	1	0	0	0	0	0	2	0	0
1700086O06Rik	34	31	13	38	28	26	25	25	18
1700086P04Rik	6	0	0	3	1	2	3	0	1
1700087I21Rik	8	9	4	4	6	6	8	3	7
1700087M22Rik	1	0	0	0	0	1	1	0	0
1700088E04Rik	9	1	0	10	12	4	1	8	5
1700091H14Rik	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0
1700092C10Rik	4	4	3	12	1	4	1	2	8
1700092C17Rik	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	1	0	1	2
1700093J21Rik	1	1	1	1	1	0	0	1	1
1700093K21Rik	0	0	1	0	1	0	1	0	0
1700093P08Rik	0	0	0	0	0	0	0	0	0
1700094D03Rik	21	11	15	14	16	13	17	14	6
1700094J05Rik	0	0	0	0	1	0	1	1	0
1700094M23Rik	1	0	1	0	0	0	1	0	0
1700094M24Rik	0	0	1	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0
1700095A21Rik	5	3	1	1	0	1	0	4	0
1700095B10Rik	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0
1700095J07Rik	21	9	16	16	9	18	14	15	6
1700095J12Rik	0	1	0	0	4	0	0	3	0
1700095K22Rik	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0
1700096K18Rik	30	13	29	19	32	23	18	13	29
1700097N02Rik	0	0	2	1	0	0	0	0	0
1700099I09Rik	0	1	0	2	1	0	0	1	0
1700100I10Rik	0	1	2	0	1	2	0	1	0
1700100L14Rik	0	0	0	0	0	0	0	0	0
1700101I11Rik	101	81	45	60	73	65	67	65	49
1700101I19Rik	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0
1700102H20Rik	3	2	3	12	6	7	11	4	8
1700102P08Rik	0	2	2	1	4	0	2	2	3
1700104B16Rik	1	1	0	0	1	1	0	0	1
1700104L18Rik	0	0	0	0	0	0	0	0	0
1700105G05Rik	1	2	0	2	2	3	0	0	0
1700105P06Rik	3	1	1	5	2	0	3	0	3
1700106O07Rik	0	0	0	0	0	0	0	0	0
1700108F19Rik	0	2	0	1	1	0	0	0	0
1700108J01Rik	3	0	1	0	0	0	2	0	2
1700108N06Rik	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0
1700109H08Rik	26	21	18	32	17	26	17	18	10
1700109I08Rik	0	0	0	0	0	0	0	0	0
1700109K24Rik	7	1	4	11	9	6	10	5	5
1700110C19Rik	0	1	1	0	0	0	1	1	0
1700110I01Rik	2	2	2	0	0	0	1	0	0
1700110I07Rik	3	1	1	1	0	0	0	0	0
1700110K17Rik	1	0	0	0	0	1	0	2	0
1700111E14Rik	0	0	0	0	0	0	0	0	0
1700111N16Rik	1	0	0	0	0	0	0	1	0
1700112D23Rik	12	4	9	4	3	4	3	3	2
1700112H15Rik	0	0	0	0	0	0	0	0	0
