	GSM4718405	GSM4718406	GSM4718407	GSM4718408	GSM4718409	GSM4718410	GSM4718411	GSM4718412	GSM4718413	GSM4718414	GSM4718415	GSM4718416
1700001O22Rik	0	0	6	0	2	0	3	0	0	0	3	0
1700001P01Rik	0	0	2	0	0	0	0	0	0	0	0	0
1700003E16Rik	61	98	62	55	97	63	64	52	67	49	70	54
1700003F12Rik	0	6	24	2	4	0	4	15	2	4	14	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003N22Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	2
1700007B14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007E05Rik	1	1	0	0	0	0	0	0	0	7	0	6
1700007G11Rik	0	0	0	4	2	2	0	0	2	0	0	0
1700007K09Rik	0	0	4	0	0	0	0	3	0	0	0	0
1700007K13Rik	0	4	1	4	2	13	11	11	8	2	156	2
1700008O03Rik	33	22	19	10	11	4	14	10	6	7	15	13
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	22	18	25	23	41	24	43	77	37	15	131	44
1700010N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700011H14Rik	30	18	20	20	25	12	31	19	32	44	75	20
1700011I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	2	0	0	0	0	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012L04Rik	12	3	15	1	0	16	0	8	6	7	12	26
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	1	4	0	4	0
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700014D04Rik	0	0	2	0	0	0	0	5	0	0	0	0
1700015E13Rik	0	0	2	2	0	0	0	0	0	0	4	2
1700015F17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	4	6	4	9	4	0	14	8	2	6	16	0
1700016D06Rik	2	0	5	0	5	8	3	11	0	3	7	3
1700016H13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	1314	849	922	1057	886	1010	1639	1448	875	732	4307	960
1700017D01Rik	1	1	0	0	3	0	0	5	0	0	3	0
1700017N19Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700018M17Rik	0	1	3	0	3	0	1	3	0	0	2	2
1700019A02Rik	1	0	0	0	0	0	0	6	0	0	0	0
1700019B03Rik	0	4	1	2	0	0	0	0	1	8	0	6
1700019D03Rik	24	16	27	29	22	14	22	17	28	33	104	0
1700019M22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	4	0	0	0	0
1700020D05Rik	2	0	2	0	0	0	4	0	0	0	6	0
1700020L24Rik	17	4	2	3	29	1	8	9	10	4	5	28
1700020N01Rik	0	0	2	0	0	2	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021F05Rik	1114	1092	1370	1008	975	853	1266	1085	983	983	659	1003
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	5	3	1	0	6	1	2	2	0	8	0	0
1700023F06Rik	0	0	0	0	0	0	2	1	1	0	0	0
1700024B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024J04Rik	3	1	2	3	4	2	1	5	2	0	7	0
1700024P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024P16Rik	347	291	328	304	309	321	567	812	228	141	522	575
1700025B11Rik	0	1	0	0	13	7	4	2	14	40	0	24
1700025C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	183	132	182	87	156	154	229	239	135	123	242	210
1700028B04Rik	0	5	1	0	2	1	1	0	0	0	0	5
1700028J19Rik	23	14	10	17	15	29	29	16	10	18	42	26
1700028K03Rik	10	2	3	0	2	0	3	0	4	3	5	0
1700028P14Rik	0	0	0	0	0	6	0	0	0	0	0	0
1700029F12Rik	3	0	2	1	1	5	2	6	2	0	1	0
1700029H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029I15Rik	34	42	60	47	75	42	50	32	34	50	31	44
1700029J07Rik	25	16	16	20	37	29	7	7	12	37	13	14
1700029P11Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700030C10Rik	15	20	21	9	19	28	23	17	20	21	25	26
1700030J22Rik	11	11	20	20	24	16	18	24	27	22	36	27
1700030K09Rik	175	156	207	163	159	128	163	155	137	154	142	156
1700031F05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700034I23Rik	1	2	1	2	0	0	0	0	2	0	0	0
1700034J05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	141	93	181	98	95	134	107	131	56	151	85	156
1700037H04Rik	419	439	339	374	500	643	653	530	637	474	339	534
1700039E15Rik	4	2	15	0	4	26	5	4	5	16	0	8
1700040F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700040L02Rik	38	241	144	107	70	63	91	61	56	107	110	168
1700042G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047I17Rik2	13	23	13	10	35	39	109	103	19	47	195	76
1700048O20Rik	27	16	77	20	18	27	16	17	11	40	30	42
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
1700049G17Rik	114	114	104	100	147	102	126	121	70	58	110	58
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	89	115	91	55	91	81	138	92	49	79	81	133
1700057G04Rik	6	4	2	0	0	4	13	2	3	0	7	0
1700061G19Rik	0	1	0	0	0	0	9	0	0	0	3	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	3	2	0	0	1	0	2	9	4	0	9	0
1700066M21Rik	2952	1593	1457	2044	1995	1872	1433	1859	1914	1155	1390	1723
1700067K01Rik	68	14	21	27	12	8	37	56	22	27	2	23
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	3
1700071K01Rik	0	2	0	0	0	0	0	0	1	0	0	0
1700073E17Rik	0	1	0	2	0	0	0	0	1	5	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	1	0	0	0	1	0	0	0	2	0	4
1700084M14Rik	0	0	0	0	0	0	0	0	2	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	53	25	39	17	15	8	31	37	8	58	32	4
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	0	1	2	0	4	0	3	3	1	0	1	2
1700093K21Rik	0	0	5	0	0	0	0	0	0	0	4	0
1700102P08Rik	11	7	8	16	10	16	10	5	6	10	4	6
1700109H08Rik	8	15	51	11	26	37	9	9	8	23	17	26
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112E06Rik	8	26	55	19	36	32	85	60	22	27	69	82
1700113H08Rik	0	2	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123I01Rik	0	0	0	0	2	0	6	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700123O20Rik	1296	1219	1380	1288	1548	1458	1463	1617	1348	1253	1180	1390
1700125H20Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700128F08Rik	16	19	29	16	27	14	9	17	9	11	9	43
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	1	0
1810009A15Rik	733	552	454	500	527	630	709	649	613	722	459	719
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	74	195	238	133	129	154	147	172	88	183	795	220
1810011H11Rik	29	17	82	33	45	26	72	46	26	40	32	111
1810011O10Rik	1464	487	538	577	695	721	1718	2088	936	293	539	1145
1810013L24Rik	1016	1895	1471	1855	1493	1611	1392	1644	1256	1215	1438	1352
1810018F18Rik	0	0	0	0	0	2	0	0	0	0	0	1
1810022K09Rik	751	686	928	560	826	827	1043	920	622	723	643	919
1810024B03Rik	115	196	190	179	133	133	170	120	113	180	36	179
1810026J23Rik	2880	2419	2230	3117	3141	3236	2649	3134	3174	2110	1968	3187
1810030O07Rik	289	371	359	335	414	299	506	586	346	363	467	505
1810032O08Rik	43	73	97	86	42	60	89	40	24	30	23	61
1810037I17Rik	915	1226	1295	1291	1049	899	1243	1281	1012	1020	799	1094
1810041L15Rik	2	0	2	3	1	2	8	24	0	2	2	0
1810043G02Rik	227	384	375	317	316	364	357	302	299	414	341	365
1810043H04Rik	632	1016	1091	871	786	739	671	654	881	1093	586	786
1810046K07Rik	0	45	12	10	79	40	44	12	113	284	44	102
1810049J17Rik	225	204	127	231	236	219	164	180	197	84	573	188
1810055G02Rik	1199	2744	1141	3513	2124	2174	3875	3727	2522	1541	3350	2303
1810062G17Rik	12	25	27	20	31	29	71	72	19	11	33	48
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010001K21Rik	0	0	4	0	0	0	0	0	2	0	0	0
2010003K11Rik	1250	2173	2449	3615	2030	1962	9260	8995	1366	1197	1403	2889
2010005H15Rik	3	0	0	0	0	0	0	0	1	0	0	5
2010010A06Rik	0	1	1	0	0	0	0	0	1	0	0	0
2010106E10Rik	4	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	3560	4189	5058	4143	3122	3033	4268	3662	3557	3315	2320	3161
2010107G12Rik	4	0	0	0	0	2	0	0	0	1	0	1
2010107G23Rik	39	139	87	89	183	155	353	271	142	114	350	268
2010109A12Rik	4	2	1	3	3	5	2	7	3	1	0	2
2010109I03Rik	4	20	15	13	21	6	19	12	12	34	7	12
2010111I01Rik	401	327	355	302	488	430	463	476	354	465	370	389
2010300C02Rik	2	6	2	4	0	5	21	13	6	0	2	0
2010315B03Rik	345	215	224	247	425	428	290	391	335	135	192	348
2200002D01Rik	546	690	775	479	542	622	1053	943	783	1318	1803	547
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	5	0	2	3	0	2	0	4	2	0	2	3
2210011C24Rik	25	4	11	41	3	0	22	24	6	7	0	11
2210013O21Rik	34	51	85	69	67	82	265	214	46	38	245	254
2210016F16Rik	1745	1808	2585	1891	1736	1606	2489	2119	2070	2145	2137	2422
2210016L21Rik	882	1031	1110	983	1045	1126	1351	1135	775	1288	1013	1153
2210017I01Rik	2	7	3	0	3	0	0	0	0	4	0	0
2210404O09Rik	71	70	109	78	66	88	44	120	60	28	84	120
2210407C18Rik	2	0	0	0	0	0	4	0	2	0	0	0
2210408I21Rik	105	79	40	65	108	88	148	148	111	63	65	118
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	565	633	430	582	734	792	680	778	597	523	332	587
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	2	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	742	1019	784	931	567	704	641	633	678	759	366	774
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	16	0	24	0	16	0	30	10	6	0	72	8
2310009B15Rik	311	266	430	374	208	231	264	278	270	272	297	214
2310011J03Rik	880	1147	1177	905	764	825	1132	1128	879	1089	976	924
2310022A10Rik	416	307	344	329	556	448	464	568	318	420	605	562
2310022B05Rik	959	1232	986	1159	949	982	1074	1158	995	882	905	1194
2310030G06Rik	836	978	1053	998	959	997	1160	1123	1149	729	797	898
2310033P09Rik	317	453	504	328	367	423	371	415	436	600	349	402
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	0	2	0	2	10	7	4	6	10	0	19	2
2310035C23Rik	605	816	566	734	689	847	636	895	548	434	866	1126
2310036O22Rik	4114	3923	4532	4399	3720	3853	4919	4146	3208	3668	3253	3856
2310039H08Rik	2557	3332	3574	3042	2495	2457	2610	2519	2559	2784	1277	2849
2310046K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	4	0	0	0	0	0	0	7	3	0	0	0
2310057M21Rik	187	114	94	141	144	202	161	195	127	94	217	129
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	1994	2383	2038	2435	2168	2278	2505	2114	2123	1773	1243	1955
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	328	555	640	376	347	342	409	484	268	266	587	404
2410004B18Rik	223	285	240	243	258	218	349	301	246	270	183	230
2410004P03Rik	9	14	22	11	21	23	19	31	14	9	27	39
2410015M20Rik	2726	3257	3511	3086	2066	2320	3008	2736	3074	2826	1804	2306
2410016O06Rik	248	421	360	444	367	278	405	397	336	422	398	404
2410024N13Rik	1	2	2	0	0	0	0	0	0	1	0	0
2410089E03Rik	381	270	271	338	657	493	362	425	296	320	389	366
2410131K14Rik	585	452	406	491	637	577	453	534	460	550	238	382
2410137M14Rik	0	0	0	2	0	0	0	0	0	0	0	0
2410141K09Rik	9	0	3	1	2	9	3	1	4	1	0	2
2510002D24Rik	624	1013	1013	880	710	721	788	846	721	983	491	774
2510009E07Rik	356	299	318	296	499	456	642	691	471	204	927	695
2510039O18Rik	1554	2177	1941	2418	2029	2157	2384	2197	1682	1984	2336	1963
2610001J05Rik	691	694	744	748	834	733	1012	1085	893	818	832	942
2610002M06Rik	904	1037	846	1098	1180	1140	1022	1237	1081	730	1095	1146
2610005L07Rik	298	289	390	240	456	487	252	331	194	126	329	321
2610008E11Rik	220	303	273	197	287	288	245	301	285	228	278	321
2610020H08Rik	48	85	64	90	123	73	82	95	111	84	74	86
2610021A01Rik	285	217	226	261	338	294	239	333	256	169	207	329
2610024D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	2	0	0	0	0	0	0
2610042L04Rik	0	0	0	0	0	0	0	0	0	1	0	0
2610044O15Rik8	360	414	406	247	327	329	317	399	273	280	307	343
2610301B20Rik	274	243	290	194	313	224	289	246	291	325	222	253
2610305D13Rik	91	29	33	33	341	382	107	117	232	42	17	167
2610318N02Rik	0	0	0	0	1	0	0	1	0	0	0	0
2610507B11Rik	8687	8280	5235	7002	9466	9195	10179	10490	9342	5686	6911	10770
2610524H06Rik	27	14	62	21	21	46	53	48	30	56	69	73
2610528A11Rik	0	4	2	0	0	0	2	0	0	0	2	0
2610528J11Rik	669	703	594	535	610	675	638	609	929	887	351	718
2700029M09Rik	223	290	260	238	227	217	312	392	337	346	241	288
2700049A03Rik	129	179	141	155	144	185	140	177	123	107	214	270
2700060E02Rik	3806	4461	5062	5127	3821	3766	4408	4441	4777	3805	3620	4045
2700062C07Rik	415	340	450	349	419	434	385	466	430	457	347	518
2700081O15Rik	108	123	129	86	137	149	168	162	89	53	228	198
2700094K13Rik	298	387	346	271	429	283	395	378	383	226	326	263
2700097O09Rik	151	109	155	152	141	150	113	169	111	109	191	138
2700099C18Rik	13	12	10	9	7	11	11	23	7	14	35	20
2810004N23Rik	1021	1005	816	839	1256	1156	1272	1192	1184	953	795	1108
2810006K23Rik	350	382	368	338	488	576	477	470	474	527	375	474
2810021J22Rik	145	117	117	61	130	170	145	175	138	79	135	145
2810025M15Rik	200	202	302	310	230	220	232	239	259	188	244	298
2810039B14Rik	103	120	163	110	140	132	159	116	95	124	105	151
2810047C21Rik1	44	7	10	41	43	65	56	88	72	37	28	13
2810403A07Rik	1023	1209	1233	1088	1418	1584	1344	1377	948	641	971	1110
2810408A11Rik	2	9	6	6	5	4	2	14	10	0	25	7
2810417H13Rik	27	29	23	19	26	57	105	107	43	36	127	157
2810428I15Rik	1832	2425	2386	2246	2144	2060	2742	2291	2115	2354	1229	2016
2810459M11Rik	4514	3874	4066	4657	4268	4440	3536	3822	4687	4407	7821	4381
2810474O19Rik	389	1034	792	872	1577	1533	771	877	356	505	511	847
2900011O08Rik	0	3	0	2	6	6	2	2	10	3	0	0
2900026A02Rik	6952	7442	5282	8609	6312	6606	4840	4583	5988	4819	7355	6171
2900055J20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
3000002C10Rik	64	74	73	77	59	74	100	100	59	72	110	64
3010026O09Rik	147	331	465	407	273	215	220	219	252	173	142	301
3100002H09Rik	0	0	0	0	0	0	0	0	0	0	4	0
3110001I22Rik	29	63	18	61	79	95	46	83	87	55	28	48
3110002H16Rik	1069	1009	1083	1241	1154	1082	1182	1076	938	944	582	967
3110009E18Rik	36	38	27	14	22	8	16	17	39	41	21	35
3110018I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
3110021N24Rik	14	1	2	6	5	0	4	9	2	0	20	3
3110035E14Rik	0	1	3	0	10	4	21	18	2	6	0	13
3110040N11Rik	509	514	506	480	331	500	630	551	514	485	534	495
3110043O21Rik	383	358	461	470	432	503	573	786	346	295	753	480
3110052M02Rik	83	58	85	67	112	90	104	126	63	58	32	90
3110053B16Rik	17	24	79	55	50	80	22	21	25	15	37	45
3110062M04Rik	296	244	264	173	240	214	347	214	359	335	198	288
3110067C02Rik	1	1	0	0	2	0	0	0	2	1	6	0
3110070M22Rik	3	29	16	10	7	13	35	22	7	29	26	38
3110079O15Rik	0	0	0	0	0	0	0	0	2	0	3	0
3110082I17Rik	154	619	303	107	160	183	106	169	174	319	603	220
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
3300002I08Rik	4	2	6	14	0	10	11	12	4	19	7	8
3425401B19Rik	0	0	0	0	0	0	0	0	0	0	0	0
3632451O06Rik	11	5	1	6	16	14	17	3	2	1	0	6
3830403N18Rik	0	0	2	0	10	0	0	2	2	0	4	0
3830406C13Rik	909	855	879	758	903	862	960	999	958	906	859	1174
3830408C21Rik	1	0	1	0	2	4	0	4	0	10	0	4
3830417A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	136	168	144	126	94	107	36	65	49	100	83	203
4833418N17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4833420G17Rik	708	1261	1233	716	961	1001	1077	1336	486	616	850	978
4833423E24Rik	0	0	0	0	0	0	0	0	0	0	0	0
4833427G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4833439L19Rik	4294	3173	2736	3623	4574	4125	4640	4706	4132	3178	4687	4350
4921501E09Rik	0	0	1	0	0	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921507P07Rik	8	7	33	27	13	17	50	20	19	3	21	10
4921508M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921513D11Rik	121	79	34	102	87	89	47	20	65	12	5	57
4921513I03Rik	1	0	0	0	1	2	3	2	2	0	3	0
4921517D22Rik	0	0	0	0	0	0	0	0	1	0	1	0
4921524J17Rik	394	333	408	360	505	491	360	467	300	291	451	347
4921524L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921528I07Rik	0	0	1	0	0	0	0	3	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921536K21Rik	21	0	0	2	0	1	0	2	0	0	2	0
4921539E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402H24Rik	2016	2044	1314	2294	2842	2711	3538	4046	2130	999	2237	2745
4930402K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930404N11Rik	0	1	2	1	1	0	2	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930408O17Rik	0	0	2	0	0	0	0	0	0	0	0	0
4930412O13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415F15Rik	0	0	1	0	0	0	0	7	1	0	0	0
4930415H17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	0	0	3	0	0	4	1	8	0	0	0	4
4930421P07Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930426L09Rik	0	0	8	5	6	4	2	6	0	2	2	8
4930427A07Rik	7	33	9	25	17	18	54	48	17	2	158	21
4930430A15Rik	0	0	1	0	0	0	0	2	0	0	0	0
4930430F08Rik	207	146	222	261	200	235	293	287	211	239	221	252
4930431P19Rik	29	16	32	48	29	37	38	35	12	18	21	41
4930432E11Rik	0	0	2	0	0	0	0	0	0	1	0	2
4930432K21Rik	2	9	2	9	4	2	1	0	0	8	9	4
4930432M17Rik	0	1	0	0	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0	0	0	0	0	0	36
4930442H23Rik	0	0	7	4	8	7	8	8	3	3	39	8
4930444G20Rik	0	0	2	0	0	0	0	0	0	0	0	0
4930444P10Rik	0	0	1	0	1	3	2	2	1	4	3	1
4930447A16Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930447C04Rik	0	0	0	1	5	0	0	0	0	0	0	2
4930447F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
