	GSM4564587	GSM4564588	GSM4564589	GSM4564590	GSM4564591	GSM4564592	GSM4564593	GSM4564594
1700016H13Rik	0	0	1	1	0	3	0	2
1700016K19Rik	0	0	0	0	0	0	0	0
1700017B05Rik	1211	1360	1049	1122	1222	1350	1188	1178
1700017D01Rik	1	8	0	0	6	9	8	1
1700017N19Rik	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	2	0	0	0	2
1700018F24Rik	0	0	0	0	0	0	0	0
1700018M17Rik	0	0	0	0	1	0	0	0
1700019A02Rik	3	0	3	0	4	0	1	0
1700019B03Rik	0	1	1	2	2	7	1	4
1700019D03Rik	200	201	119	205	191	241	229	147
1700019M22Rik	0	0	0	0	0	0	0	0
1700019N19Rik	1	1	2	2	1	1	0	2
1700019O17Rik	0	0	0	1	0	0	3	0
1700020A23Rik	0	1	3	4	2	5	2	0
1700020D05Rik	81	71	59	60	65	71	59	64
1700020L24Rik	144	127	151	194	164	135	193	158
1700020N01Rik	2	1	0	3	1	1	1	1
1700020N15Rik	0	0	0	0	0	0	0	0
1700021F05Rik	128	94	82	131	99	103	136	110
1700021F07Rik	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0
1700022I11Rik	25	30	24	27	30	41	15	29
1700023F06Rik	1	2	3	3	1	1	0	1
1700024B05Rik	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0
1700024J04Rik	22	29	13	25	24	29	30	22
1700024P04Rik	0	0	0	0	0	0	0	0
1700024P16Rik	11	6	11	8	13	12	12	11
1700025B11Rik	0	0	1	0	2	0	1	0
1700025C18Rik	1	3	0	0	4	0	0	2
1700025F22Rik	0	0	0	0	0	0	0	0
1700025G04Rik	313	358	261	317	300	338	363	304
1700028B04Rik	51	59	31	28	33	49	48	56
1700028J19Rik	7	16	12	11	17	12	8	5
1700028K03Rik	74	32	24	43	46	29	32	22
1700028P14Rik	0	0	0	0	0	0	0	0
1700029F12Rik	2	7	5	4	3	7	4	5
1700029H14Rik	5	4	3	3	3	2	5	2
1700029I15Rik	72	64	86	95	68	90	100	85
1700029J07Rik	49	42	30	20	29	35	48	29
1700029P11Rik	0	0	0	0	0	0	0	0
1700030C10Rik	21	11	24	20	18	38	18	42
1700030J22Rik	16	18	25	22	17	11	20	15
1700030K09Rik	273	242	204	229	248	230	244	238
1700031F05Rik	0	0	0	0	0	0	0	0
1700031M16Rik	1	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0
1700034I23Rik	27	38	31	36	43	43	33	50
1700034J05Rik	161	177	106	152	171	149	187	158
1700034O15Rik	0	0	0	0	0	0	0	0
1700037C18Rik	147	157	111	131	172	183	143	153
1700037H04Rik	1207	1184	892	1311	1318	1188	1480	1184
1700039E15Rik	0	3	0	3	0	1	1	2
1700040F15Rik	0	0	0	0	0	0	0	0
1700040L02Rik	3	2	3	4	1	6	2	1
1700042G07Rik	0	0	0	0	0	0	0	0
1700047I17Rik2	23	38	31	23	23	15	33	32
1700048O20Rik	97	81	50	77	61	92	62	77
1700049E17Rik1	0	0	0	0	0	0	0	0
1700049E17Rik2	5	0	0	0	0	0	0	0
1700049G17Rik	484	500	361	470	468	520	461	445
1700049L16Rik	0	0	0	0	0	0	0	0
1700056E22Rik	18	12	25	27	17	33	31	24
1700057G04Rik	8	6	9	3	11	12	13	5
1700061G19Rik	11	18	11	19	23	10	12	20
1700063K16Rik	0	0	0	0	0	0	0	0
1700064H15Rik	0	3	2	4	4	4	0	2
1700065I16Rik	0	0	0	0	0	0	1	0
1700066B19Rik	20	11	5	10	11	11	18	12
1700066M21Rik	372	443	364	484	425	386	411	429
1700067K01Rik	32	53	33	29	49	46	54	32
1700067P10Rik	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	1	0	2	0	1	0
1700071K01Rik	0	0	0	0	0	0	0	3
1700073E17Rik	8	4	3	8	5	7	1	2
1700074P13Rik	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	1	0
1700084J12Rik	41	37	17	35	41	53	32	28
1700084M14Rik	0	0	0	0	1	0	0	0
1700086D15Rik	14	12	4	13	16	19	11	4
1700086L19Rik	0	0	0	0	1	0	0	0
1700088E04Rik	99	88	83	88	97	77	58	75
1700091H14Rik	0	0	0	0	0	0	0	0
1700092M07Rik	3	2	3	4	0	2	0	2
1700093K21Rik	6	7	1	7	7	1	6	8
1700102P08Rik	12	13	5	11	12	11	21	14
1700109H08Rik	277	282	193	175	234	288	227	219
1700110I07Rik	0	0	0	0	0	0	0	0
1700112E06Rik	331	375	242	314	411	354	330	314
1700113H08Rik	10	5	11	11	12	11	11	7
1700122O11Rik	0	0	0	2	0	0	0	0
1700123I01Rik	10	6	4	6	2	12	6	8
1700123K08Rik	0	1	0	2	1	1	2	2
1700123L14Rik	0	0	1	0	0	0	0	0
1700123O20Rik	451	531	425	471	505	470	469	474
1700125H20Rik	1	1	1	0	0	0	1	2
1700128F08Rik	254	251	136	195	249	256	206	208
1700129C05Rik	2	2	2	1	4	1	1	2
1810009A15Rik	61	83	59	87	85	108	97	61
1810009J06Rik	0	0	0	0	0	0	0	0
1810010H24Rik	61	64	67	87	92	53	69	68
1810011H11Rik	215	310	185	191	281	211	179	253
1810011O10Rik	367	287	356	420	380	413	477	443
1810013L24Rik	2542	2558	2000	2496	2491	2591	2600	2183
1810018F18Rik	0	4	4	2	0	4	1	5
1810022K09Rik	343	347	281	338	333	423	337	309
1810024B03Rik	45	66	32	27	46	30	36	28
1810026J23Rik	1003	1177	993	1081	1150	1164	1139	1012
1810030O07Rik	1253	1363	1028	1140	1191	1341	1295	1167
1810032O08Rik	118	141	101	102	112	126	114	106
1810037I17Rik	400	448	371	385	395	353	420	347
1810041L15Rik	24	16	8	24	29	31	14	11
1810043G02Rik	581	598	521	561	646	643	587	641
1810043H04Rik	111	121	109	113	137	132	158	130
1810046K07Rik	12	9	3	3	4	4	7	4
1810049J17Rik	17	26	17	23	30	36	26	8
1810055G02Rik	241	247	248	250	249	283	326	279
1810062G17Rik	21	27	30	23	36	11	18	23
1810065E05Rik	0	0	0	0	0	0	0	0
2010001K21Rik	1	12	3	1	12	2	10	7
2010003K11Rik	74	62	87	88	111	66	107	97
2010005H15Rik	0	2	2	4	2	0	0	4
2010010A06Rik	0	1	0	0	4	5	0	3
2010106E10Rik	0	0	0	0	0	0	0	0
2010107E04Rik	198	226	220	245	233	231	268	192
2010107G12Rik	59	53	20	45	46	36	64	23
2010107G23Rik	64	59	58	45	62	45	76	43
2010109A12Rik	15	8	12	9	8	13	7	0
2010109I03Rik	357	432	235	352	413	442	300	364
2010111I01Rik	1801	2232	1279	1772	1441	1992	2103	1683
2010300C02Rik	59	104	58	72	69	94	114	57
2010315B03Rik	482	498	297	454	419	432	395	374
2200002D01Rik	47	41	44	38	56	44	73	47
2200002J24Rik	0	0	0	0	0	0	0	0
2210010C04Rik	12	11	6	1	4	1	4	9
2210011C24Rik	33	33	22	39	26	35	33	19
2210013O21Rik	296	363	266	279	355	269	314	306
2210016F16Rik	1153	1090	1086	1285	1213	1142	1349	1167
2210016L21Rik	316	363	258	318	373	368	346	347
2210017I01Rik	5	2	1	3	1	4	7	3
2210404O09Rik	306	275	220	317	272	262	254	246
2210407C18Rik	0	0	0	0	0	0	0	0
2210408I21Rik	308	296	277	369	366	264	297	298
2210409E12Rik	0	0	0	0	0	0	0	0
2210418O10Rik	572	582	431	573	659	580	565	482
2300002M23Rik	0	0	0	0	1	0	2	0
2300003K06Rik	0	0	0	0	0	0	0	0
2300009A05Rik	136	161	87	118	123	141	132	149
2310002L09Rik	0	0	0	2	0	0	1	1
2310003L06Rik	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0
2310009B15Rik	75	74	72	73	76	67	64	62
2310011J03Rik	435	480	454	472	522	506	456	487
2310022A10Rik	1095	1299	943	1130	1177	1254	1123	1090
2310022B05Rik	1962	1714	1422	1893	1678	1999	2343	1959
2310030G06Rik	22	9	11	20	21	18	20	22
2310033P09Rik	155	179	142	143	169	161	164	131
2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	18	12	16	17	17	17	19	13
2310035C23Rik	2332	2617	1904	2268	2454	2529	2306	2278
2310036O22Rik	609	711	569	590	601	694	599	605
2310039H08Rik	111	79	108	137	141	121	114	118
2310046K23Rik	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0
2310057J18Rik	0	2	1	2	2	0	1	1
2310057M21Rik	689	629	530	575	662	755	737	649
2310057N15Rik	5	2	3	1	3	5	3	2
2310061I04Rik	154	190	123	174	224	173	195	166
2310061N02Rik	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0
2410002F23Rik	785	746	616	698	677	870	703	755
2410004B18Rik	195	274	158	210	247	224	226	184
2410004P03Rik	105	118	62	89	89	122	120	66
2410015M20Rik	409	402	395	468	523	446	498	442
2410016O06Rik	206	247	191	213	184	232	217	179
2410024N13Rik	5	14	10	9	16	10	8	13
2410089E03Rik	1842	1883	1398	1716	1888	1744	1843	1508
2410131K14Rik	649	663	631	762	766	676	815	649
2410137M14Rik	0	0	0	0	0	2	1	0
2410141K09Rik	20	15	9	8	17	18	10	20
2510002D24Rik	249	277	196	230	280	304	243	196
2510009E07Rik	1608	1871	1282	1737	1713	1640	1860	1727
2510039O18Rik	2261	2501	1983	2342	2466	2608	2542	2357
2610001J05Rik	692	832	639	757	734	721	847	685
2610002M06Rik	944	938	625	836	1035	882	770	784
2610005L07Rik	1043	1016	665	790	947	993	949	866
2610008E11Rik	763	708	524	729	787	725	684	646
2610020H08Rik	317	288	276	246	335	368	317	297
2610021A01Rik	425	339	256	295	304	416	382	283
2610024D14Rik	65	80	45	57	55	67	30	55
2610028H24Rik	2	0	0	1	0	0	0	0
2610042L04Rik	0	3	5	0	12	5	0	5
2610044O15Rik8	861	828	645	798	757	783	708	772
2610301B20Rik	364	398	327	362	365	366	407	388
2610305D13Rik	363	336	271	321	411	334	315	365
2610318N02Rik	8	5	5	4	7	9	8	8
2610507B11Rik	14898	15672	13141	16215	15201	15452	16496	13943
2610524H06Rik	183	210	139	171	167	191	166	150
2610528A11Rik	3	3	2	2	3	1	1	3
2610528J11Rik	0	0	0	0	2	0	0	0
2700029M09Rik	419	441	294	405	417	491	390	399
2700049A03Rik	417	418	309	372	393	419	401	330
2700060E02Rik	1078	1087	914	1056	1179	1026	1113	1000
2700062C07Rik	176	174	145	178	204	184	192	172
2700081O15Rik	776	704	639	804	893	741	745	686
2700094K13Rik	171	159	147	170	187	136	147	148
2700097O09Rik	306	306	224	304	315	286	256	259
2700099C18Rik	55	49	28	45	39	53	37	47
2810004N23Rik	306	338	266	315	361	316	312	283
2810006K23Rik	320	326	313	289	320	353	345	284
2810021J22Rik	231	246	184	200	222	248	220	175
2810025M15Rik	145	159	111	178	143	141	169	145
2810039B14Rik	249	239	143	210	170	252	190	192
2810047C21Rik1	27	33	11	22	36	20	27	8
2810403A07Rik	1797	1865	1324	1479	1789	2017	1608	1629
2810408A11Rik	8	12	9	9	15	18	22	26
2810417H13Rik	445	463	350	364	331	465	377	366
2810428I15Rik	266	286	249	302	357	273	329	309
2810459M11Rik	10	8	9	10	20	5	3	8
2810474O19Rik	4340	4572	2816	3597	4589	4337	3928	3656
2900011O08Rik	0	0	0	0	0	1	0	0
2900026A02Rik	1991	1695	1682	1824	2067	1885	2087	2036
2900055J20Rik	1	0	0	0	3	0	1	1
2900092C05Rik	0	0	0	0	0	0	0	0
3000002C10Rik	91	111	57	82	88	136	88	83
3010026O09Rik	34	26	24	23	33	36	25	36
3100002H09Rik	5	3	3	5	1	3	4	4
3110001I22Rik	168	178	147	140	147	179	154	147
3110002H16Rik	1331	1308	1140	1295	1405	1365	1385	1250
3110009E18Rik	159	154	96	129	122	153	121	147
3110018I06Rik	0	2	2	0	0	0	0	1
3110021N24Rik	5	9	8	19	13	14	6	10
3110035E14Rik	96	90	52	111	65	108	131	101
3110040N11Rik	132	160	117	148	145	148	155	150
3110043O21Rik	2702	2366	2711	3006	2905	2961	3390	2556
3110052M02Rik	207	195	137	203	204	217	180	183
3110053B16Rik	106	126	89	93	128	131	125	133
3110062M04Rik	572	572	528	521	842	747	512	533
3110067C02Rik	41	36	23	27	34	45	40	17
3110070M22Rik	14	13	10	17	12	9	18	14
3110079O15Rik	0	0	0	0	0	0	0	0
3110082I17Rik	105	153	86	102	108	143	103	142
3110082J24Rik	0	0	0	0	0	0	0	0
3300002I08Rik	150	125	119	163	152	150	145	144
3425401B19Rik	24	9	20	24	19	18	32	26
3632451O06Rik	192	166	142	210	179	185	220	186
3830403N18Rik	15	17	12	11	3	7	17	2
3830406C13Rik	625	614	520	640	708	672	670	557
3830408C21Rik	12	8	2	10	16	14	10	8
3830417A13Rik	4	1	0	4	8	2	1	1
4430402I18Rik	81	53	73	90	94	56	86	64
4833418N17Rik	4	1	2	2	3	1	5	4
4833420G17Rik	909	1013	705	952	941	1013	819	815
4833423E24Rik	0	0	0	0	0	0	0	0
4833427G06Rik	0	2	0	0	0	1	0	0
4833439L19Rik	2182	2149	1934	2191	2666	2276	2500	2098
4921501E09Rik	0	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0	0
4921507P07Rik	30	33	31	32	35	36	24	21
4921508M14Rik	1	1	0	5	5	2	5	0
4921509C19Rik	1	3	0	3	0	4	2	1
4921511C20Rik	0	0	0	0	0	0	0	0
4921511H03Rik	0	1	0	0	2	3	1	4
4921511M17Rik	0	0	0	0	0	0	0	0
4921513D11Rik	24	24	8	11	20	19	18	20
4921513I03Rik	46	30	14	27	32	39	44	21
4921517D22Rik	3	5	1	2	1	1	1	2
4921524J17Rik	179	148	128	200	171	168	157	141
4921524L21Rik	0	0	0	0	0	0	0	0
4921528I07Rik	11	4	3	6	5	4	12	5
4921530L21Rik	0	0	0	0	0	0	0	0
4921536K21Rik	22	18	14	14	38	17	21	24
4921539E11Rik	0	0	2	1	4	1	0	0
4922502D21Rik	0	0	0	0	0	0	0	0
4930402F06Rik	1	0	1	0	0	0	0	0
4930402H24Rik	7275	5917	6348	7402	7452	6625	8094	6412
4930402K13Rik	0	0	0	0	0	0	0	0
4930404H24Rik	1	7	4	11	13	10	2	7
4930404N11Rik	302	324	261	234	340	378	261	302
4930407I10Rik	0	0	0	0	0	1	0	0
4930408O17Rik	0	1	0	0	0	0	1	0
4930412O13Rik	0	1	0	0	0	0	0	0
4930415F15Rik	12	13	7	9	9	9	7	8
4930415H17Rik	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	6	6	3	6	9	4	3	10
4930421P07Rik	0	0	0	0	0	0	0	0
4930426L09Rik	8	12	12	19	17	11	10	21
4930427A07Rik	113	106	88	111	100	137	92	102
4930430A15Rik	4	0	1	3	0	2	3	3
4930430F08Rik	167	173	110	188	181	133	173	112
4930431P19Rik	81	95	79	87	85	75	71	67
4930432E11Rik	0	1	0	0	0	0	1	0
4930432K21Rik	36	35	22	32	20	41	38	43
4930432M17Rik	0	0	0	1	0	0	0	0
4930433I11Rik	0	0	0	0	1	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0
4930438A08Rik	5	4	2	1	3	2	1	6
4930442H23Rik	25	10	16	23	21	30	15	19
4930444G20Rik	0	1	0	1	0	0	1	4
4930444P10Rik	21	38	31	41	43	51	30	39
4930447A16Rik	9	2	1	5	3	2	0	1
4930447C04Rik	12	1	2	4	9	4	7	7
4930447F04Rik	0	0	0	1	0	0	0	0
4930448K20Rik	4	3	2	3	0	1	2	0
4930449A18Rik	6	2	3	3	6	5	12	19
4930449I24Rik	0	0	0	0	0	0	0	0
4930451G09Rik	20	10	14	20	16	29	13	20
4930451I11Rik	0	0	0	0	0	0	0	0
4930452B06Rik	2	3	0	0	1	2	2	1
4930453N24Rik	891	878	724	838	908	844	878	726
4930455H04Rik	1	1	1	0	0	0	0	1
4930465K10Rik	10	14	6	17	8	8	5	4
4930467E23Rik	0	0	0	0	0	0	0	0
4930469B13Rik	0	1	0	3	0	1	0	2
4930470P17Rik	0	0	0	0	0	1	0	0
4930474N05Rik	1	0	1	3	2	2	0	1
4930480E11Rik	0	0	0	0	0	0	0	0
4930486L24Rik	57	41	31	27	53	55	52	36
4930488N24Rik	0	0	0	0	0	0	0	0
4930502E18Rik	62	32	78	50	70	36	60	38
4930503B20Rik	0	2	2	1	1	1	2	0
4930503E14Rik	0	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0	0
4930503L19Rik	389	509	372	415	490	491	408	377
4930504O13Rik	0	0	0	0	0	0	0	0
4930505A04Rik	11	5	10	10	11	5	4	10
4930507D05Rik	24	12	8	11	11	11	12	22
4930512M02Rik	163	165	96	140	118	155	123	150
4930513O06Rik	0	0	0	0	0	0	0	0
4930515G13Rik	0	0	1	0	1	2	0	0
4930515G16Rik	0	2	0	1	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0	0
4930518I15Rik	74	75	36	49	75	80	67	71
4930519F09Rik	0	0	1	0	0	2	0	0
4930519F16Rik	0	16	0	0	8	7	4	2
4930519G04Rik	28	42	10	16	23	17	8	27
4930519P11Rik	0	1	0	0	2	0	0	0
4930522H14Rik	0	0	0	0	0	0	0	0
4930522L14Rik	330	331	218	287	260	260	249	253
4930523C07Rik	2032	1599	1246	1578	1707	1824	1834	1587
4930524B15Rik	0	1	2	0	1	1	0	2
4930524J08Rik	2	1	3	10	7	4	4	3
4930524N10Rik	0	0	0	0	0	0	0	0
4930526A20Rik	37	58	26	43	49	52	32	41
4930529C04Rik	5	3	3	0	1	2	5	2
4930533K18Rik	9	12	4	7	7	20	14	17
4930533O14Rik	1367	1676	1352	1522	1471	1607	1523	1453
4930535I16Rik	6	8	5	4	9	6	5	4
4930538K18Rik	8	4	6	2	5	5	3	7
4930539E08Rik	161	168	107	181	161	164	139	152
4930544D05Rik	4	1	0	1	4	1	2	3
4930544G11Rik	1	0	1	0	0	0	0	0
4930546C10Rik	0	0	1	0	0	0	0	0
4930548H24Rik	83	72	46	61	62	92	57	64
4930549C01Rik	0	0	0	0	0	0	0	0
4930550C14Rik	16	8	6	12	11	16	19	15
4930550L24Rik	1	5	4	2	2	0	0	2
4930553M12Rik	0	0	0	0	0	0	0	0
4930555G01Rik	0	0	1	0	4	2	0	0
4930555K19Rik	0	0	0	0	0	0	0	0
4930556J24Rik	7	4	5	3	8	3	6	1
4930557A04Rik	0	0	0	0	0	0	0	1
4930558C23Rik	0	0	0	0	0	0	0	0
4930558K02Rik	0	2	1	1	1	6	1	1
4930562C15Rik	59	55	36	70	71	68	49	51
4930563D23Rik	1	3	6	6	1	2	0	2
4930563I02Rik	7	3	1	1	6	2	4	1
4930563M21Rik	2	2	0	0	4	2	2	0
4930564D02Rik	1	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0	0	0
4930568D16Rik	1	0	0	0	1	0	0	0
4930572O03Rik	0	0	0	0	0	0	0	0
4930578C19Rik	241	181	189	235	222	210	247	258
4930578G10Rik	67	58	53	67	77	65	68	58
4930578I06Rik	0	0	0	0	1	1	1	1
4930579F01Rik	0	0	0	0	0	0	0	0
4930579G24Rik	109	116	103	115	102	102	116	127
4930583I09Rik	1	0	0	0	0	0	0	1
4930590J08Rik	121	118	70	80	103	120	119	101
4930595D18Rik	4	5	6	3	11	16	9	5
4930595M18Rik	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0	0	0
4931406B18Rik	16	13	8	14	15	14	7	15
4931406C07Rik	3971	3298	3573	4423	3895	3677	3969	4293
4931406P16Rik	3288	2845	2603	2778	3627	2865	3358	2979
4931408C20Rik	1	0	0	0	0	3	0	0
4931409K22Rik	0	0	0	0	0	0	0	0
4931414P19Rik	109	124	123	121	118	126	128	117
4931417E11Rik	0	0	0	0	0	0	0	0
4931422A03Rik	55	76	54	65	69	68	54	58
4931423N10Rik	0	1	0	0	0	0	1	2
4931428F04Rik	90	143	78	108	116	134	122	79
4931428L18Rik	28	20	15	17	11	15	19	18
4931429L15Rik	13	21	5	22	20	17	18	16
4931431F19Rik	0	0	0	0	0	0	0	0
4931440F15Rik	92	84	63	36	81	61	78	63
4931440P22Rik	125	157	79	110	167	155	113	120
4932411E22Rik	0	0	0	0	2	0	0	0
4932411N23Rik	14	18	9	12	9	18	18	8
4932414N04Rik	136	113	86	108	116	145	134	124
4932415D10Rik	0	1	0	0	0	0	0	0
4932416K20Rik	2	0	0	2	1	7	2	8
4932429P05Rik	0	0	0	0	0	0	0	0
4932431P20Rik	1	1	2	0	1	0	2	3
4932438A13Rik	9994	9712	7084	9093	9279	10299	9240	8159
4932438H23Rik	80	80	72	119	134	131	92	101
4932443I19Rik	54	68	23	41	49	64	54	46
4933400A11Rik	46	52	34	59	56	41	51	40
4933401B06Rik	0	0	0	0	0	0	0	0
4933402D24Rik	7	5	6	4	17	6	2	14
4933402E13Rik	0	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0
4933402N03Rik	1	3	2	2	2	3	4	4
4933402N22Rik	0	0	0	0	0	0	0	0
4933402P03Rik	1	0	2	2	0	1	0	0
4933403O08Rik	0	0	0	0	0	0	0	0
4933405L10Rik	4	1	2	0	0	1	0	3
4933405O20Rik	1	0	0	1	0	0	0	0
4933406J08Rik	0	0	0	0	0	0	0	1
4933406M09Rik	17	33	12	22	25	31	27	21
4933406P04Rik	14	35	29	24	23	26	27	22
4933407L21Rik	8	9	4	8	16	15	8	11
4933408B17Rik	20	13	16	19	18	22	17	15
4933408J17Rik	0	1	2	4	2	0	1	1
4933409G03Rik	0	0	0	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0	0	0
4933411K16Rik	26	37	19	11	25	15	19	19
4933412A08Rik	11	8	3	5	8	8	11	6
4933412E24Rik	0	0	0	0	0	0	0	0
4933413G19Rik	2	3	3	1	1	0	2	3
4933414I15Rik	0	0	0	0	0	0	0	0
4933415A04Rik	6	5	4	7	6	7	2	6
4933415F23Rik	0	0	0	1	1	2	1	0
4933416C03Rik	0	0	0	0	0	0	0	0
4933416E14Rik	0	0	0	0	0	0	0	0
4933416I08Rik	1	0	0	0	0	1	0	0
4933417A18Rik	0	0	2	0	3	0	2	0
4933417G07Rik	11	5	5	8	5	4	5	8
4933421I07Rik	0	0	0	0	1	2	1	0
4933424G06Rik	4	4	2	1	2	0	3	1
4933425L06Rik	4	1	0	3	1	1	2	7
4933427D14Rik	385	390	287	344	419	406	403	349
4933427G17Rik	85	32	62	64	87	86	82	68
4933427G23Rik	7	13	5	11	7	14	3	10
