	GSM3456189	GSM3456190	GSM3456191	GSM3456192	GSM3456193	GSM3456194
ADAM10	876	733	1223	1150	1847	1991
ADAM11	12	4	11	6	13	11
ADAM12	206	144	246	340	506	580
ADAM15	1285	713	1455	1130	1839	2183
ADAM17	397	301	560	539	851	914
ADAM18	0	0	0	0	4	0
ADAM19	11	11	11	9	25	32
ADAM1A	0	0	0	0	0	0
ADAM1B	9	2	5	1	6	8
ADAM2	0	0	0	0	0	0
ADAM20	1	0	1	1	1	2
ADAM20P1	0	0	1	0	3	1
ADAM20P2	0	0	0	0	0	0
ADAM20P3	2	4	1	3	4	6
ADAM21	7	2	4	6	10	15
ADAM21P1	0	0	0	0	1	1
ADAM22	12	15	25	11	28	41
ADAM23	110	101	145	171	251	307
ADAM24P	0	0	0	0	0	0
ADAM28	19	13	11	12	21	9
ADAM29	0	3	1	0	0	2
ADAM30	0	0	0	0	0	0
ADAM32	30	27	41	34	109	65
ADAM33	1	0	0	2	0	2
ADAM3A	0	3	0	1	0	0
ADAM3B	0	0	0	0	0	0
ADAM5	2	0	0	0	0	0
ADAM6	0	0	0	0	0	0
ADAM7	1	1	2	0	2	1
ADAM7-AS1	1	0	0	2	1	1
ADAM7-AS2	0	0	0	0	0	1
ADAM8	72	30	64	35	43	60
ADAM9	1703	1292	2393	2191	4041	4177
ADAMDEC1	3	4	5	2	1	10
ADAMTS1	11	5	13	11	16	25
ADAMTS10	144	95	212	47	92	169
ADAMTS12	146	105	171	194	330	336
ADAMTS13	117	43	98	53	61	127
ADAMTS14	0	0	0	0	1	0
ADAMTS15	74	59	100	83	168	150
ADAMTS16	6	4	15	10	24	17
ADAMTS16-DT	5	0	3	1	7	2
ADAMTS17	14	16	21	22	39	41
ADAMTS18	0	0	1	0	0	0
ADAMTS19	0	0	1	0	0	1
ADAMTS19-AS1	0	0	0	1	0	1
ADAMTS2	669	426	627	518	824	912
ADAMTS20	42	30	47	38	50	63
ADAMTS3	29	27	46	31	53	55
ADAMTS4	7	0	9	7	11	7
ADAMTS5	55	42	63	55	96	98
ADAMTS6	11	11	10	7	24	19
ADAMTS7	793	396	851	566	861	1133
ADAMTS7P1	81	46	92	50	76	110
ADAMTS7P3	4	2	4	3	6	10
ADAMTS7P4	12	5	15	8	11	4
ADAMTS8	5	4	1	4	2	2
ADAMTS9	667	495	745	1608	2730	2755
ADAMTS9-AS1	15	7	20	64	86	79
ADAMTS9-AS2	12	2	8	4	10	14
ADAMTSL1	3	4	6	5	14	7
ADAMTSL2	4	0	0	2	1	3
ADAMTSL3	81	52	138	106	164	165
ADAMTSL4	1250	590	1209	672	930	1373
ADAMTSL4-AS1	4	7	3	7	13	0
ADAMTSL4-AS2	7	3	7	4	7	4
ADAMTSL5	214	109	250	131	207	303
ADAP1	6	2	10	2	12	20
ADAP2	11	9	18	21	16	32
ADAR	2781	1893	3170	2732	4699	5044
ADARB1	602	402	784	510	796	927
ADARB2	38	34	66	30	69	74
ADARB2-AS1	6	6	4	2	6	10
ADAT1	416	258	484	401	634	728
ADAT2	89	53	120	87	105	174
ADAT3	54	19	48	30	49	68
ADCK1	101	63	106	103	143	126
ADCK2	235	123	244	207	350	357
ADCK5	96	50	118	58	80	98
ADCY1	1	1	2	1	1	2
ADCY10	4	2	6	0	6	1
ADCY10P1	7	6	11	10	12	31
ADCY2	32	42	74	45	72	89
ADCY3	105	78	123	100	163	147
ADCY4	0	2	2	0	4	2
ADCY5	3	3	11	0	5	2
ADCY6	441	270	520	324	571	652
ADCY6-DT	5	0	4	1	1	0
ADCY7	112	71	90	75	109	147
ADCY8	591	396	673	495	787	782
ADCY9	977	565	1020	726	1219	1348
ADCYAP1	10	4	6	6	17	8
ADCYAP1R1	0	0	0	0	0	0
ADD1	1843	1283	2233	1553	2654	2846
ADD2	116	77	149	95	187	223
ADD3	711	621	1156	882	1356	1694
ADD3-AS1	3	6	10	8	14	8
ADGB	3	1	4	2	5	0
ADGB-DT	0	0	0	0	0	0
ADGRA1	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0
ADGRA2	109	56	96	63	135	132
ADGRA3	771	498	951	601	1079	1209
ADGRA3P1	1	2	2	0	6	2
ADGRB1	0	0	0	0	0	0
ADGRB2	246	127	267	393	572	683
ADGRB3	24	21	29	22	42	45
ADGRB3-DT	0	6	2	3	9	2
ADGRD1	418	263	487	380	594	712
ADGRD1-AS1	63	51	59	66	73	134
ADGRD2	3	0	2	1	3	1
ADGRE1	12	14	19	24	43	41
ADGRE2	25	15	31	30	44	45
ADGRE3	0	0	1	1	1	2
ADGRE4P	10	2	4	3	12	2
ADGRE5	1230	837	1411	1058	1780	2066
ADGRF1	7	8	4	10	10	7
ADGRF2	0	0	0	0	0	0
ADGRF3	0	5	13	3	8	8
ADGRF4	26	34	38	52	70	77
ADGRF5	132	125	261	154	286	283
ADGRF5-AS1	0	0	0	0	0	0
ADGRF5P1	0	0	2	4	2	1
ADGRF5P2	0	0	0	0	0	0
ADGRG1	52	26	65	67	107	124
ADGRG2	490	344	645	541	929	988
ADGRG3	0	1	0	0	1	0
ADGRG4	0	0	1	1	3	2
ADGRG5	0	0	0	0	0	0
ADGRG6	960	729	1209	911	1454	1711
ADGRG7	13	10	30	22	38	48
ADGRL1	457	282	501	377	621	769
ADGRL1-AS1	10	14	28	13	23	28
ADGRL2	798	632	1045	845	1464	1505
ADGRL3	147	108	180	129	230	224
ADGRL3-AS1	1	0	0	0	0	0
ADGRL4	0	0	0	0	1	0
ADGRV1	82	53	72	60	81	117
ADH1A	457	263	663	158	298	356
ADH1B	6683	4270	9999	2258	4047	4843
ADH1C	398	249	558	88	174	189
ADH4	1189	746	1724	320	666	674
ADH5	1801	1291	2322	1821	3116	3158
ADH5P2	0	0	0	0	0	0
ADH5P3	0	0	0	0	0	0
ADH5P4	0	0	0	2	2	0
ADH5P5	0	0	0	0	0	0
ADH6	744	465	979	373	615	720
ADH7	0	0	1	0	0	0
ADHFE1	492	353	652	252	396	593
ADI1	1731	1142	2207	1313	2137	2406
ADI1P1	0	0	0	0	0	0
ADI1P2	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0
ADIG	0	0	0	0	1	0
ADIPOQ	8	3	6	9	3	8
ADIPOQ-AS1	0	1	0	0	12	5
ADIPOR1	1254	867	1432	1119	1895	2100
ADIPOR1P1	0	0	0	0	0	0
ADIPOR1P2	0	0	1	0	0	1
ADIPOR2	512	310	524	496	774	874
ADIRF	0	0	0	0	0	0
ADIRF-AS1	3	3	2	1	0	0
ADK	408	303	556	404	631	752
ADM	615	361	768	416	642	821
ADM-DT	2	1	2	4	7	4
ADM2	13	7	20	18	37	33
ADM5	26	7	25	13	18	23
ADNP	629	547	912	764	1306	1363
ADNP-AS1	3	4	7	8	14	15
ADNP2	363	232	389	324	599	560
ADO	319	204	389	291	484	582
ADORA1	51	37	79	43	62	62
ADORA2A	87	40	102	45	65	95
ADORA2A-AS1	252	144	301	133	256	293
ADORA2B	40	28	60	55	64	86
ADORA2BP1	2	1	1	0	0	1
ADORA3	0	0	0	0	0	0
ADPGK	323	227	429	362	571	648
ADPGK-AS1	3	2	4	3	7	7
ADPRH	0	0	1	0	0	3
ADPRHL1	53	56	80	60	97	111
ADPRM	52	37	62	51	66	76
ADPRS	121	94	168	121	186	242
ADRA1A	851	615	1062	915	1547	1550
ADRA1B	4	5	15	7	13	23
ADRA1D	5	0	0	0	3	2
ADRA2A	0	0	0	0	0	0
ADRA2B	1	0	0	1	0	0
ADRA2C	1	0	1	0	1	1
ADRB1	12	10	13	8	13	12
ADRB2	101	69	135	75	152	153
ADRB3	0	0	0	0	0	0
ADRM1	1006	554	1132	749	1366	1557
ADSL	620	378	709	629	1039	1014
ADSS1	230	140	291	132	201	253
ADSS2	292	194	391	333	574	604
ADTRP	25	13	20	21	28	40
AEBP1	1	0	0	0	0	2
AEBP2	129	80	136	118	177	217
AEN	666	378	680	575	940	1124
AFAP1	168	141	206	195	380	390
AFAP1-AS1	16	4	10	0	5	4
AFAP1L1	196	132	234	197	314	375
AFAP1L2	46	30	46	14	39	39
AFDN	861	670	1189	994	1656	1584
AFDN-DT	9	2	5	2	4	2
AFF1	885	738	1180	957	1713	1739
AFF2	470	372	674	499	912	919
AFF2-IT1	0	0	0	0	1	0
AFF3	109	96	175	152	224	254
AFF4	953	874	1351	1251	2011	2017
AFF4-DT	0	0	0	0	0	0
AFG1L	53	44	86	66	104	118
AFG3L1P	154	108	207	123	146	226
AFG3L2	1032	660	1277	979	1809	1796
AFG3L2P1	0	0	0	0	0	0
AFM	1127	808	1734	480	745	927
AFMID	439	269	530	273	471	542
AFP	32	25	35	16	22	38
AFTPH	368	244	454	347	606	675
AFTPH-DT	8	9	15	10	17	11
AGA	237	170	312	238	426	461
AGA-DT	4	4	13	8	12	7
AGAP1	504	356	568	587	894	916
AGAP1-IT1	0	0	1	0	1	0
AGAP10P	0	2	2	0	0	9
AGAP11	0	0	0	0	0	0
AGAP12P	6	0	6	4	10	14
AGAP13P	35	15	47	6	27	35
AGAP14P	5	4	4	8	4	4
AGAP2	2	0	6	1	5	2
AGAP2-AS1	7	0	0	2	3	3
AGAP3	778	390	790	466	796	967
AGAP4	58	40	72	53	96	100
AGAP5	66	14	45	35	91	73
AGAP6	124	72	130	72	162	150
AGAP7P	0	0	2	0	0	0
AGAP9	71	37	83	43	94	97
AGBL1	0	1	1	2	1	0
AGBL1-AS1	0	0	0	1	2	0
AGBL2	18	30	38	14	24	50
AGBL3	16	4	19	11	36	22
AGBL4	0	0	0	0	1	2
AGBL4-AS1	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
AGBL5	284	202	325	259	466	521
AGBL5-AS1	2	2	4	2	1	2
AGBL5-IT1	1	1	2	1	3	1
AGER	44	18	59	36	32	67
AGFG1	779	614	1032	942	1644	1642
AGFG2	720	398	841	493	722	974
AGGF1	441	323	609	421	778	921
AGGF1P1	0	0	1	5	1	6
AGGF1P10	0	1	1	0	4	1
AGGF1P2	0	0	0	0	0	2
AGGF1P3	0	0	0	0	1	0
AGGF1P4	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0
AGGF1P8	0	0	2	1	0	0
AGGF1P9	0	0	0	0	0	0
AGK	251	155	303	247	451	465
AGK-DT	2	0	2	2	1	1
AGKP1	0	0	0	0	0	0
AGKP2	0	0	0	0	0	0
AGL	543	444	827	503	852	835
AGMAT	296	147	335	202	362	327
AGMO	207	156	264	132	241	257
AGO1	402	277	553	458	779	746
AGO2	440	387	600	540	1020	820
AGO3	219	182	350	314	603	401
AGO4	148	103	208	158	279	285
AGPAT1	819	411	822	486	813	998
AGPAT2	648	363	719	483	875	1026
AGPAT3	1066	713	1190	995	1523	1817
AGPAT4	64	53	100	84	115	159
AGPAT5	292	196	380	334	574	600
AGPAT5P1	0	0	0	0	0	0
AGPS	770	563	1022	922	1565	1638
AGR2	41	43	48	60	78	94
AGR3	0	0	0	0	0	0
AGRN	6409	3343	6823	5025	8002	9607
AGRP	2	0	0	1	0	1
AGT	6261	3482	6806	3845	6366	7155
AGTPBP1	142	129	251	197	362	382
AGTR1	55	58	104	55	116	135
AGTR2	0	0	0	0	0	0
AGTRAP	380	234	389	324	629	655
AGXT	945	415	1033	341	433	682
AGXT2	78	58	122	38	83	57
AHCTF1	678	479	917	840	1428	1411
AHCTF1P1	6	6	11	6	9	12
AHCY	1850	1140	1939	1509	2619	2866
AHCYL1	2101	1508	2735	2198	3805	4009
AHCYL2	457	305	588	389	682	741
AHCYP2	0	0	0	1	1	3
AHCYP3	0	0	0	0	0	0
AHCYP4	0	0	0	0	0	0
AHCYP5	0	0	0	0	0	0
AHCYP7	0	0	0	0	0	0
AHCYP8	4	0	0	0	1	1
AHDC1	579	325	652	428	657	796
AHI1	108	81	150	120	187	220
AHI1-DT	5	11	18	20	22	24
AHNAK	8757	7849	14124	10943	21836	14229
AHNAK2	987	735	1375	1318	2149	1955
AHR	1097	908	1568	1305	2202	2293
AHRR	610	360	724	401	525	763
AHSA1	769	529	916	677	1231	1324
AHSA2P	619	384	825	417	525	927
AHSG	578	353	752	218	374	366
AHSP	0	0	0	0	0	0
AICDA	2	1	3	0	3	2
AIDA	453	361	666	644	1100	1155
AIDAP1	0	0	0	0	0	0
AIDAP2	0	1	1	2	1	2
AIDAP3	0	0	0	0	0	0
AIF1	0	0	0	0	0	0
AIF1L	2	4	5	0	8	6
AIFM1	896	652	1103	843	1532	1465
AIFM1P1	0	0	0	0	0	1
AIFM2	432	250	464	374	617	678
AIFM3	2	0	3	0	2	1
AIG1	593	394	712	610	957	1040
AIG1P1	0	0	0	0	0	0
AIM2	3	0	0	2	3	1
AIMP1	511	393	775	582	991	1179
AIMP1P1	0	0	0	0	0	0
AIMP1P2	0	0	0	0	0	0
AIMP2	403	250	399	278	583	572
AIP	348	305	469	317	529	640
AIPL1	0	2	2	1	3	1
AIRE	0	0	1	1	0	1
AIRN	0	0	0	0	0	0
AJAP1	0	0	0	0	2	0
AJM1	165	84	206	106	134	197
AJUBA	1287	817	1543	1227	2087	2191
AJUBA-DT	70	39	64	56	98	99
AK1	542	358	634	396	899	831
AK2	1517	913	1730	1246	2113	2259
AK2P2	0	0	1	0	0	0
AK3	1361	1025	1860	1652	2754	2985
AK3P2	0	0	0	0	0	0
AK3P3	4	0	1	2	5	3
AK3P4	0	0	0	0	0	0
AK3P5	0	0	1	0	3	0
AK4	822	626	1020	853	1539	1590
AK4P1	4	14	10	0	9	6
AK4P2	0	0	0	0	0	0
AK4P3	25	15	6	13	30	28
AK4P4	1	0	0	0	0	0
AK4P5	0	0	0	0	0	0
AK4P6	0	0	1	0	0	0
AK5	12	13	12	12	20	16
AK6	146	96	170	126	211	245
AK6P1	0	0	0	0	0	0
AK6P2	0	0	0	0	0	0
