	GSM4119264	GSM4119265	GSM4119266	GSM4119267	GSM4119268	GSM4119269	GSM4119270
Cdyl2	168	86	204	112	130	142	141
Ceacam-ps1	0	0	0	0	0	0	0
Ceacam1	472	219	756	282	440	429	290
Ceacam10	0	0	0	0	0	0	0
Ceacam11	0	0	0	0	0	0	0
Ceacam12	5	1	0	9	15	4	2
Ceacam13	0	0	0	0	0	0	0
Ceacam14	0	0	0	0	0	0	0
Ceacam15	0	0	0	0	0	0	0
Ceacam16	1	2	0	2	1	1	0
Ceacam18	0	0	4	6	0	2	1
Ceacam19	9	8	6	1	1	2	6
Ceacam2	19	14	29	14	18	4	3
Ceacam20	10	1	5	12	7	4	2
Ceacam3	9	8	7	7	4	3	4
Ceacam5	0	0	0	0	0	0	0
Ceacam9	0	0	0	0	0	0	0
Cebpa	7630	8688	9127	8121	11266	15354	7392
Cebpb	1456	2492	3127	1947	2880	4232	1339
Cebpd	71	148	215	85	135	111	89
Cebpe	2	0	1	0	0	0	0
Cebpg	2201	1904	3685	2261	2374	1858	2218
Cebpz	946	855	1353	642	920	553	479
Cebpzos	644	587	744	670	516	326	601
Cecr2	956	384	1229	1186	905	721	906
Cecr5	425	308	625	471	382	411	315
Cecr6	0	0	0	0	1	2	0
Cel	0	0	7	3	1	0	0
Cela1	64	24	39	39	17	21	44
Cela2a	1	0	0	1	1	4	0
Cela3a	0	1	0	3	0	1	3
Cela3b	0	7	0	8	1	1	2
Celf1	2355	1190	3305	1706	2089	1940	1530
Celf2	5514	2825	7976	4746	4432	3351	3841
Celf3	11	0	16	6	10	28	6
Celf4	14	20	33	23	16	6	16
Celf5	6	4	2	9	2	2	1
Celf6	0	0	0	1	0	0	0
Celsr1	3	10	17	6	22	11	22
Celsr2	211	74	301	235	276	292	211
Celsr3	62	36	238	182	80	114	274
Cemip	12	4	14	12	11	7	8
Cend1	18	10	34	27	35	51	46
Cenpa	432	142	295	288	207	229	321
Cenpb	2748	2588	4677	4267	4062	4261	3583
Cenpc1	254	173	322	216	263	188	248
Cenpe	13	11	9	13	12	7	14
Cenpf	10	16	11	23	10	10	6
Cenph	16	4	0	14	2	0	2
Cenpi	17	20	29	53	29	15	18
Cenpj	132	45	165	98	122	111	78
Cenpk	47	27	37	34	33	13	24
Cenpl	38	37	42	39	29	25	41
Cenpm	5	5	2	10	7	8	2
Cenpn	23	8	56	24	25	15	18
Cenpo	209	82	237	161	136	148	178
Cenpp	15	13	23	13	20	12	17
Cenpq	69	39	83	40	51	43	62
Cenpt	64	50	27	28	27	39	32
Cenpu	6	1	5	10	11	4	16
Cenpv	507	290	711	531	546	402	430
Cenpw	33	24	29	19	25	5	12
Cep104	1030	610	1714	1004	1014	1071	829
Cep112	49	40	53	34	30	30	22
Cep120	715	314	762	547	563	622	574
Cep126	72	53	102	110	92	81	100
Cep128	110	49	128	66	100	61	95
Cep131	103	50	91	114	134	193	112
Cep135	174	108	200	170	161	174	160
Cep152	94	52	178	149	99	83	80
Cep162	211	116	254	152	156	138	131
Cep164	162	53	192	121	156	175	179
Cep170	793	351	821	448	496	476	459
Cep170b	190	59	164	143	130	189	124
Cep19	219	198	269	155	125	148	235
Cep192	417	162	397	310	307	264	262
Cep250	511	225	593	514	432	573	494
Cep290	112	101	191	123	128	92	78
Cep295	429	173	338	215	314	286	248
Cep350	1506	526	2087	992	1187	1086	1019
Cep41	43	32	63	55	69	36	48
Cep44	162	135	221	154	194	145	178
Cep55	6	6	2	9	8	9	7
Cep57	483	198	551	386	364	238	306
Cep57l1	120	45	133	112	93	88	139
Cep63	706	633	943	626	616	514	551
Cep68	950	661	1576	1022	1028	798	831
Cep70	293	143	363	197	284	160	228
Cep72	88	16	61	48	31	64	28
Cep76	177	129	243	117	168	138	138
Cep78	120	97	111	104	115	80	143
Cep83	454	364	544	304	279	158	243
Cep85	523	108	259	801	744	517	539
Cep85l	261	145	240	179	177	183	246
Cep89	201	126	211	208	138	188	154
Cep95	275	193	471	345	272	216	284
Cep97	253	133	350	166	170	124	139
Cept1	597	493	1298	516	738	409	385
Cer1	1	6	8	7	6	1	0
Cercam	65	24	52	42	44	44	52
Cerk	173	103	358	218	181	201	154
Cerkl	379	321	499	318	286	232	270
Cers1	0	0	0	7	7	9	12
Cers2	4263	2713	5457	3389	3012	3040	3161
Cers3	2	4	1	3	3	4	9
Cers4	273	136	313	212	282	271	195
Cers5	575	367	787	523	637	461	462
Cers6	25	29	61	35	48	27	28
Ces1a	0	2	2	0	0	0	0
Ces1b	4	4	7	2	1	1	3
Ces1c	134	127	200	123	122	17	93
Ces1d	18445	10349	33006	20718	24408	20790	15912
Ces1e	13	10	27	11	8	3	22
Ces1f	928	259	1649	1264	1546	1211	1129
Ces1g	17	15	26	14	17	4	15
Ces1h	0	0	0	0	0	0	0
Ces2a	8	8	10	5	7	3	7
Ces2b	23	10	43	16	26	14	36
Ces2c	4	3	3	3	0	0	7
Ces2d-ps	0	0	0	0	1	0	0
Ces2e	31	36	31	15	25	2	27
Ces2f	0	0	0	0	0	0	0
Ces2g	40	21	75	36	60	36	29
Ces2h	0	0	0	0	0	0	0
Ces3a	85	96	109	65	95	8	64
Ces3b	9	13	19	12	14	3	9
Ces4a	0	0	1	0	0	0	0
Ces5a	1	1	0	0	0	0	0
Cetn1	0	0	0	0	0	0	0
Cetn2	459	532	561	434	343	246	361
Cetn3	1146	1408	1357	964	926	498	947
Cetn4	104	74	70	33	35	19	36
Cfap100	15	3	27	19	7	10	10
Cfap126	42	34	42	37	27	34	56
Cfap157	6	20	1	6	5	10	2
Cfap161	0	0	7	7	1	4	23
Cfap20	286	157	289	261	250	221	208
Cfap206	0	0	0	0	0	0	0
Cfap221	20	13	25	7	6	6	14
Cfap36	236	409	425	259	294	206	220
Cfap43	52	19	60	26	34	71	40
Cfap44	2	1	0	1	2	1	3
Cfap45	81	33	95	88	73	48	104
Cfap46	53	8	22	12	15	43	9
Cfap52	12	2	6	6	5	0	6
Cfap53	7	9	28	13	17	15	17
Cfap54	235	322	371	115	155	89	210
Cfap57	0	3	0	0	0	0	0
Cfap58	0	0	0	0	0	0	0
Cfap61	6	6	19	9	3	3	12
Cfap69	42	11	12	33	21	54	38
Cfap70	1	1	3	2	4	6	1
Cfap73	0	0	1	0	2	0	0
Cfap74	73	25	102	73	57	58	69
Cfap77	4	1	3	2	9	0	0
Cfap97	536	248	575	426	455	284	361
Cfap99	4	0	2	0	0	1	2
Cfb	221	122	393	159	240	100	226
Cfc1	0	0	0	0	0	0	0
Cfd	21386	20094	38918	30415	34615	14752	29410
Cfdp1	788	944	1198	783	852	569	737
Cfh	209	143	295	194	210	135	151
Cfhr1	11	5	7	6	5	0	4
Cfhr2	27	32	36	14	40	0	22
Cfhr3	0	0	1	0	0	0	0
Cfi	58	49	86	38	64	10	44
Cfl1	3019	1728	4693	2783	3217	3178	2970
Cfl2	3659	2201	3947	2736	2480	1749	2784
Cflar	2220	1276	4062	1903	2035	1581	2006
Cfp	114	63	115	78	101	113	86
Cftr	0	0	1	0	0	0	0
Cga	0	0	0	0	0	0	0
Cggbp1	1697	1118	2867	1595	1844	1255	1450
Cgn	8	4	24	12	4	3	6
Cgnl1	7420	3022	8698	4774	5573	4872	3664
Cgref1	29	13	10	13	20	24	19
Cgrrf1	591	421	1110	717	736	723	698
Ch25h	0	7	0	2	5	2	4
Chac1	7	19	72	18	24	29	58
Chac2	297	188	405	240	285	168	254
Chad	41	16	26	37	26	23	15
Chadl	104	66	119	86	78	124	57
Chaf1a	30	15	39	18	27	46	26
Chaf1b	12	10	12	12	14	15	9
Champ1	139	69	236	99	181	165	132
Chat	0	0	0	0	1	0	0
Chchd1	981	1086	1349	936	821	501	1055
Chchd10	12407	5622	18169	13007	13427	17301	12368
Chchd2	13640	9919	21384	15659	15079	13815	14655
Chchd3	10114	5574	11168	7612	6654	5513	7474
Chchd4	608	661	1147	694	622	555	585
Chchd5	264	175	364	299	216	248	306
Chchd6	1254	716	1297	1263	891	849	855
Chchd7	990	597	1427	968	917	675	1039
Chd1	1811	1017	2471	1207	1527	997	1035
Chd1l	350	224	333	320	342	287	250
Chd2	1010	431	1146	665	744	866	825
Chd3	731	265	1234	1159	1501	2198	1129
Chd3os	19	21	99	21	27	15	13
Chd4	6669	3278	8560	4910	5480	6559	4724
Chd5	20	9	8	9	12	8	3
Chd6	1071	382	1194	763	808	871	761
Chd7	383	215	694	350	497	573	452
Chd8	1356	712	1788	911	1243	1098	900
Chd9	2579	1442	3018	2616	3023	2066	2471
Chdh	1526	880	3154	1877	2409	2076	1463
Chek1	21	21	17	33	25	13	12
Chek2	120	66	157	123	119	72	131
Cherp	737	392	1292	566	663	617	567
Chfr	642	332	781	518	534	367	540
Chga	1	3	3	1	3	0	6
Chgb	2	4	0	1	4	5	1
Chia1	0	0	0	0	0	0	0
Chic1	57	21	51	45	59	38	47
Chic2	479	373	699	431	440	292	384
Chid1	528	359	836	522	506	518	480
Chil1	9	10	2	4	0	4	3
Chil3	3	0	21	0	1	7	2
Chil4	0	0	0	0	0	2	0
Chil5	2	3	0	0	1	3	3
Chil6	1	0	2	2	0	0	0
Chit1	0	0	0	0	0	0	0
Chka	367	222	1089	382	407	217	221
Chkb	2749	1978	4598	3284	3185	2682	2929
Chl1	82	17	76	42	67	46	10
Chm	391	241	694	354	474	345	353
Chml	269	240	472	232	244	146	222
Chmp1a	877	711	1295	980	980	1051	865
Chmp1b	671	518	1158	608	762	619	554
Chmp2a	1435	1765	2148	1526	1449	1201	1430
Chmp2b	963	827	1302	673	784	640	662
Chmp3	2241	2178	2842	1902	1795	1308	1664
Chmp4b	1843	1424	2522	1632	1613	1566	1511
Chmp4c	54	35	48	42	37	22	61
Chmp5	1143	1166	1612	971	981	796	859
Chmp6	192	175	214	220	190	341	220
Chmp7	1058	582	1442	945	963	1145	909
Chn1	598	474	610	492	407	512	433
Chn2	22	23	94	43	61	18	51
Chodl	0	0	0	0	0	0	1
Chordc1	989	808	4312	868	932	445	546
Chp1	12281	6808	15819	9813	9624	6264	7562
Chp2	58	38	95	69	57	42	74
Chpf	137	68	231	168	252	223	170
Chpf2	482	227	682	501	456	705	350
Chpt1	43117	23900	54670	36403	37041	26190	35691
Chrac1	385	314	500	404	364	376	486
Chrd	15	4	29	19	13	28	13
Chrdl1	135	85	255	120	142	50	109
Chrdl2	1	5	4	0	0	0	1
Chrm1	15	4	7	18	14	9	20
Chrm2	1	0	0	0	0	0	0
Chrm3	5	2	2	2	11	10	14
Chrm4	0	0	4	0	6	1	0
Chrm5	0	0	0	0	0	0	0
Chrna1	20	3	22	6	4	8	26
Chrna10	1	5	0	0	0	0	7
Chrna2	26	28	89	63	76	53	50
Chrna3	0	3	1	2	1	0	0
Chrna4	0	0	0	1	1	0	0
Chrna5	40	32	28	21	29	13	10
Chrna6	0	0	0	0	0	0	0
Chrna7	0	0	3	0	0	0	1
Chrna9	0	0	0	0	0	0	0
Chrnb1	124	65	164	72	107	53	84
Chrnb2	234	49	196	104	116	209	211
Chrnb3	1	2	2	5	3	3	3
Chrnb4	30	10	74	20	25	10	23
Chrnd	0	0	0	0	0	2	0
Chrne	0	0	0	0	0	1	5
Chrng	1	0	1	0	1	0	3
Chst1	171	72	227	103	198	145	145
Chst10	18	1	21	14	20	8	2
Chst11	658	550	1633	879	831	911	777
Chst12	412	83	158	182	217	566	386
Chst13	1	3	0	0	0	1	1
Chst14	102	34	133	86	87	119	66
Chst15	1577	1499	3161	1335	1548	984	1152
Chst2	57	40	57	62	49	31	49
Chst3	18	9	44	34	22	21	24
Chst4	0	0	0	0	0	0	0
Chst5	0	0	0	3	0	0	0
Chst7	32	17	25	41	52	24	25
Chst8	15	20	15	5	19	36	19
Chst9	3	15	14	8	0	0	7
Chsy1	119	116	248	110	156	190	148
Chsy3	9	1	0	2	3	3	1
Chtf18	12	14	21	16	15	14	16
Chtf8	690	436	1081	718	746	778	549
Chtop	1543	1147	2275	1328	1491	1177	1439
Chuk	1241	730	1690	904	1072	829	996
Churc1	1178	723	1280	887	830	650	985
Ciao1	764	447	1238	655	760	858	594
Ciapin1	1128	749	1746	1481	1327	1483	1270
Ciart	99	172	535	301	356	82	127
Cib1	394	158	623	472	438	444	412
Cib2	5482	4058	9119	8057	7057	5909	6579
Cib3	1	0	1	0	1	0	5
Cib4	54	25	58	10	15	19	20
Cic	980	307	1304	916	1102	1323	732
Cidea	34990	32639	57965	42479	36151	30637	34375
Cideb	223	164	263	344	322	221	251
Cidec	10638	7850	24187	19572	21466	13895	12529
Ciita	58	6	76	70	48	41	42
Cilp	21	2	15	10	9	21	46
Cilp2	0	0	1	0	2	0	0
Cinp	488	320	537	384	400	316	363
Cipc	1079	527	1560	1060	982	939	943
Cir1	591	393	734	423	458	357	458
Cirbp	431	201	260	482	365	530	569
Cirh1a	579	361	832	531	561	452	303
Cisd1	4229	2701	5192	3899	3476	3326	3727
Cisd2	1648	937	2023	1329	1478	1020	1571
Cisd3	2036	1816	3420	2173	2119	2008	2337
Cish	436	856	6232	1554	388	3392	2640
Cit	49	13	36	46	53	59	41
Cited1	3	0	5	6	7	4	6
Cited2	301	145	233	210	153	251	322
Cited4	2	0	2	2	0	3	5
Ciz1	723	529	988	715	685	658	692
Ckap2	3	11	8	11	1	1	0
Ckap2l	15	2	2	6	12	3	0
Ckap4	114	70	182	87	106	98	66
Ckap5	729	275	869	586	663	694	507
Ckb	717	1783	1254	1621	1283	799	581
Ckb-ps1	0	0	0	0	0	0	0
Ckb-ps2	0	0	0	0	0	0	0
Cklf	29	15	28	19	21	3	20
Ckm	22	28	282	18	144	20	7312
Ckmt1	0	3	0	1	1	0	1
Ckmt2	3	0	13	5	12	3	528
Cks1b	84	50	87	65	51	59	79
Cks1brt	31	6	67	38	42	40	27
Cks2	53	36	56	30	25	16	74
Clasp1	678	384	1229	647	777	816	545
Clasp2	1508	699	1992	1131	1277	1499	1172
Clasrp	621	427	813	775	562	643	630
Clca1	0	0	0	0	0	0	0
Clca2	1	19	11	6	11	1	4
Clca3a1	15	41	54	72	86	57	56
Clca3a2	4	3	5	6	1	4	5
Clca3b	0	0	0	0	0	0	0
Clca4a	0	0	0	0	0	0	0
Clca4b	0	0	0	1	0	0	0
Clca4c-ps	4	0	2	1	0	1	5
Clcc1	651	346	817	552	499	375	444
Clcf1	44	20	54	48	50	36	10
Clcn1	2	0	17	0	2	3	77
Clcn2	118	33	154	109	137	109	110
Clcn3	1149	695	1678	938	1246	1112	923
Clcn4	1541	762	2497	1466	1594	1447	1099
Clcn5	160	58	298	108	127	142	95
Clcn6	269	125	343	231	282	290	202
Clcn7	490	268	858	440	647	655	387
Clcnka	0	0	0	0	0	0	0
Clcnkb	4	0	0	0	0	0	0
Cldn1	138	114	75	57	39	118	74
Cldn10	1	0	0	1	3	1	3
Cldn11	0	0	0	1	0	0	2
Cldn12	693	372	975	570	704	547	457
Cldn13	0	0	0	0	0	0	0
Cldn14	1	2	0	5	0	0	4
Cldn15	264	185	400	161	292	234	176
Cldn16	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0
Cldn18	0	0	0	0	0	0	0
Cldn19	9	0	18	20	3	29	21
Cldn2	8	11	10	5	7	0	4
Cldn20	3	1	3	11	8	5	5
Cldn22	17	11	19	27	20	24	32
Cldn23	0	0	0	0	0	0	0
Cldn24	0	0	10	0	0	0	0
Cldn25-ps	0	0	0	0	0	0	0
Cldn3	8	7	9	1	2	1	5
Cldn34-ps	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	1	2
Cldn34b3	0	0	0	0	0	0	0
Cldn34b4	0	0	0	0	0	0	0
Cldn34c1	167	106	191	164	135	84	143
Cldn34c2	0	0	0	0	0	0	0
Cldn34c3	0	0	0	0	0	0	0
Cldn34c4	0	1	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0
Cldn4	0	0	0	0	0	0	0
Cldn5	480	341	284	231	276	636	474
Cldn6	0	0	0	0	0	0	0
Cldn7	6	4	2	1	4	5	10
Cldn8	0	0	0	0	0	0	0
Cldn9	0	0	0	0	0	0	0
Cldnd1	1108	765	1600	803	961	719	885
Cldnd2	7	0	2	4	2	4	0
Clec10a	68	67	103	121	73	71	87
Clec11a	59	29	58	61	49	61	76
Clec12a	59	47	54	38	45	17	58
Clec12b	2	3	13	5	8	6	6
Clec14a	199	53	243	128	267	130	152
Clec16a	1052	765	1855	1016	1174	1237	975
Clec18a	66	53	46	34	18	12	42
Clec1a	174	154	230	169	174	97	170
Clec1b	8	14	7	33	7	8	32
Clec2d	791	902	1890	878	803	624	1007
Clec2e	41	15	27	47	28	30	59
Clec2f	0	0	0	0	0	0	0
Clec2g	4	1	5	0	0	0	2
Clec2h	20	7	5	2	6	8	9
Clec2i	8	5	10	16	5	3	16
Clec2j	0	0	0	0	0	0	0
Clec2l	6	1	0	2	3	0	0
Clec3a	0	0	0	0	0	0	0
Clec3b	226	139	355	295	261	243	261
Clec4a1	45	36	66	37	42	29	53
Clec4a2	74	26	100	30	43	28	34
Clec4a3	19	28	43	23	29	10	14
Clec4a4	0	0	0	0	0	0	0
Clec4b1	8	6	20	11	24	3	11
Clec4b2	0	0	0	0	0	0	0
Clec4d	0	13	7	5	1	1	0
Clec4e	1	8	11	4	4	6	3
Clec4f	11	9	8	11	8	0	16
Clec4g	8	11	7	4	7	2	6
Clec4n	2	17	15	16	8	12	3
Clec5a	4	16	9	21	7	5	3
Clec7a	74	55	47	58	52	18	51
Clec9a	52	30	80	79	54	45	59
Clgn	1	5	3	0	0	0	0
Clhc1	12	2	13	4	2	1	2
Clic1	222	293	337	293	242	165	198
Clic3	33	17	44	35	33	43	56
Clic4	7366	2739	7636	6094	7678	6169	5091
Clic5	7878	4415	9806	5289	5531	5444	4803
Clic6	0	0	2	0	0	1	0
Clint1	939	670	1391	791	836	676	625
Clip1	1393	907	1928	1134	1138	1243	1124
Clip2	326	239	524	258	421	535	312
Clip3	59	19	94	91	124	126	93
Clip4	9	0	9	8	5	2	166
Clk1	3209	1972	4005	2544	2255	1498	2138
Clk2	591	340	819	468	529	417	489
Clk3	886	461	1449	851	771	662	720
Clk4	1868	954	2382	1419	1328	952	1350
Clmn	504	224	624	259	377	422	334
Clmp	67	48	77	68	66	58	113
Cln3	261	144	398	309	351	227	189
Cln5	821	545	1236	885	836	565	660
Cln6	243	153	278	198	207	157	127
Cln8	464	269	807	371	413	419	334
Clnk	0	0	0	8	0	0	0
Clns1a	676	617	889	610	604	477	488
Clock	2067	1032	2729	1295	1389	1434	1492
Clp1	253	192	495	231	254	239	216
Clpb	3460	2158	5373	2890	3227	3212	2240
Clpp	1838	1487	2957	1815	1778	1837	1943
Clps	0	0	0	0	0	0	0
Clpsl2	0	0	0	0	0	0	0
Clptm1	2430	900	3628	2535	2430	2636	1987
Clptm1l	1936	1097	2710	1822	1765	1568	1553
Clpx	3196	2309	4193	2515	2905	3207	2642
Clrn1	5	6	23	7	6	7	3
Clrn2	0	0	0	0	0	0	0
Clrn3	5	0	1	1	0	2	0
Clspn	13	4	6	16	6	2	6
Clstn1	471	225	882	524	580	1027	487
Clstn2	11	9	19	10	11	14	6
Clstn3	3263	2861	5779	3928	3780	5932	4020
Clta	1162	1286	1817	1086	1159	1024	897
Cltb	706	724	1000	612	565	649	614
Cltc	5116	1875	6958	4057	4260	4452	3099
Clu	406	443	784	360	582	269	365
Cluap1	227	225	308	178	173	155	171
Cluh	9439	4351	14660	10696	11549	13336	8912
Clvs1	2	10	3	1	5	3	6
Clvs2	1	1	9	9	3	7	1
Clybl	3457	2510	4637	3037	3140	2960	3164
Cma1	6	21	19	69	85	13	26
Cma2	0	0	0	0	0	0	0
Cmah	282	158	368	279	274	211	278
Cmas	355	346	537	319	358	343	310
Cmbl	480	363	540	919	783	489	568
Cmc1	1316	1207	1443	1088	852	541	909
Cmc2	720	646	880	785	665	624	697
Cmc4	197	107	195	158	146	73	146
Cmip	285	130	499	238	299	359	223
Cmklr1	82	114	407	116	214	88	112
Cmpk1	2698	2512	3864	2477	2501	1814	2547
Cmpk2	140	101	257	127	173	187	156
Cmss1	103	112	98	92	78	93	156
Cmtm1	0	0	0	0	0	1	1
Cmtm2a	2	0	2	0	0	0	2
Cmtm2b	0	0	0	0	0	0	1
Cmtm3	238	163	439	240	263	167	218
Cmtm4	5138	2418	7431	4488	4481	3968	3238
Cmtm5	23	1	12	15	6	9	4
Cmtm6	1294	791	2110	1048	1126	1174	966
Cmtm7	34	23	36	37	29	20	24
Cmtm8	31	22	65	59	66	54	82
Cmtr1	801	365	1137	609	745	869	606
Cmtr2	38	34	71	46	46	47	25
Cmya5	132	164	226	163	189	159	1385
Cnbd1	0	0	0	0	0	0	0
Cnbd2	200	119	212	161	167	214	167
Cnbp	8768	7541	11851	6308	6978	4788	6192
Cndp1	12	1	22	10	13	13	30
Cndp2	519	368	616	502	556	491	426
Cnep1r1	816	610	1210	630	679	476	678
Cnfn	0	0	0	0	0	0	0
Cnga1	0	3	0	0	2	0	0
Cnga2	6	1	0	1	0	0	0
Cnga3	44	11	46	17	22	26	31
Cnga4	3	1	6	2	3	13	4
Cngb1	14	9	23	9	13	14	9
Cngb3	0	0	1	0	0	0	1
Cnih1	2322	1424	2799	2063	2007	1421	1697
Cnih2	11	1	10	4	2	7	12
Cnih3	3	0	2	4	1	3	5
Cnih4	973	794	1284	882	839	648	862
Cnksr1	3	0	5	2	0	0	19
Cnksr2	6	1	1	0	3	3	8
Cnksr3	140	65	176	109	108	98	91
Cnn1	51	61	113	94	81	45	66
Cnn2	175	166	283	169	272	225	210
Cnn3	591	533	1225	435	765	491	372
Cnnm1	0	0	0	0	0	0	0
Cnnm2	510	550	1417	645	764	830	535
Cnnm3	506	145	611	503	505	573	471
Cnnm4	114	70	230	108	96	132	75
Cnot1	2807	853	3883	1906	2358	2157	1796
Cnot10	675	334	781	517	635	546	458
Cnot11	316	159	505	265	302	272	192
Cnot2	934	590	1265	666	886	592	573
Cnot3	682	341	990	580	570	579	446
Cnot4	433	229	606	345	386	270	290
Cnot6	854	509	1117	715	838	513	753
Cnot6l	1497	652	1772	974	1060	818	1055
Cnot7	1554	1109	2411	1105	1320	767	1061
Cnot8	845	533	1169	778	757	762	791
Cnp	127	40	175	119	131	214	134
Cnppd1	855	399	1170	655	869	947	693
Cnpy1	0	0	0	0	0	0	0
Cnpy2	896	965	1635	1166	1059	945	962
Cnpy3	389	248	597	400	357	458	373
Cnpy4	122	134	284	104	124	99	91
Cnr1	10	17	16	11	14	18	23
Cnr2	19	8	37	40	26	34	25
Cnrip1	45	23	64	30	43	25	25
Cnst	2207	1345	2914	1628	2187	2905	2213
Cntd1	41	10	17	23	16	10	23
Cntf	34	10	18	27	15	24	41
Cntfr	741	831	1963	1386	1122	522	494
Cntln	170	120	221	144	159	96	118
Cntn1	22	21	27	9	16	27	33
Cntn2	1	0	0	2	0	3	0
Cntn3	10	9	11	15	6	6	5
Cntn4	1	2	5	2	0	0	0
Cntn5	0	0	0	0	0	0	0
Cntn6	0	0	3	0	0	0	0
Cntnap1	1120	428	2142	2197	2278	1881	1490
Cntnap2	2	4	0	1	2	0	3
Cntnap3	0	0	0	0	0	0	0
Cntnap4	1	1	0	2	2	0	2
Cntnap5a	9	4	9	3	14	5	10
Cntnap5b	0	0	0	0	0	0	1
Cntnap5c	0	0	0	0	0	0	0
Cntrl	349	224	386	311	337	311	323
Cntrob	234	94	141	211	183	268	187
Coa3	1102	754	1441	1163	952	1017	1267
Coa4	175	110	225	103	100	75	88
Coa5	11641	6975	13797	8973	9009	7465	8099
Coa6	458	275	540	396	361	310	419
Coa7	343	324	810	463	455	400	337
Coasy	1768	812	2686	2342	2327	3263	1975
Cobl	10	13	31	26	28	14	60
Cobll1	1235	676	1602	953	1113	734	736
Coch	0	1	4	0	7	0	0
Cog1	487	234	692	454	542	595	439
Cog2	786	399	1010	608	566	629	584
Cog3	598	305	809	461	493	493	353
Cog4	2286	1067	3334	2030	2200	1969	1628
Cog5	273	141	326	235	229	216	173
Cog6	862	552	1360	824	942	811	740
Cog7	600	250	842	550	666	814	525
Cog8	632	352	958	596	759	652	476
Coil	119	83	137	111	111	105	81
Col10a1	1	0	5	11	2	1	5
Col11a1	5	4	4	7	0	5	16
Col11a2	60	35	97	45	61	90	51
Col12a1	245	326	356	293	332	341	191
Col13a1	11	16	25	9	27	43	20
Col14a1	44	43	69	86	83	77	108
Col15a1	492	165	1073	536	761	1018	685
Col16a1	30	10	24	33	24	33	22
Col17a1	7	0	7	9	1	7	5
Col18a1	237	207	404	197	317	342	276
Col19a1	2	3	6	1	14	5	3
Col1a1	1986	710	3540	2010	2434	3233	2471
Col1a2	1970	986	3572	2022	2450	2650	2151
Col20a1	186	25	172	79	124	110	109
Col22a1	7	6	13	16	23	3	14
Col23a1	104	47	124	99	119	92	70
Col24a1	3	2	9	6	1	3	5
Col25a1	0	1	5	10	6	3	9
Col26a1	15	6	20	10	2	14	12
Col27a1	1360	1264	1772	703	913	1984	1299
Col28a1	27	19	16	19	43	29	17
Col2a1	0	0	0	0	0	0	0
Col3a1	3839	2466	7177	4320	4429	5458	4615
Col4a1	3103	1600	6619	2744	5069	9347	2881
Col4a2	2591	949	5552	2020	3958	6999	2360
Col4a3	54	33	54	43	61	55	49
Col4a3bp	1351	835	2044	1004	1175	1067	934
Col4a4	61	16	51	32	42	53	68
Col4a5	151	73	194	118	126	177	146
Col4a6	8	10	8	3	8	2	14
Col5a1	260	162	594	410	489	719	352
Col5a2	359	247	622	393	430	815	357
Col5a3	464	206	576	399	556	819	496
Col6a1	815	363	1553	892	1081	1260	941
Col6a2	912	389	1769	907	1125	1428	915
Col6a3	916	398	2293	838	1121	1223	886
Col6a4	0	0	0	0	0	0	0
Col6a5	1	0	7	3	4	6	9
Col6a6	86	21	88	66	73	77	64
Col7a1	31	23	103	42	46	61	23
Col8a1	87	49	87	79	108	163	77
Col8a2	1	0	5	0	3	5	0
Col9a1	0	0	0	3	0	0	0
Col9a2	0	1	0	1	1	0	2
Col9a3	12	5	8	6	13	5	2
Colec10	3	3	8	2	2	0	3
Colec11	24	9	4	11	8	4	4
Colec12	137	92	207	139	131	98	144
Colgalt1	812	427	1292	755	869	727	615
Colgalt2	52	17	98	74	110	97	68
Colq	2	1	0	0	1	2	6
Commd1	892	704	1038	1028	798	646	928
Commd10	460	292	520	383	295	364	396
Commd2	337	270	467	339	325	227	305
Commd3	1341	848	1718	1304	1110	1071	1465
Commd4	526	369	850	516	540	666	478
Commd5	189	139	218	152	195	183	169
Commd6	1019	871	1316	923	828	683	934
Commd7	489	309	699	404	423	375	400
Commd8	552	487	902	511	565	382	576
Commd9	245	275	404	303	277	255	288
Comp	2	1	3	0	4	0	4
Comt	4050	2420	4702	2648	2904	5520	3492
Comtd1	175	160	305	256	228	275	152
Copa	3357	1126	4485	2329	2675	2948	2119
Copb1	2105	1019	3274	1643	1917	1503	1340
Copb2	1674	893	2290	964	1319	1249	1022
Cope	1520	1085	2045	1312	1132	1364	1171
Copg1	1577	681	2176	1237	1505	1591	1148
Copg2	957	422	1052	832	808	854	628
Coprs	52	70	52	89	46	31	61
Cops2	3339	2156	4018	2409	2119	1392	2236
Cops3	1627	790	2178	1393	1332	1199	1392
Cops4	1298	732	1534	868	774	692	868
Cops5	1274	692	1338	1019	938	910	1050
Cops6	1324	1510	1852	1411	1182	1080	1275
Cops7a	1089	758	2022	1313	1459	1490	1249
Cops7b	272	215	278	230	182	179	204
Cops8	1091	738	1637	963	1012	923	860
Copz1	1465	831	1876	1254	1315	1351	1088
Copz2	844	425	955	599	587	533	589
Coq10a	2857	2202	4928	3693	3797	3689	2785
