	GSM3671511	GSM3671512	GSM3671513	GSM3671514	GSM3671515	GSM3671516	GSM3671517	GSM3671518	GSM3671519	GSM3671520	GSM3671521	GSM4908643
ABCD1P3	0	0	0	0	0	0	0	0	0	0	1	0
ABCD1P4	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1P5	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	20	7	6	8	10	11	1	1	5	6	6	14
ABCD3	2700	1300	909	748	670	877	1726	1413	1963	1551	1708	2430
ABCD4	7094	4043	2439	2967	3025	3122	542	1130	1414	721	1506	1551
ABCE1	5929	4117	3567	2905	2808	3536	1676	1943	2483	2122	2730	2119
ABCF1	14200	8317	8030	5735	5400	8314	2087	2257	2964	2427	2864	3347
ABCF2	4405	2371	2290	1660	1666	2224	689	536	1097	771	1260	966
ABCF2-H2BK1	4	0	0	0	0	0	260	258	499	336	465	342
ABCF2P1	0	0	0	0	0	0	0	1	0	0	0	0
ABCF2P2	0	0	0	0	0	0	0	0	0	0	0	0
ABCF3	1480	654	866	523	366	823	1217	1026	1664	1489	1647	1821
ABCG1	975	429	377	495	389	419	707	1187	1443	1199	1726	2064
ABCG2	1564	925	1044	312	245	824	1064	502	1095	1578	704	465
ABCG4	28	24	11	26	14	21	49	51	106	77	131	139
ABCG5	113	57	30	36	38	60	1	4	1	1	1	3
ABCG8	1488	620	733	623	736	705	2	15	5	1	8	26
ABHD1	1820	1019	684	883	874	846	23	26	22	35	23	30
ABHD10	1492	731	697	695	611	681	849	809	943	1365	1348	970
ABHD11	1502	968	1572	857	791	1115	332	438	371	609	342	483
ABHD11-AS1	259	204	344	189	149	212	1	3	5	1	2	3
ABHD12	1681	613	1336	830	538	813	1144	868	1165	1801	1941	1485
ABHD12B	300	138	92	130	160	106	3	6	10	2	6	8
ABHD13	5852	3675	1753	2043	1565	2244	1904	1687	3454	1953	2410	2210
ABHD14A	8030	3238	4888	3586	2930	5307	799	517	988	1234	1213	1723
ABHD14A-ACY1	174	69	79	80	61	84	71	32	80	188	120	91
ABHD14B	2272	858	821	686	488	734	717	405	601	805	486	753
ABHD15	3938	1920	1148	1090	1312	1048	2824	3205	2656	4406	1924	5851
ABHD15-AS1	0	0	0	1	0	0	0	0	0	0	0	0
ABHD16A	3316	1490	1711	1207	956	2092	2046	1832	3485	2128	2984	3281
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	7136	5254	2485	3156	2987	2820	1060	1052	1838	1549	2185	1673
ABHD17AP1	0	0	0	0	0	0	0	6	0	0	1	4
ABHD17AP3	0	1	0	0	0	0	2	1	0	0	2	0
ABHD17AP4	1	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP5	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP6	0	0	0	1	0	0	0	0	0	1	0	0
ABHD17AP7	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17B	1420	980	573	639	644	621	798	662	1269	789	1132	833
ABHD17C	126	65	80	62	51	91	174	168	308	190	308	165
ABHD18	4276	2162	1312	1507	1561	1565	341	563	739	423	594	781
ABHD2	3884	1549	1342	1139	1099	1233	4429	3923	3767	5194	3135	6109
ABHD3	931	421	247	164	122	207	848	456	1583	601	960	604
ABHD4	1062	350	328	236	235	349	400	327	736	592	640	630
ABHD5	2700	1591	1192	1044	997	998	528	533	912	643	782	722
ABHD6	787	533	286	416	350	303	695	405	841	777	914	913
ABHD8	1913	984	728	890	673	906	518	363	576	572	673	623
ABI1	4337	2682	1539	1745	1720	1751	1107	1081	1702	1121	1661	1574
ABI1P1	8	2	5	7	4	0	0	0	1	0	0	0
ABI2	17625	9317	6383	8352	8931	8299	1904	2747	3108	2936	4798	4237
ABI3	1	0	13	1	0	4	0	0	0	4	1	1
ABI3BP	564	294	388	288	302	321	56	38	20	759	125	50
ABITRAM	1012	448	364	406	380	400	374	411	474	474	464	527
ABITRAMP1	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	1973	798	345	462	442	546	4268	2960	5140	3441	4783	4198
ABL2	7782	3920	2041	2748	2934	2921	1122	1224	1776	907	1632	1863
ABLIM1	1421	494	615	482	491	643	3396	1767	9356	2376	5828	2278
ABLIM2	595	300	236	335	301	272	281	333	347	466	524	711
ABLIM3	381	465	114	197	190	136	227	119	150	222	267	183
ABO	473	311	174	235	252	201	40	98	49	83	40	79
ABR	2186	1056	714	989	916	884	2388	2521	3683	3445	4993	4457
ABR-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABRA	117	42	49	28	35	58	0	0	0	0	0	0
ABRACL	2768	1495	1243	1263	1323	1588	179	145	492	159	333	180
ABRAXAS1	4932	2789	1759	2094	2050	2409	251	226	248	225	307	202
ABRAXAS2	1614	1030	818	963	959	930	440	525	623	486	492	603
ABT1	7816	4978	3778	3230	2772	3747	713	649	781	911	838	857
ABT1P1	0	2	0	0	0	0	0	0	0	0	0	0
ABTB1	969	269	218	236	156	349	209	218	343	294	590	280
ABTB2	584	238	112	226	148	262	473	446	1757	597	2714	1249
ACAA1	825	369	429	339	321	641	742	655	1401	777	1354	868
ACAA2	16174	8398	8107	5263	4460	9583	1251	1081	1658	1687	1667	1563
ACAA2P1	13	0	11	6	7	19	1	3	0	1	6	1
ACACA	3464	1771	930	1248	1085	1177	4361	4165	5512	5529	6756	6937
ACACB	2077	1035	671	778	883	932	287	418	609	370	715	934
ACAD10	2157	985	825	896	847	1032	400	655	520	850	690	986
ACAD11	724	424	291	371	319	344	719	657	622	1230	719	760
ACAD8	1941	1189	741	818	769	971	464	693	849	622	930	1074
ACAD9	3678	1729	1637	1547	1484	1825	497	821	934	855	1076	1304
ACAD9-DT	172	53	100	57	62	76	8	58	48	15	78	108
ACADL	762	295	290	273	336	351	1	7	5	2	9	11
ACADM	10977	6668	5139	5132	5008	5440	1236	1331	1830	1909	2187	2120
ACADS	607	181	210	126	72	313	260	160	343	183	225	176
ACADSB	1485	741	404	454	503	511	717	626	1816	795	1513	1102
ACADVL	6524	2575	3730	2425	2016	3783	3056	3975	8313	4092	8080	5919
ACAN	515	279	165	232	233	235	20	4	17	37	31	5
ACAP1	4180	1940	1540	1744	1896	1420	56	168	98	108	108	176
ACAP2	3190	2205	1501	1786	2033	1402	933	1255	1092	1258	1313	1884
ACAP2-IT1	8	6	5	4	12	2	0	6	7	3	4	28
ACAP3	6003	2945	1513	2027	1894	2148	1608	2061	5331	2152	6349	3843
ACAT1	4942	2236	1961	1966	1807	1936	1017	901	1423	1264	1531	1304
ACAT2	8372	4456	3146	2321	3987	5340	1194	1090	2571	721	2075	1871
ACBD3	7173	4103	2938	3105	2908	3042	2562	2657	2914	2992	2812	3297
ACBD3-AS1	6	7	7	3	4	3	2	10	2	8	3	6
ACBD4	629	315	278	258	258	255	113	165	178	162	186	216
ACBD5	6945	3066	2632	2486	2741	2727	985	862	1137	995	1116	1271
ACBD6	10264	5841	5108	4697	5382	5032	719	851	1095	1027	1068	1254
ACBD7	2658	1331	966	1107	1108	1258	172	158	181	124	203	185
ACCS	236	95	112	86	54	118	61	213	216	79	253	363
ACCSL	0	0	0	0	0	0	0	1	0	0	0	1
ACD	2033	1016	1205	1184	1119	1311	334	344	492	356	506	456
ACE	550	143	175	111	114	114	486	607	583	426	347	1004
ACE2	274	188	211	160	162	178	9	14	8	39	4	15
ACE3P	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	40	24	7	12	17	9	0	0	0	0	3	0
ACER2	19	8	6	5	13	13	128	139	138	137	118	160
ACER2P1	0	2	0	0	0	0	0	0	0	0	0	0
ACER3	7511	4167	3356	3490	3492	3443	413	654	579	585	817	907
ACHE	968	636	950	1218	776	749	278	465	482	604	860	614
ACIN1	4463	2214	3274	1745	1708	3440	1795	3826	4482	2419	4983	6355
ACKR1	109	37	8	35	9	22	51	40	94	46	120	185
ACKR2	859	402	328	348	386	305	111	114	90	120	75	182
ACKR3	5	5	2	5	25	24	27	81	13	60	18	39
ACKR4	46	54	20	33	26	19	2	13	7	5	5	10
ACKR4P1	0	0	0	0	0	0	0	0	0	3	4	0
ACLY	7064	2590	1229	1216	1245	1930	14149	11238	20136	8423	12987	18432
ACMSD	119	64	20	23	15	11	28	14	21	11	18	38
ACNATP	0	0	0	0	0	0	0	0	0	0	0	0
ACO1	3242	1487	1017	1036	854	1146	1096	835	847	1103	941	1437
ACO2	16688	10760	8528	8284	8128	8431	2531	2546	2863	3282	3079	4710
ACOD1	2	0	1	1	0	0	0	0	0	0	0	0
ACOT1	208	47	47	75	74	74	86	38	92	140	70	74
ACOT11	1881	877	800	758	809	868	74	119	95	98	66	97
ACOT12	17	10	8	2	1	21	4	4	6	3	5	8
ACOT13	14925	9414	6306	5782	5395	7677	1089	724	1075	1104	1048	833
ACOT2	116	74	58	82	35	1	20	10	7	20	13	7
ACOT4	3	1	0	0	3	0	0	3	5	3	0	3
ACOT6	3	3	3	0	1	1	0	0	2	0	0	2
ACOT7	994	556	931	829	804	731	284	343	357	344	601	544
ACOT8	3253	1280	1388	1393	1196	1610	516	550	688	648	976	962
ACOT9	4357	2113	2527	1790	1890	2473	190	349	333	314	365	448
ACOX1	3435	1754	1373	1341	1298	1368	1492	1343	1650	1663	1616	2000
ACOX2	106	50	38	34	19	32	141	61	103	160	107	198
ACOX3	1032	462	480	445	465	452	293	350	266	315	306	490
ACOXL	1361	793	913	696	814	927	44	26	26	61	42	53
ACOXL-AS1	21	9	11	4	20	18	8	5	7	4	8	5
ACP1	25928	14963	9986	11420	9817	10834	2551	2502	3224	3450	3291	3452
ACP2	1528	586	1049	476	427	868	1907	1338	2062	3076	2527	2714
ACP3	354	158	66	57	62	130	269	62	250	35	166	37
ACP4	5	6	6	6	0	4	8	3	0	5	9	3
ACP5	1003	508	407	462	484	381	47	21	30	142	23	28
ACP6	2187	1218	888	869	772	1105	208	553	394	279	528	597
ACP7	206	76	64	55	72	64	12	14	12	17	8	11
ACR	14	4	8	2	4	0	8	2	0	8	2	4
ACRBP	92	60	17	34	35	23	96	48	38	112	72	53
ACRP1	0	0	0	0	0	0	0	2	0	0	2	0
ACRV1	137	73	41	40	27	58	0	3	3	2	0	5
ACSBG1	1170	637	376	580	489	320	7	18	17	7	9	36
ACSBG2	10	5	2	3	2	7	0	11	1	2	3	6
ACSF2	994	537	712	443	472	695	258	179	120	115	186	107
ACSF3	5152	2423	2598	1892	2180	2361	350	436	527	457	644	787
ACSL1	1722	1135	655	889	854	661	2891	2128	1732	4966	1762	2683
ACSL3	10867	5321	3135	4163	4381	3325	3021	2424	3124	2504	2553	3412
ACSL3-AS1	19	3	0	12	0	1	0	0	0	0	0	2
ACSL4	920	543	256	430	521	290	845	716	2073	833	1682	955
ACSL5	18	11	67	10	13	13	5	8	8	27	3	14
ACSL6	2122	1383	1079	1033	1076	1255	19	76	99	124	225	72
ACSL6-AS1	5	5	0	1	0	0	0	0	0	0	0	0
ACSM1	20	0	4	3	4	9	4	3	1	3	4	5
ACSM2A	326	140	93	172	162	162	1	4	2	5	6	16
ACSM2B	48	33	12	24	21	32	5	18	12	1	7	17
ACSM3	1083	327	240	171	155	333	106	71	195	25	51	90
ACSM4	0	0	3	0	0	0	0	0	0	1	3	0
ACSM5	3	0	0	3	1	3	1	0	0	0	2	1
ACSM5P1	0	0	0	1	0	0	0	0	1	0	0	0
ACSM6	98	61	50	48	47	44	7	10	5	9	7	5
ACSS1	122	58	81	51	50	53	23	34	42	27	38	19
ACSS2	1487	492	311	498	368	271	711	595	1086	744	1105	787
ACSS3	3595	1374	1240	1106	959	990	865	1304	788	2358	787	3326
ACTA1	2107	808	203	265	343	743	22	38	20	31	18	21
ACTA2	256	197	474	149	144	505	41	23	34	20	55	22
ACTA2-AS1	659	982	1449	399	620	1582	4	5	1	2	2	5
ACTB	327084	181198	226067	155699	162606	209496	42105	37088	41202	43081	44096	56286
ACTBL2	3	0	0	0	0	0	0	0	0	0	1	0
ACTBP1	1	0	3	0	1	0	0	0	0	4	0	1
ACTBP11	2	0	1	0	0	1	0	1	3	1	3	2
ACTBP12	0	0	0	0	0	0	0	0	0	0	0	0
ACTBP14	0	0	0	0	0	2	0	0	2	1	3	0
ACTBP15	1	0	1	0	0	1	0	0	1	1	2	2
ACTBP2	1	0	2	1	0	1	1	1	2	2	1	4
ACTBP4	1	0	0	0	0	1	0	0	1	0	2	1
ACTBP6	0	0	0	0	0	0	1	0	0	1	0	2
ACTBP7	1	0	5	1	2	3	0	0	1	0	2	0
ACTBP8	1	0	0	0	0	0	1	1	1	0	0	0
ACTBP9	0	0	0	0	0	0	0	0	1	0	2	1
ACTC1	91	22	31	29	35	269	7	12	15	3	17	8
ACTE1P	196	117	64	103	83	82	0	4	1	2	2	1
ACTG1	452234	192225	133365	172911	167361	165681	44777	29808	50136	48777	53245	44227
ACTG1P1	0	0	0	3	1	0	16	15	23	23	26	14
ACTG1P10	7	1	0	5	3	16	0	24	8	11	9	38
ACTG1P11	0	0	2	0	1	0	0	0	3	0	1	0
ACTG1P12	0	0	1	2	0	0	0	0	1	0	0	1
ACTG1P13	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P14	2	0	0	0	0	1	2	5	7	5	3	6
ACTG1P15	0	0	0	0	0	0	0	2	4	3	3	0
ACTG1P16	0	0	0	0	0	0	0	0	0	0	1	2
ACTG1P17	192	110	84	100	99	98	0	2	6	4	9	8
ACTG1P18	0	0	1	0	3	0	0	0	1	1	1	0
ACTG1P19	0	0	0	0	0	0	0	0	1	1	2	1
ACTG1P2	0	0	2	0	1	0	0	0	3	0	1	0
ACTG1P20	3	0	0	0	0	0	1	6	14	2	10	13
ACTG1P21	0	1	0	0	0	1	1	0	0	0	2	0
ACTG1P22	101	65	28	54	38	27	0	3	6	4	4	5
ACTG1P23	0	0	0	0	0	0	0	0	1	1	0	1
ACTG1P24	0	0	1	0	0	0	1	3	3	2	2	1
ACTG1P25	792	394	340	327	343	343	14	19	17	8	17	11
ACTG1P3	0	1	0	0	0	0	0	19	6	0	6	18
ACTG1P4	0	0	0	0	0	0	0	0	1	0	1	0
ACTG1P9	354	162	141	142	149	200	7	4	8	7	8	5
ACTG2	179	80	298	63	82	243	4	4	5	0	7	3
ACTL10	5	0	1	0	0	0	0	3	2	0	2	2
ACTL11P	216	112	96	79	97	70	0	5	0	2	1	7
ACTL6A	1980	1295	1011	898	840	1078	558	705	820	822	1013	761
ACTL6B	659	440	536	631	593	409	347	383	470	570	777	668
ACTL7A	0	0	0	0	1	2	0	0	2	0	0	0
ACTL7B	3	0	0	2	0	1	0	2	0	0	1	0
ACTL8	14	18	5	4	0	0	0	8	1	2	1	8
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	9091	4121	4427	2416	2463	4604	2733	2075	2814	1887	2120	3380
ACTN1-DT	5	1	3	2	0	4	0	0	0	0	0	1
ACTN2	479	201	188	165	205	229	1	10	8	5	11	18
ACTN3	90	25	12	11	7	13	19	10	128	7	57	13
ACTN4	10013	3434	4685	2611	2479	4764	4547	4396	3903	5306	4388	5984
ACTN4P1	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4P2	0	1	0	0	1	0	0	1	0	0	2	3
ACTP1	1	0	1	1	0	0	0	0	0	0	0	0
ACTR10	13132	7486	8054	7487	6998	6677	1619	1717	2417	2640	3117	3240
ACTR1A	6726	3236	4256	3430	3570	4328	3354	2883	3750	3963	4907	5069
ACTR1AP1	0	0	0	0	0	1	0	0	0	1	0	0
ACTR1B	5855	2727	2642	2383	2091	3448	1834	1512	1932	1801	2291	2092
ACTR2	4683	2310	2092	1546	1603	2158	6436	5765	6100	7085	7319	8231
ACTR3	10003	6206	5527	4977	5243	5406	2829	2994	3507	3205	3344	3594
ACTR3-AS1	722	512	402	428	498	424	11	17	7	14	8	19
ACTR3B	3636	2512	1837	1888	1687	1818	264	206	526	367	558	306
ACTR3BP1	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0	0	0	0	0	0	1
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP6	2	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	1347	669	420	555	538	452	1	0	1	1	3	51
ACTR3P2	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	331	239	260	130	126	246	95	169	165	91	223	189
ACTR6	2579	1394	1243	1263	1178	1706	390	466	565	517	784	710
ACTR6P1	0	0	0	0	0	0	0	0	0	0	0	0
ACTR8	1460	739	874	646	651	821	553	611	784	735	1057	912
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	22	16	7	7	1	16	11	9	11	10	6	12
ACTRT3	62	51	48	23	12	31	50	70	66	59	49	12
ACVR1	1352	714	424	441	482	507	698	528	1088	919	1212	922
ACVR1B	2290	1157	516	845	893	716	2785	1729	3764	1938	2382	2691
ACVR1C	30277	8957	9856	7832	6642	6660	11203	11486	21180	23514	20789	25054
ACVR2A	6866	4723	4682	6063	7462	5166	576	444	900	642	955	629
ACVR2B	6562	3691	2115	2999	3665	2568	2540	3125	2106	3646	3001	3766
ACVR2B-AS1	485	246	216	232	247	262	20	29	46	33	44	35
ACVRL1	292	173	85	176	162	102	104	117	11	147	12	169
ACY1	1319	684	699	620	480	748	193	142	285	110	203	205
ACY3	33	8	49	4	0	59	5	6	9	1	2	8
ACYP1	2100	1307	852	1597	1594	761	100	177	167	199	163	198
ACYP2	10970	8977	1882	2905	4158	3274	361	282	495	319	568	669
ADA	14587	9483	7048	8153	7365	11029	53	116	45	47	63	99
ADA2	4857	2536	1661	2254	2309	1687	808	432	1044	1360	1261	1145
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	9	8	2	5	1	4	1	0	0	1	1	0
ADAL	4375	2273	2620	1950	2052	2362	205	289	278	358	479	441
ADAM10	11621	5658	3820	3927	4078	3841	3197	3031	3445	4184	3915	4061
ADAM11	41	10	30	38	37	35	10	35	16	8	47	32
ADAM12	2486	1348	809	796	964	1149	627	845	668	624	425	1222
ADAM15	941	484	595	481	300	665	766	717	788	1175	1099	900
ADAM17	5488	3181	2248	2673	2776	2414	715	1106	856	892	914	1052
ADAM18	0	0	0	0	0	3	0	0	0	0	0	0
ADAM19	605	339	236	174	214	301	150	92	270	59	396	118
ADAM1A	0	0	0	0	0	0	0	0	0	0	0	0
ADAM1B	95	39	26	49	38	28	5	11	18	4	17	15
ADAM2	16	4	13	2	0	6	5	2	0	6	0	2
ADAM20	80	27	23	33	16	33	0	0	1	0	1	1
ADAM20P1	49	12	8	20	19	30	0	12	9	1	5	8
ADAM20P2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	32	5	7	8	14	7	1	6	3	4	0	12
ADAM21P1	0	0	0	0	0	0	0	1	0	0	0	1
ADAM22	455	261	217	252	270	229	244	372	432	479	786	588
ADAM23	245	163	93	118	181	141	106	316	146	210	503	394
ADAM24P	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	198	68	64	61	89	64	19	44	50	32	38	28
ADAM29	296	148	116	134	162	125	2	7	7	15	12	8
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	1504	638	465	524	704	591	26	130	81	30	104	173
ADAM33	46	23	12	17	14	41	94	41	7	17	13	11
ADAM3A	60	38	21	23	30	26	0	3	2	2	1	0
ADAM3B	6	6	1	7	6	3	0	0	0	0	0	0
ADAM5	2	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	13	1	2	0	2	3	0	0	0	0	0	0
ADAM7-AS1	16	2	8	6	4	9	2	0	2	1	1	2
ADAM7-AS2	0	1	5	0	1	0	0	0	0	0	0	0
ADAM8	44	23	20	16	19	21	35	125	66	120	123	152
ADAM9	3937	1926	1337	1357	1467	1391	2777	2318	2376	2847	1820	2824
ADAMDEC1	52	21	1	16	12	6	0	0	0	0	0	0
ADAMTS1	664	282	334	209	218	314	258	205	173	323	203	174
ADAMTS10	224	111	92	169	184	116	68	203	93	111	298	312
ADAMTS12	230	109	200	144	211	286	23	65	53	73	140	111
ADAMTS13	360	170	108	128	110	156	124	341	510	196	837	692
ADAMTS14	10	0	0	4	1	2	6	2	1	6	6	8
ADAMTS15	8	3	23	1	1	7	12	16	28	19	42	21
ADAMTS16	270	109	98	107	61	248	18	44	33	49	154	104
ADAMTS16-DT	238	130	74	86	62	185	5	30	22	4	51	45
ADAMTS17	459	219	151	190	185	147	14	40	23	40	49	60
ADAMTS18	75	80	166	200	143	191	92	77	93	591	518	110
ADAMTS19	248	98	142	19	21	113	53	33	58	48	58	13
ADAMTS19-AS1	14	12	2	0	0	0	1	6	0	6	6	1
ADAMTS2	508	260	66	124	70	90	866	340	1263	1219	1172	522
ADAMTS20	154	43	24	64	46	49	2	30	7	0	9	11
ADAMTS3	20	9	73	5	2	37	1	3	9	0	14	0
ADAMTS4	5119	2166	1957	1883	2171	1994	11	19	10	12	9	26
ADAMTS5	3859	1306	941	1074	868	1083	908	915	2065	2883	2330	3062
ADAMTS6	871	320	241	195	146	374	5	53	31	21	41	45
ADAMTS7	210	111	154	89	64	345	28	108	25	29	42	37
ADAMTS7P1	29	10	4	6	2	6	0	3	2	0	4	2
ADAMTS7P3	2	0	2	1	0	5	0	2	3	0	1	1
ADAMTS7P4	806	385	357	428	508	419	1	0	2	1	0	1
