	GSM1399553	GSM1399554	GSM1399555	GSM1399556	GSM1399557	GSM1399558	GSM1399559	GSM1399560	GSM1399561	GSM1399562	GSM1399563	GSM1399564
1110019D14Rik	59	72	40	52	33	18	48	25	8	22	18	19
1110020A21Rik	23	20	10	40	36	33	52	31	10	18	20	24
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110028F11Rik	2	4	2	2	1	2	0	4	0	6	2	1
1110028F18Rik	0	0	0	0	0	1	2	0	3	1	2	0
1110032A03Rik	205	350	236	608	272	254	392	440	261	274	316	308
1110032F04Rik	3	4	0	2	0	0	12	6	2	6	6	24
1110035H17Rik	18	8	14	26	10	12	16	26	12	18	34	6
1110038B12Rik	248	204	254	282	140	107	1242	646	273	635	748	603
1110038F14Rik	185	268	212	456	274	155	700	369	192	235	280	283
1110046J04Rik	13	26	36	34	18	11	38	24	5	15	30	24
1110051M20Rik	155	192	140	402	240	181	388	328	217	238	238	278
1110057P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	140	186	136	292	159	126	432	332	146	243	298	200
1110059G10Rik	80	128	142	192	125	87	356	243	155	181	192	186
1110065P20Rik	293	446	274	642	267	190	740	400	243	409	400	361
1190001M18Rik	0	0	2	4	1	0	8	1	3	4	4	5
1190005I06Rik	7	12	14	16	9	3	44	33	11	15	20	18
1190007I07Rik	43	72	58	76	39	25	110	60	29	46	66	40
1190028D05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1200007C13Rik	1	0	4	0	0	1	10	15	3	20	34	18
1300002E11Rik	103	158	138	274	147	103	262	257	80	132	154	157
1300014J16Rik	9	24	16	18	13	15	0	18	9	15	30	21
1500002C15Rik	47	60	30	104	87	38	138	125	37	42	58	47
1500002F19Rik	5	4	2	12	5	1	4	10	7	2	2	4
1500004A13Rik	108	160	96	206	141	106	198	255	163	228	226	187
1500009L16Rik	61	88	68	326	162	89	492	292	134	98	140	182
1500011B03Rik	213	384	260	1008	454	316	1826	1146	628	731	760	791
1500012K07Rik	1	0	0	0	3	0	0	3	1	4	0	6
1500015A07Rik	139	140	148	210	113	134	506	237	153	220	226	257
1500015L24Rik	0	4	0	0	2	0	0	0	1	0	2	1
1500026H17Rik	15	34	28	60	34	44	40	53	23	22	36	23
1500032F14Rik	0	0	0	2	0	0	0	0	2	1	4	0
1500035N22Rik	0	0	2	0	2	0	0	3	0	1	0	0
1520401A03Rik	1	12	2	24	13	1	12	14	11	14	6	16
1600002D24Rik	0	0	4	0	0	0	0	3	1	0	0	2
1600010M07Rik	5	8	6	6	7	1	8	8	5	11	10	6
1600012H06Rik	330	468	360	826	379	267	918	771	336	430	580	513
1600012P17Rik	0	0	0	0	0	0	0	0	2	0	0	0
1600014C10Rik	152	332	190	382	251	138	182	184	100	163	158	118
1600014C23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	155	288	186	378	204	154	502	340	146	280	388	301
1600022D10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600025M17Rik	1	0	4	0	0	0	0	0	0	0	2	3
1600027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1600029O15Rik	1	2	6	0	0	0	0	4	6	3	8	4
1700001C19Rik	7	8	4	16	8	3	28	22	14	9	6	9
1700001D01Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001G11Rik	10	4	6	20	14	4	14	17	9	6	8	9
1700001J03Rik	2	2	0	6	4	3	2	1	1	3	0	0
1700001J04Rik	0	0	0	0	0	0	0	3	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001K19Rik	2	8	4	4	2	2	4	5	3	1	6	3
1700001K23Rik	2	0	0	0	2	0	0	0	0	0	6	0
1700001L05Rik	97	64	94	174	71	62	166	259	102	182	212	227
1700001L19Rik	0	6	0	2	1	0	0	2	2	2	0	0
1700001N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700001O22Rik	11	16	16	10	1	3	24	14	7	21	14	18
1700001P01Rik	2	0	2	10	0	0	16	3	2	8	16	11
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003D09Rik	2	0	0	0	0	0	0	0	0	0	0	1
1700003E16Rik	29	74	46	42	23	17	8	19	12	33	42	14
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	0	0	0	0	3	2	0	4	0
1700003G18Rik	0	0	0	2	0	0	0	0	0	0	0	4
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003I16Rik	0	0	0	4	3	1	6	3	2	1	14	2
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	8	4	6	6	2	9	12	13	12	4	8	3
1700003N22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700003O11Rik	0	0	0	0	0	0	2	0	0	0	0	1
1700003P14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	1	3	2	3	0	1	4	0
1700006H21Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700006J14Rik	0	0	4	0	1	0	0	4	3	2	4	1
1700007E05Rik	2	0	2	4	1	0	4	4	0	5	8	3
1700007F19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007H22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007J10Rik	3	0	2	6	3	2	6	8	2	10	16	9
1700007K13Rik	60	44	34	226	166	103	92	82	18	26	40	54
1700007L15Rik	26	28	14	52	41	17	58	50	12	36	22	21
1700007M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700007P06Rik	0	0	0	0	0	0	2	1	0	0	2	0
1700008B11Rik	2	2	8	8	0	3	4	13	3	3	4	3
1700008C04Rik	0	2	0	0	0	0	0	0	2	0	0	1
1700008J07Rik	32	60	44	110	44	49	94	81	39	46	60	51
1700008K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	1	0	4	6	3	0	8	4	1	11	0	7
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	2	0	0	1	2	0
1700010B08Rik	0	0	0	0	0	0	4	3	0	0	0	0
1700010B13Rik	2	0	0	2	0	0	0	0	0	2	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010G06Rik	0	0	0	2	0	0	0	0	2	1	0	0
1700010H22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	3	8	2	0	0	0	2	0	0	2	0	3
1700010I14Rik	18	16	34	50	24	27	78	60	27	19	26	45
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	1	0	0	0	0	0	0	0	0	0	0	0
1700010K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700010L04Rik	0	0	0	0	0	1	0	4	0	1	2	0
1700010N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	2	0	0	0	0	1	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011D18Rik	0	0	2	4	1	1	4	2	0	0	0	2
1700011L03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	1	0	0	0	0	0	0	1
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	2	0	0	2	0	0	0	0
1700012B09Rik	0	0	0	0	0	0	0	0	1	4	0	1
1700012C08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012C14Rik	0	0	0	0	1	1	0	7	2	1	0	2
1700012D14Rik	8	24	24	24	13	2	20	25	10	16	24	17
1700012D16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012E03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012J15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700013F07Rik	8	12	6	16	3	12	6	8	3	2	6	3
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013M08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700014B07Rik	0	2	0	4	0	0	0	2	2	0	6	3
1700014D04Rik	0	4	4	2	3	1	0	1	0	1	4	6
1700014F14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700014L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700015C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700015C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	2	0	0	0	0	0	0	0	0	0
1700015H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700015I17Rik	2	6	10	4	0	1	0	1	1	0	10	5
1700015O11Rik	0	0	0	0	0	0	2	1	1	0	0	0
1700016B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0	1	6	1	0	0	0	1
1700016D06Rik	1	12	2	0	3	0	0	1	0	0	0	3
1700016F12Rik	0	0	0	0	0	0	0	0	0	2	0	1
1700016G22Rik	2	0	2	2	1	2	8	6	0	7	10	13
1700016H03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016H13Rik	1	0	0	2	0	1	2	0	5	2	0	2
1700016J18Rik	1	8	0	2	2	0	0	1	1	0	0	0
1700016K05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	7	6	12	10	9	7	30	16	5	7	16	15
1700016L21Rik	3	2	4	2	1	1	14	16	5	6	8	17
1700016P03Rik	10	42	20	18	39	17	30	35	21	53	62	25
1700016P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	291	238	246	458	246	135	868	929	452	742	950	785
1700017G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017I07Rik	0	0	0	0	0	2	0	1	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700017L05Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700017M07Rik	2	0	2	0	1	0	0	1	0	6	4	1
1700017N19Rik	1	0	0	0	1	0	0	0	0	0	0	2
1700018A04Rik	0	0	0	0	0	0	4	0	1	2	0	0
1700018A23Rik	0	0	0	0	0	0	0	2	1	1	2	0
1700018B08Rik	0	2	0	0	0	0	2	0	0	0	0	1
1700018B24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	1	0	1	0	0	0	0
1700018L02Rik	21	26	40	42	24	14	44	43	22	24	32	36
1700018M17Rik	1	0	0	0	5	3	4	5	1	7	4	2
1700018P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019A02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019D03Rik	300	502	332	790	561	305	216	252	113	199	274	129
1700019E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019F05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019J19Rik	0	2	0	0	0	0	4	3	1	1	0	1
1700019L13Rik	6	2	6	6	7	4	6	15	7	11	18	16
1700019M22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	2	0	0	2	0	0	1	0	0	0	1
1700019P21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	1	0	1	0	2
1700020D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020L13Rik	0	0	0	4	2	0	2	7	1	1	4	5
1700020L24Rik	9	4	4	6	0	0	76	35	6	16	30	17
1700020M21Rik	0	0	0	0	0	0	0	0	0	0	4	1
1700020N01Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	2	0	0	0	0	0	0	0	0	1
1700021A07Rik	0	0	0	0	0	1	0	0	0	0	0	0
1700021F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021F13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021J08Rik	7	2	4	8	1	0	2	8	4	4	6	6
1700021L23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700021P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022H01Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	2	2	6	2	1	5	8	1	2	2	8	7
1700022N22Rik	7	4	12	2	3	4	14	8	7	3	0	3
1700023C21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	1	1	0	1	0	0	0	0
1700023G09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700023H06Rik	7	8	2	8	1	0	2	6	7	6	2	5
1700024B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700024J04Rik	1	0	0	0	1	0	6	0	1	0	6	3
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	2	0	0	0	0	1	0	0	3
1700025D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700025G04Rik	141	158	104	200	128	93	458	540	301	497	526	459
1700025H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025J12Rik	0	0	0	0	0	3	2	0	0	0	0	0
1700025K04Rik	2	0	0	8	0	2	0	2	0	0	0	1
1700025K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025L06Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025N21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700025N23Rik	1	4	2	0	0	0	4	3	0	2	0	0
1700025O08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	1	0	0	0	0	0	0	0	0	1	0	0
1700026F02Rik	0	2	0	0	1	0	0	0	0	0	0	1
1700026J12Rik	0	0	2	0	0	0	0	0	0	0	0	0
1700026J14Rik	3	8	0	0	9	5	14	3	1	0	6	2
1700026N04Rik	2	2	0	0	1	3	0	1	1	0	2	0
1700027A07Rik	0	0	0	2	0	0	0	0	0	2	0	0
1700027A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700027F09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700027J07Rik	1	0	0	0	0	0	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700028D13Rik	0	0	0	6	0	0	0	2	0	3	0	0
1700028E10Rik	11	18	6	24	20	18	38	54	27	24	32	53
1700028I16Rik	0	0	8	2	0	0	8	2	0	4	2	1
1700028J19Rik	38	34	34	18	12	12	60	18	19	17	16	16
1700028K03Rik	1	2	0	0	1	0	0	2	0	1	6	2
1700028M03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700028N14Rik	1	0	0	2	5	0	0	1	0	2	0	0
1700028P14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700029B22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029E06Rik	9	4	0	0	0	1	0	1	0	3	2	2
1700029F12Rik	0	0	0	0	2	0	0	1	0	0	0	1
1700029H14Rik	1	0	0	0	0	0	0	0	0	0	0	0
1700029I15Rik	12	42	14	38	20	19	46	34	14	24	36	14
1700029J03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	58	98	60	144	75	82	144	123	46	65	106	94
1700029M03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700029N11Rik	0	4	0	0	0	0	0	0	0	0	0	0
1700030A11Rik	0	0	2	0	0	0	0	2	1	1	2	2
1700030C10Rik	43	72	58	172	75	59	62	75	51	35	58	34
1700030C12Rik	1	2	0	2	3	1	2	3	2	2	0	3
1700030C14Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700030E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700030J22Rik	56	92	34	178	87	73	52	58	37	28	36	50
1700030K09Rik	86	116	80	302	153	93	130	184	100	86	80	131
1700030L20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700030L22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700030M09Rik	1	0	0	0	0	2	0	0	0	0	0	0
1700030N03Rik	7	12	2	12	1	0	4	5	1	2	4	0
1700030O20Rik	0	0	0	0	0	0	0	0	0	0	2	1
1700031A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700031F10Rik	0	0	0	0	1	0	0	0	0	1	2	0
1700031L13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	0	0	0	0	2	0	0	0	2	1
1700034B16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700034H15Rik	19	38	6	24	7	14	44	36	22	47	72	31
1700034I23Rik	1	0	0	4	0	1	0	0	0	5	2	0
1700034J05Rik	0	0	0	0	0	1	0	1	0	1	0	2
1700034K08Rik	0	0	0	0	0	0	0	2	0	0	2	0
1700034P13Rik	20	30	8	34	41	18	62	82	46	59	6	48
1700036A12Rik	0	0	0	0	0	0	0	6	0	0	0	0
1700036G14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700037C06Rik	0	6	0	0	0	3	6	2	3	0	0	1
1700037C18Rik	37	76	20	118	77	33	104	56	29	42	44	57
1700037F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700037H04Rik	69	126	100	152	84	57	412	340	130	257	290	246
1700039E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	0	0	0	0	2	0	0	0	0	0
1700039M15Rik	0	0	0	0	0	0	0	0	0	3	0	1
1700040D17Rik	8	14	6	18	7	9	16	12	3	2	6	3
1700040E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700040F17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700040L08Rik	0	0	0	0	0	1	0	3	0	0	0	1
1700041B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700041G16Rik	4	2	0	10	4	1	10	3	0	3	0	2
1700041I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700042O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	8	2	0	2	0	0	1	0	4
1700044C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	6	0	0	0	0	1	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	0	0	2	0	0	0	0	0	1	0	2
1700047E10Rik	0	0	0	2	4	5	0	0	2	0	2	1
1700047F07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700047G07Rik	0	0	2	0	0	1	0	3	0	0	2	0
1700047K16Rik	3	12	6	6	11	5	2	8	1	4	2	11
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	1
1700047M11Rik	1	0	6	2	4	0	2	6	2	3	2	7
1700048F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	0	2	0	0	0	0	0	2	0	2	2	1
1700048O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700048O20Rik	2	0	4	8	5	4	54	43	16	10	32	17
1700048P04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	2	8	12	2	4	0	9	1	0	2	4
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	1	0	0	0	0	0	2	1	0	2	2	0
1700052H01Rik	0	0	2	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	38	88	72	84	80	39	160	145	65	75	64	66
1700054A03Rik	1	8	2	10	1	0	10	13	14	2	4	7
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	1	0	1	0	0	0	0
1700054O05Rik	0	0	0	0	0	0	0	1	0	1	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	9	10	8	20	14	13	20	18	13	9	6	12
1700056E22Rik	23	24	18	60	42	18	124	88	55	40	42	46
1700056N10Rik	3	0	0	4	5	4	18	13	4	5	4	1
1700057G04Rik	0	0	2	0	1	0	0	0	0	1	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	11	24	10	18	3	2	26	33	12	16	22	15
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	2	0	0	4	2	0	0	2	1
1700060J05Rik	4	2	2	6	6	3	0	10	3	7	8	5
1700060O08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061E17Rik	3	0	0	0	0	0	6	3	2	3	0	2
1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061H18Rik	0	0	0	0	0	0	0	0	0	2	0	0
1700061I17Rik	0	0	0	0	0	0	0	2	0	0	0	2
1700061J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0	4	0	0	0	0	0
1700062C10Rik	1	0	2	0	1	0	0	1	3	0	4	1
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	2	8	0	20	3	10	0	5	2	4	2	6
1700063H04Rik	0	2	0	0	0	1	0	0	0	0	2	1
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063J08Rik	1	4	4	10	5	5	18	8	3	7	0	8
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	0	4	0	0	0	0	6	2	1	0	0	1
1700064J06Rik	0	0	0	2	0	0	0	0	0	0	0	0
1700064M15Rik	1	0	2	4	1	0	4	3	0	2	0	6
1700065D16Rik	1	0	6	2	1	4	12	6	6	8	14	7
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	2	0	0	2	0	0	2	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	3	6	0	2	8	2	0	3	2	6	10	2
