	GSM4476798	GSM4476799	GSM4476800	GSM4476801	GSM4476802	GSM4476803
ABHD17AP7	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0
ABHD17B	443	442	469	507	516	447
ABHD17C	369	432	381	316	380	346
ABHD18	313	381	372	274	261	282
ABHD2	12058	13603	12662	12367	10514	9947
ABHD3	283	359	295	264	275	297
ABHD4	1448	1737	1762	1429	1367	1205
ABHD5	388	483	472	384	448	405
ABHD6	125	183	142	116	124	109
ABHD8	528	595	580	508	573	496
ABI1	940	1461	1399	1231	1235	1158
ABI1P1	0	0	0	0	0	0
ABI2	2136	2699	2732	2058	2115	1995
ABI3	0	1	1	1	0	1
ABI3BP	96	153	125	108	75	106
ABITRAM	739	980	991	736	789	741
ABITRAMP1	0	0	0	0	0	0
ABL1	2694	3142	3236	2581	2526	2161
ABL2	459	557	627	490	419	411
ABLIM1	2085	2764	2755	2217	2085	1888
ABLIM2	96	136	112	88	123	105
ABLIM3	3	8	9	2	4	4
ABO	45	44	64	31	32	43
ABR	1382	1674	1746	1173	1196	1052
ABR-AS1	0	0	0	0	0	0
ABRA	0	0	0	0	0	0
ABRACL	1166	1466	1486	1221	1336	1171
ABRAXAS1	798	1011	1092	928	971	949
ABRAXAS2	620	742	786	614	634	559
ABT1	1092	1322	1244	1059	1276	951
ABT1P1	0	0	0	0	0	0
ABTB1	53	59	41	61	55	46
ABTB2	245	266	274	182	138	148
ACAA1	1970	2347	2289	2039	2008	1566
ACAA2	2576	3227	2985	2454	2455	2297
ACAA2P1	10	3	3	4	3	0
ACACA	3278	3851	3893	2942	2708	2436
ACACB	190	233	278	199	180	165
ACAD10	772	871	834	741	728	627
ACAD11	695	708	795	629	570	520
ACAD8	518	631	606	508	555	416
ACAD9	1155	1508	1564	1074	1279	1042
ACAD9-DT	21	17	28	18	20	18
ACADL	101	114	128	107	78	79
ACADM	1102	1357	1389	1200	1152	1077
ACADS	486	501	479	506	493	404
ACADSB	444	631	593	455	512	486
ACADVL	7314	8347	8873	6633	6816	5708
ACAN	4	2	6	1	0	0
ACAP1	104	82	92	98	70	88
ACAP2	638	768	789	764	700	686
ACAP2-IT1	0	2	0	1	0	0
ACAP3	1056	1277	1292	1147	1225	914
ACAT1	891	1181	1222	1006	948	866
ACAT2	2424	2871	2944	1931	1903	1680
ACBD3	1373	1580	1692	1573	1403	1404
ACBD3-AS1	4	6	6	0	3	4
ACBD4	383	394	409	319	387	291
ACBD5	868	1044	1090	931	865	777
ACBD6	1705	2165	2286	1751	1784	1422
ACBD7	52	51	71	53	61	61
ACCS	904	918	948	775	919	776
ACCSL	0	0	0	0	0	0
ACD	459	535	515	440	469	406
ACE	6	14	15	10	13	11
ACE2	64	125	44	26	33	35
ACE3P	0	0	0	0	0	0
ACER1	1	0	1	1	0	0
ACER2	70	144	121	104	82	84
ACER2P1	0	0	0	0	0	0
ACER3	415	620	522	496	474	451
ACHE	46	46	35	39	30	42
ACIN1	6261	7605	8261	5851	5710	4883
ACKR1	0	0	0	0	0	0
ACKR2	12	19	11	9	5	18
ACKR3	543	612	623	567	542	461
ACKR4	4	4	1	5	2	2
ACKR4P1	0	0	0	0	0	0
ACLY	5635	6915	6797	4883	5070	4415
ACMSD	19	27	36	11	19	13
ACNATP	0	1	0	2	0	0
ACO1	2045	2672	2584	1957	1985	1743
ACO2	2484	3076	2943	2274	2397	2120
ACOD1	0	0	0	0	0	0
ACOT1	1	0	0	0	0	0
ACOT11	149	157	167	137	159	150
ACOT12	22	17	20	15	8	16
ACOT13	1294	1578	1737	1136	1232	1154
ACOT2	1	7	4	2	1	2
ACOT4	0	0	0	0	0	0
ACOT6	1	0	1	1	3	0
ACOT7	904	1042	896	766	859	705
ACOT8	479	547	524	434	501	403
ACOT9	831	968	922	738	690	589
ACOX1	916	1128	1104	971	918	830
ACOX2	589	708	640	595	627	509
ACOX3	608	648	616	526	626	522
ACOXL	157	238	193	173	180	152
ACOXL-AS1	20	33	35	23	24	23
ACP1	3859	4672	4668	4104	4148	3589
ACP2	888	1108	1127	830	955	717
ACP3	185	210	308	143	138	164
ACP4	1	0	4	1	2	2
ACP5	10	12	12	14	10	7
ACP6	874	1096	1143	792	808	738
ACP7	1	5	1	2	0	4
ACR	0	0	0	4	0	0
ACRBP	14	18	19	5	9	11
ACRP1	0	0	0	0	0	1
ACRV1	133	168	149	103	125	99
ACSBG1	9	9	12	17	5	17
ACSBG2	2	7	4	3	4	6
ACSF2	1267	1577	1531	1324	1339	1119
ACSF3	618	783	749	637	633	569
ACSL1	2704	3504	3568	2770	2526	2306
ACSL3	2815	3687	4089	3119	3033	2815
ACSL3-AS1	1	0	0	4	0	0
ACSL4	1687	2171	2454	1771	1667	1667
ACSL5	3494	4612	4559	2660	2594	2629
ACSL6	1	1	3	0	4	2
ACSL6-AS1	0	0	0	0	0	0
ACSM1	51	43	46	36	39	33
ACSM2A	1	6	3	5	1	6
ACSM2B	7	8	14	10	10	15
ACSM3	339	427	533	384	390	308
ACSM4	1	0	0	0	0	0
ACSM5	0	0	0	0	0	0
ACSM5P1	0	0	0	0	0	0
ACSM6	7	13	6	9	8	7
ACSS1	94	95	101	110	106	68
ACSS2	2377	2981	3058	2210	2040	1824
ACSS3	2805	3721	3961	3183	2977	2453
ACTA1	3	4	1	1	0	0
ACTA2	1370	1737	2115	1213	1150	983
ACTA2-AS1	12	23	16	7	6	12
ACTB	70271	84005	72256	62119	65006	54890
ACTBL2	1	1	0	2	1	1
ACTBP1	1	0	1	2	1	0
ACTBP11	1	1	1	1	0	2
ACTBP12	0	0	0	0	0	0
ACTBP14	0	1	2	1	2	0
ACTBP15	1	1	5	3	0	4
ACTBP2	0	1	3	0	3	2
ACTBP4	1	1	0	1	0	0
ACTBP6	1	2	2	1	1	0
ACTBP7	6	5	1	3	2	4
ACTBP8	2	1	1	2	1	1
ACTBP9	1	1	0	1	0	0
ACTC1	5	0	4	2	3	6
ACTE1P	0	0	1	0	0	0
ACTG1	128732	141978	128868	122945	129731	105177
ACTG1P1	15	16	10	11	13	6
ACTG1P10	2	10	7	4	8	7
ACTG1P11	0	1	0	2	1	0
ACTG1P12	0	0	0	1	1	1
ACTG1P13	0	0	0	0	0	0
ACTG1P14	0	2	1	5	3	5
ACTG1P15	3	0	0	0	0	0
ACTG1P16	0	1	0	1	0	0
ACTG1P17	7	9	6	1	9	2
ACTG1P18	0	0	0	0	0	0
ACTG1P19	0	1	0	0	0	0
ACTG1P2	0	1	0	2	1	0
ACTG1P20	2	4	1	2	4	5
ACTG1P21	2	5	5	7	1	1
ACTG1P22	1	2	2	1	1	3
ACTG1P23	0	1	1	0	1	0
ACTG1P24	5	1	4	5	7	1
ACTG1P25	39	45	41	36	40	45
ACTG1P3	2	4	1	2	3	2
ACTG1P4	0	0	0	1	4	2
ACTG1P9	15	17	4	13	15	14
ACTG2	24	24	36	20	27	20
ACTL10	5	4	3	4	0	8
ACTL11P	0	0	1	0	0	0
ACTL6A	1592	1881	1876	1455	1453	1330
ACTL6B	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0
ACTL8	0	0	2	0	0	1
ACTL9	0	0	0	0	0	0
ACTN1	4110	4868	5018	3504	3629	3084
ACTN1-DT	0	1	0	0	1	2
ACTN2	21	25	21	17	12	7
ACTN3	4	2	2	0	3	0
ACTN4	9697	11454	11563	8712	9022	7530
ACTN4P1	0	0	0	0	0	0
ACTN4P2	0	0	0	0	0	0
ACTP1	0	0	1	0	1	0
ACTR10	1992	2165	2128	1929	2036	1829
ACTR1A	2737	3435	3343	2403	2571	2102
ACTR1AP1	0	0	0	0	0	0
ACTR1B	2059	2087	1903	1941	1951	1639
ACTR2	4551	5548	5903	5120	4930	4691
ACTR3	3575	4145	4627	3703	3535	3370
ACTR3-AS1	1	10	5	2	2	5
ACTR3B	385	413	423	323	355	337
ACTR3BP1	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0
ACTR3C	15	32	17	16	19	12
ACTR3P2	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0
ACTR5	220	332	308	233	251	216
ACTR6	535	578	660	670	680	687
ACTR6P1	0	0	0	0	0	0
ACTR8	864	1101	1184	847	736	751
ACTRT1	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0
ACTRT3	2	1	0	1	2	0
ACVR1	419	567	564	432	426	403
ACVR1B	1067	1271	1343	1030	990	985
ACVR1C	14	33	42	27	34	36
ACVR2A	299	407	358	370	413	336
ACVR2B	495	649	652	531	585	480
ACVR2B-AS1	26	24	28	22	25	24
ACVRL1	15	12	27	17	9	9
ACY1	382	459	373	353	385	276
ACY3	6	9	5	6	6	7
ACYP1	228	284	302	228	208	206
ACYP2	178	202	174	190	189	162
ADA	297	329	356	218	247	216
ADA2	1773	2304	2014	1626	1859	1617
ADAD1	0	1	0	1	0	0
ADAD1P2	0	0	0	0	0	0
ADAD2	0	1	2	0	1	2
ADAL	273	288	323	195	243	215
ADAM10	2829	3557	3608	3108	3121	2917
ADAM11	23	33	43	27	41	26
ADAM12	45	67	49	41	37	40
ADAM15	2062	2321	1957	2017	2131	1712
ADAM17	1275	1492	1553	1264	1200	1153
ADAM18	0	0	2	3	0	0
ADAM19	462	467	579	342	345	280
ADAM1A	14	23	22	13	5	1
ADAM1B	2	1	2	4	3	3
ADAM2	66	96	89	98	80	83
ADAM20	0	3	0	1	1	0
ADAM20P1	1	5	1	6	3	3
ADAM20P2	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0
ADAM21	0	4	2	1	2	1
ADAM21P1	0	0	0	0	0	0
ADAM22	285	429	487	353	332	338
ADAM23	60	104	114	70	53	62
ADAM24P	0	0	0	0	0	0
ADAM28	148	202	252	133	142	144
ADAM29	0	1	0	0	1	0
ADAM30	0	0	0	0	0	0
ADAM32	103	137	141	116	81	109
ADAM33	121	159	172	157	166	79
ADAM3A	0	0	0	0	0	0
ADAM3B	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0
ADAM7-AS1	0	0	0	0	0	0
ADAM7-AS2	0	0	1	0	0	0
ADAM8	253	290	245	138	190	155
ADAM9	4666	5412	6025	4758	4479	4542
ADAMDEC1	0	0	1	0	0	0
ADAMTS1	1888	2053	2462	1552	1611	1421
ADAMTS10	297	320	376	272	260	224
ADAMTS12	414	450	492	338	325	301
ADAMTS13	114	128	126	100	132	114
ADAMTS14	20	24	23	23	12	16
ADAMTS15	6	12	23	19	8	11
ADAMTS16	272	248	236	219	229	183
ADAMTS16-DT	152	131	153	121	111	107
ADAMTS17	6	18	14	10	13	9
ADAMTS18	42	41	61	34	44	53
ADAMTS19	1695	2419	2390	2020	2129	1950
ADAMTS19-AS1	57	62	71	73	66	59
ADAMTS2	384	468	580	408	343	304
ADAMTS20	193	193	271	177	152	126
ADAMTS3	126	191	145	119	119	90
ADAMTS4	45	58	89	39	51	37
ADAMTS5	270	441	410	317	284	336
ADAMTS6	251	325	354	304	274	242
ADAMTS7	913	990	1121	739	875	628
ADAMTS7P1	15	17	22	24	20	15
ADAMTS7P3	6	3	1	4	3	4
ADAMTS7P4	27	28	46	29	25	23
ADAMTS8	14	14	21	10	15	7
ADAMTS9	2501	3369	3514	2190	2126	1827
ADAMTS9-AS1	6	4	10	7	3	7
ADAMTS9-AS2	83	120	119	78	100	69
ADAMTSL1	736	822	847	605	599	503
ADAMTSL2	91	54	75	57	71	47
ADAMTSL3	36	37	36	33	24	24
ADAMTSL4	73	87	99	75	67	75
ADAMTSL4-AS1	0	0	5	1	0	0
ADAMTSL4-AS2	2	4	2	1	3	0
ADAMTSL5	17	19	11	8	11	11
ADAP1	223	255	243	252	262	218
ADAP2	22	21	25	15	19	16
ADAR	5813	7377	7355	5319	5204	4941
ADARB1	386	548	553	379	326	326
ADARB2	15	9	10	11	7	7
ADARB2-AS1	0	0	0	0	0	0
ADAT1	305	388	402	245	279	239
ADAT2	279	346	319	313	258	267
ADAT3	94	124	117	119	133	88
ADCK1	70	98	95	83	100	65
ADCK2	806	942	817	926	913	648
ADCK5	206	162	186	176	216	140
ADCY1	68	99	90	69	66	49
ADCY10	5	7	3	4	3	0
ADCY10P1	78	88	78	54	78	67
ADCY2	244	271	285	227	201	190
ADCY3	645	690	734	639	586	531
ADCY4	18	11	15	6	12	0
ADCY5	26	38	39	19	21	21
ADCY6	2588	3007	2916	2454	2396	2071
ADCY6-DT	6	10	14	7	5	6
ADCY7	1372	1662	1476	1420	1320	1136
ADCY8	93	93	129	92	103	91
ADCY9	265	322	368	272	236	237
ADCYAP1	22	18	24	17	13	22
ADCYAP1R1	1	0	2	0	1	2
ADD1	4546	5861	5585	4264	4300	3668
ADD2	48	45	57	46	33	41
ADD3	3775	4683	5695	4382	4285	3898
ADD3-AS1	21	32	40	16	19	16
ADGB	2	2	4	5	2	1
ADGB-DT	0	0	0	0	0	0
ADGRA1	0	3	0	1	4	3
ADGRA1-AS1	0	1	0	0	1	0
ADGRA2	1107	1305	1472	1067	1050	768
ADGRA3	1984	2427	2446	1691	1830	1675
ADGRA3P1	29	46	47	18	26	29
ADGRB1	8	13	13	14	6	4
ADGRB2	226	244	261	186	213	157
ADGRB3	52	72	82	60	56	40
ADGRB3-DT	10	11	23	9	5	11
ADGRD1	10	13	12	9	12	6
ADGRD1-AS1	0	0	0	0	0	0
ADGRD2	5	3	4	4	2	0
ADGRE1	0	0	0	0	0	0
ADGRE2	3	5	7	2	2	7
ADGRE3	0	0	0	0	0	0
ADGRE4P	1	2	1	3	0	0
ADGRE5	109	109	101	93	103	93
ADGRF1	5	6	6	4	3	8
ADGRF2	31	35	46	23	17	19
ADGRF3	13	31	27	27	27	31
ADGRF4	180	153	157	88	126	96
ADGRF5	1045	1378	1507	1197	1179	1127
ADGRF5-AS1	0	0	0	0	0	0
ADGRF5P1	2	1	1	5	4	4
ADGRF5P2	0	0	0	0	0	0
ADGRG1	825	885	879	643	837	736
ADGRG2	246	314	413	232	257	210
ADGRG3	0	0	1	1	1	0
ADGRG4	0	0	1	0	0	0
ADGRG5	66	102	96	47	55	65
ADGRG6	2683	3285	3112	2833	2443	2468
ADGRG7	2	6	1	1	3	0
ADGRL1	555	618	680	473	562	425
ADGRL1-AS1	74	87	93	66	70	52
ADGRL2	2135	2611	2851	2118	1950	1987
ADGRL3	356	417	451	361	318	279
ADGRL3-AS1	0	0	0	0	0	0
ADGRL4	6	1	4	0	3	3
ADGRV1	894	1135	1151	1021	866	836
ADH1A	2	1	0	1	0	0
ADH1B	0	5	4	4	1	2
ADH1C	1	9	2	2	2	1
ADH4	1	2	2	1	2	2
ADH5	6401	7496	7268	6491	6367	5671
ADH5P2	0	1	0	1	0	0
ADH5P3	0	0	0	1	0	0
ADH5P4	2	2	2	2	4	0
ADH5P5	0	0	0	0	0	0
ADH6	32	50	59	33	38	21
ADH7	0	0	1	0	0	0
ADHFE1	207	205	228	176	189	162
ADI1	726	806	856	723	684	589
ADI1P1	0	0	0	0	0	0
ADI1P2	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0
ADIG	0	0	0	0	0	0
ADIPOQ	0	1	1	0	0	2
ADIPOQ-AS1	2	1	3	3	2	1
ADIPOR1	2312	2957	2923	2214	2302	1900
ADIPOR1P1	1	0	0	1	0	0
ADIPOR1P2	0	1	0	0	0	0
ADIPOR2	2034	2686	2558	1982	1830	1766
ADIRF	2	0	2	6	0	3
ADIRF-AS1	133	156	152	135	138	125
ADK	1712	2238	2043	1817	1627	1672
ADM	1477	1775	1543	1368	1365	1146
ADM-DT	4	4	3	4	6	7
ADM2	90	104	114	68	69	73
ADM5	16	15	9	5	15	8
ADNP	3357	4269	4139	3222	3311	3191
ADNP-AS1	15	13	12	13	19	11
ADNP2	1039	1212	1278	1127	1105	1006
ADO	637	761	765	722	764	738
ADORA1	18	13	16	9	5	9
ADORA2A	27	32	28	27	27	27
ADORA2A-AS1	16	13	14	11	6	11
ADORA2B	195	265	273	217	211	157
ADORA2BP1	0	0	0	0	0	0
ADORA3	1	0	0	0	0	0
ADPGK	2364	2666	2688	2033	2105	1967
ADPGK-AS1	11	15	6	8	10	11
ADPRH	138	191	186	147	159	137
ADPRHL1	43	44	20	33	30	31
ADPRM	399	475	517	363	412	380
ADPRS	1219	1378	1291	1192	1320	1039
ADRA1A	0	5	1	2	1	0
ADRA1B	11	10	7	9	8	11
ADRA1D	1	2	1	1	1	1
ADRA2A	263	383	399	283	332	258
ADRA2B	7	1	3	6	2	1
ADRA2C	15	15	24	34	26	18
ADRB1	60	83	61	79	43	63
ADRB2	126	174	111	117	97	105
ADRB3	6	9	7	11	6	3
ADRM1	2037	2329	2319	1936	2093	1489
ADSL	2897	3442	3326	2737	2819	2459
ADSS1	184	200	216	130	156	146
ADSS2	1144	1251	1404	1177	1185	1161
ADTRP	16	41	38	22	24	17
AEBP1	648	815	923	578	613	509
AEBP2	576	708	734	764	658	691
AEN	1286	1521	1396	1071	1099	912
AFAP1	1788	2093	2007	1648	1525	1472
AFAP1-AS1	88	95	73	79	43	60
AFAP1L1	70	74	118	56	60	44
AFAP1L2	353	343	359	334	356	308
AFDN	4339	5649	5490	4429	4033	4031
AFDN-DT	117	134	121	122	120	101
AFF1	754	989	1101	843	698	690
AFF2	174	226	285	229	149	186
AFF2-IT1	0	0	0	0	0	0
AFF3	310	380	460	319	302	289
AFF4	2531	3506	3617	3024	2752	2716
AFF4-DT	0	0	0	0	0	0
AFG1L	173	258	211	167	190	170
AFG3L1P	206	287	274	192	203	172
AFG3L2	1615	2005	2030	1521	1570	1399
AFG3L2P1	0	1	0	0	0	0
AFM	23	21	18	13	5	15
AFMID	516	603	459	453	449	364
AFP	715	1433	681	453	170	269
AFTPH	894	1191	1181	943	963	876
AFTPH-DT	7	8	4	7	8	4
AGA	300	399	354	324	373	333
AGA-DT	9	10	10	6	10	6
AGAP1	1094	1372	1330	1136	995	892
AGAP1-IT1	4	5	7	5	5	6
AGAP10P	16	23	24	22	38	23
AGAP11	4	2	0	6	0	0
AGAP12P	16	6	18	18	6	14
AGAP13P	45	54	58	35	32	43
AGAP14P	23	20	29	23	25	13
AGAP2	9	13	14	7	7	11
AGAP2-AS1	15	44	21	25	15	17
AGAP3	1487	1733	1675	1446	1478	1156
AGAP4	335	429	382	310	306	255
AGAP5	84	135	158	118	132	117
AGAP6	237	310	337	224	275	183
AGAP7P	0	3	0	0	0	3
AGAP9	129	145	145	95	101	93
AGBL1	5	2	2	2	6	0
AGBL1-AS1	0	0	1	0	0	0
AGBL2	56	64	78	60	52	54
AGBL3	74	83	88	90	125	105
AGBL4	4	4	0	4	5	0
AGBL4-AS1	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
AGBL5	1520	1942	1775	1422	1395	1255
AGBL5-AS1	0	0	0	0	1	1
AGBL5-IT1	0	1	1	1	2	2
AGER	365	437	411	367	400	303
AGFG1	1433	1828	1813	1432	1518	1369
AGFG2	205	267	234	226	223	154
AGGF1	1129	1349	1421	1269	1297	1133
AGGF1P1	0	5	9	2	4	5
AGGF1P10	0	5	2	2	2	0
AGGF1P2	3	5	2	4	3	2
AGGF1P3	2	2	0	2	4	4
AGGF1P4	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0
AGK	1127	1353	1383	1034	1038	945
AGK-DT	1	2	3	0	1	2
AGKP1	0	0	0	0	0	0
AGKP2	0	0	0	1	0	0
AGL	815	1098	1242	1004	977	906
AGMAT	42	39	55	51	36	37
AGMO	15	7	17	19	15	12
AGO1	1337	1644	1698	1311	1206	1205
AGO2	1252	1492	1506	1198	1040	1047
AGO3	542	732	666	580	569	510
AGO4	676	855	939	706	647	583
AGPAT1	1985	2500	2313	1870	2033	1754
AGPAT2	2987	3456	3376	3139	3268	2469
AGPAT3	1995	2498	2387	1864	1869	1716
AGPAT4	792	905	969	781	725	602
AGPAT5	1822	2326	2316	2232	2124	1928
AGPAT5P1	0	0	0	0	0	0
AGPS	1283	1439	1499	1317	1310	1254
AGR2	1425	2176	2002	1045	1246	1478
AGR3	57	58	68	41	32	68
AGRN	11229	12185	11291	11312	11887	9316
AGRP	0	0	0	0	0	0
AGT	42	59	56	45	45	32
AGTPBP1	971	1304	1344	1031	1049	937
AGTR1	8	16	15	7	7	6
AGTR2	4	8	5	2	3	11
AGTRAP	702	724	653	638	760	563
AGXT	0	0	1	1	0	0
AGXT2	0	0	0	1	1	0
AHCTF1	1634	2031	2262	1496	1466	1423
AHCTF1P1	2	1	3	0	3	1
AHCY	7111	8253	8223	7051	7182	6171
AHCYL1	3450	4251	4373	3090	3007	2730
AHCYL2	694	770	845	551	549	520
AHCYP2	0	0	1	0	0	0
AHCYP3	1	0	0	0	0	0
AHCYP4	0	0	0	0	0	0
AHCYP5	0	0	0	0	0	0
AHCYP7	0	0	2	0	1	0
AHCYP8	0	0	0	0	0	0
AHDC1	1167	1326	1248	1175	1177	958
AHI1	708	913	922	708	648	658
AHI1-DT	36	33	17	16	29	26
AHNAK	6960	8208	8424	6387	5049	5381
AHNAK2	1187	1218	1120	1023	894	949
AHR	839	1113	1163	918	955	1000
AHRR	65	48	82	76	67	57
AHSA1	2548	2999	3112	2193	2229	1948
AHSA2P	2478	2995	3073	2253	2410	2153
AHSG	11	20	18	4	4	13
AHSP	0	0	1	0	0	0
AICDA	1	6	0	1	1	3
AIDA	1999	2337	2498	1960	2098	1908
AIDAP1	0	0	1	0	0	1
AIDAP2	9	13	15	10	6	10
AIDAP3	0	0	0	0	0	0
AIF1	10	5	0	0	0	0
AIF1L	1202	1422	1654	1152	1226	1020
AIFM1	949	1325	1317	948	948	812
AIFM1P1	0	0	0	0	0	0
AIFM2	832	958	935	737	729	581
AIFM3	17	18	24	18	12	14
AIG1	768	958	955	784	833	714
AIG1P1	0	0	0	0	0	0
AIM2	17	26	31	9	17	18
AIMP1	1965	2115	2272	1810	1822	1666
AIMP1P1	0	0	0	0	0	0
AIMP1P2	0	0	0	0	0	0
AIMP2	329	389	341	252	308	249
AIP	1211	1433	1469	1153	1222	935
AIPL1	2	0	0	1	0	0
AIRE	1	0	1	0	0	1
AIRN	1	0	1	2	1	1
AJAP1	1	2	7	0	3	6
AJM1	475	500	555	530	462	379
AJUBA	3513	3825	3294	3564	3199	2944
