	GSM3711931	GSM3711932	GSM3711933	GSM3711934	GSM3711935	GSM3711936	GSM3711937	GSM3711938
1700084M14Rik	2	6	4	0	1	126	1	2
1700086D15Rik	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	13	0	0	82	0	0
1700088E04Rik	291	337	388	376	274	496	277	354
1700091H14Rik	0	0	0	0	0	4	0	0
1700092M07Rik	5	7	4	0	1	66	8	6
1700093K21Rik	5	3	11	22	8	120	10	7
1700102P08Rik	3	10	6	4	6	26	7	7
1700109H08Rik	42	25	48	53	34	58	59	36
1700110I07Rik	0	0	0	0	0	0	0	0
1700112E06Rik	957	1217	546	598	1015	771	951	1013
1700113H08Rik	13	10	8	26	19	42	18	8
1700122O11Rik	0	0	0	0	0	2	0	0
1700123I01Rik	0	6	2	4	10	6	6	0
1700123K08Rik	0	0	0	4	0	4	0	0
1700123L14Rik	3	5	3	2	0	304	0	1
1700123O20Rik	1431	1805	1781	1700	1919	1799	1542	1880
1700125H20Rik	0	2	0	1	0	23	1	1
1700128F08Rik	4	8	11	10	14	13	16	11
1700129C05Rik	0	0	0	0	0	152	0	0
1810009A15Rik	1066	1495	1039	979	1016	1042	1057	1060
1810009J06Rik	0	0	0	0	0	0	0	0
1810010H24Rik	150	124	187	239	102	165	132	91
1810011H11Rik	204	180	329	259	193	151	360	251
1810011O10Rik	3432	1998	3064	3134	4145	2059	3825	3429
1810013L24Rik	3954	4136	3820	3830	3953	3877	4209	3862
1810018F18Rik	1	0	0	1	0	0	4	2
1810022K09Rik	2056	2856	2182	2291	2040	2600	1560	2236
1810024B03Rik	82	62	88	108	128	89	62	95
1810026J23Rik	2406	2267	2172	2339	2424	2376	2714	2329
1810030O07Rik	1804	1835	1699	1671	1959	1569	1977	2077
1810032O08Rik	113	81	173	119	106	119	151	125
1810037I17Rik	4878	4813	3718	3735	5176	3285	4428	4579
1810041L15Rik	6	14	11	2	11	14	4	2
1810043G02Rik	1499	1923	1631	1926	1548	1885	1568	1587
1810043H04Rik	639	821	625	776	908	787	711	931
1810046K07Rik	3	0	2	3	5	7	6	2
1810049J17Rik	56	87	67	85	88	67	71	80
1810055G02Rik	953	1611	1191	949	1098	964	929	922
1810062G17Rik	47	71	74	114	52	121	61	75
1810065E05Rik	0	4	0	0	0	2	2	0
2010001K21Rik	24	39	18	9	46	44	10	16
2010003K11Rik	728	1331	980	770	1019	1407	683	912
2010005H15Rik	5	9	4	4	3	2	2	5
2010010A06Rik	0	5	0	1	1	0	5	1
2010106E10Rik	0	5	0	6	0	11	0	0
2010107E04Rik	2830	4179	3071	2864	3907	4077	2862	3555
2010107G12Rik	153	420	72	40	179	70	53	111
2010107G23Rik	82	140	94	49	126	67	60	91
2010109A12Rik	1	3	5	4	7	1	1	2
2010109I03Rik	47	37	63	47	35	44	69	63
2010111I01Rik	450	656	793	561	814	471	544	1267
2010300C02Rik	307	491	196	82	500	279	108	241
2010315B03Rik	378	384	347	352	344	355	360	372
2200002D01Rik	190	190	188	138	220	178	144	162
2200002J24Rik	0	0	0	1	1	5	0	0
2210010C04Rik	2	3	3	1	1	2	1	0
2210011C24Rik	71	30	29	23	44	26	100	29
2210013O21Rik	877	880	1070	1049	1215	934	922	1063
2210016F16Rik	3548	5393	3578	3429	3860	4238	3037	3818
2210016L21Rik	1252	1276	1450	1502	1272	1412	1291	1415
2210017I01Rik	0	0	1	0	2	0	0	6
2210404O09Rik	272	228	282	272	254	220	185	268
2210407C18Rik	0	0	0	0	0	2	0	0
2210408I21Rik	443	323	378	431	312	347	343	344
2210409E12Rik	0	0	0	0	0	0	0	0
2210418O10Rik	1041	1320	947	855	909	1066	877	996
2300002M23Rik	0	0	7	0	0	89	0	1
2300003K06Rik	0	0	0	0	0	0	0	0
2300009A05Rik	505	524	480	671	472	619	554	540
2310002L09Rik	0	0	4	0	1	4	3	0
2310003L06Rik	0	0	0	0	0	0	0	0
2310007B03Rik	0	7	34	0	5	62	0	1
2310009B15Rik	277	317	300	346	336	359	287	332
2310011J03Rik	3041	3306	2922	3224	3269	3253	3096	3404
2310022A10Rik	618	682	737	695	831	702	655	1090
2310022B05Rik	2173	3021	2416	2316	2805	2228	1858	2525
2310030G06Rik	58	104	75	46	117	103	22	65
2310033P09Rik	653	624	647	632	682	514	614	696
2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	40	34	49	39	41	84	54	31
2310035C23Rik	1356	1313	1551	1391	1334	1326	1376	1452
2310036O22Rik	2302	3196	3007	2742	3324	3284	2265	3433
2310039H08Rik	752	1197	1044	1103	778	1345	808	873
2310046K23Rik	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0
2310057M21Rik	541	583	496	517	523	423	559	441
2310057N15Rik	0	0	0	0	0	0	0	0
2310061I04Rik	1291	1725	1228	1346	1309	2129	1369	1525
2310061N02Rik	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0
2410002F23Rik	1154	1175	1615	1512	1353	1463	1711	1586
2410004B18Rik	829	1035	799	784	967	872	721	946
2410004P03Rik	22	41	181	33	33	481	27	55
2410015M20Rik	4531	5551	3978	4318	4346	5065	4194	4104
2410016O06Rik	256	243	317	275	251	289	242	290
2410024N13Rik	0	0	0	0	0	0	0	1
2410089E03Rik	1100	1100	1028	979	997	850	1175	971
2410131K14Rik	1494	1677	1240	1204	1469	1446	1493	1370
2410137M14Rik	1	0	0	1	0	2	0	0
2410141K09Rik	16	6	23	9	8	12	18	10
2510002D24Rik	782	748	676	693	729	519	617	770
2510009E07Rik	2169	2335	2176	1847	2371	2349	1962	2379
2510039O18Rik	2891	3067	3529	3435	3389	3308	3056	3843
2610001J05Rik	2117	2390	2264	2158	2303	2254	1888	2422
2610002M06Rik	1032	902	888	890	942	753	956	882
2610005L07Rik	581	432	547	430	550	429	670	416
2610008E11Rik	1044	834	1007	901	872	752	991	864
2610020H08Rik	509	397	393	470	442	322	668	427
2610021A01Rik	537	373	365	294	332	344	336	369
2610024D14Rik	0	0	0	0	0	0	0	0
2610028H24Rik	2	0	22	0	0	55	0	2
2610042L04Rik	0	0	10	0	7	7	3	9
2610044O15Rik8	1177	1043	1166	1086	1063	903	898	1118
2610301B20Rik	693	777	764	659	812	784	713	730
2610305D13Rik	711	591	1005	725	710	690	476	541
2610318N02Rik	2	4	9	2	2	517	2	10
2610507B11Rik	20511	18984	18141	16579	20732	16599	21085	16015
2610524H06Rik	138	203	272	234	262	253	128	269
2610528A11Rik	21	13	17	22	27	23	12	14
2610528J11Rik	0	0	15	0	0	63	0	1
2700029M09Rik	940	1226	949	883	878	1254	791	1067
2700049A03Rik	287	286	231	214	271	338	310	288
2700060E02Rik	6181	8767	6690	6786	7374	9601	5995	6917
2700062C07Rik	615	710	542	642	634	563	553	509
2700081O15Rik	2154	2537	2506	2469	2381	2880	3031	2508
2700094K13Rik	716	868	732	785	786	962	747	783
2700097O09Rik	340	319	349	260	355	277	336	286
2700099C18Rik	15	19	37	43	46	40	24	59
2810004N23Rik	1137	1537	714	878	709	950	1025	1095
2810006K23Rik	802	966	672	743	719	752	753	746
2810021J22Rik	286	219	188	212	229	165	289	219
2810025M15Rik	591	514	708	673	625	696	668	697
2810039B14Rik	147	118	128	103	109	106	105	113
2810047C21Rik1	17	14	11	11	10	15	21	3
2810403A07Rik	2598	1809	2453	2087	2054	2089	2478	2533
2810408A11Rik	31	21	34	37	22	242	25	26
2810417H13Rik	131	131	230	102	272	211	118	330
2810428I15Rik	2967	4163	3525	3611	4018	4093	2798	4419
2810459M11Rik	233	103	161	220	72	141	166	89
2810474O19Rik	2169	1401	3024	2307	2678	1557	1846	2479
2900011O08Rik	0	0	1	0	0	8	0	1
2900026A02Rik	3530	2267	3364	2173	2737	2197	3288	2111
2900055J20Rik	0	0	1	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	29	0	0
3000002C10Rik	145	177	126	98	125	166	131	130
3010026O09Rik	127	268	171	257	171	330	151	167
3100002H09Rik	0	0	0	0	0	0	0	1
3110001I22Rik	87	61	68	59	68	60	69	84
3110002H16Rik	2950	3619	3380	2978	3330	2770	3058	2937
3110009E18Rik	67	91	70	98	68	132	78	85
3110018I06Rik	0	0	0	0	0	0	0	0
3110021N24Rik	6	0	16	10	4	6	7	8
3110035E14Rik	11	5	5	4	13	5	15	3
3110040N11Rik	968	1125	855	919	971	916	796	934
3110043O21Rik	9544	9315	5860	5407	7878	5443	7706	9219
3110052M02Rik	124	130	125	74	132	113	146	134
3110053B16Rik	110	173	173	185	174	195	85	127
3110062M04Rik	452	472	544	424	455	461	643	464
3110067C02Rik	3	0	5	2	8	3	10	3
3110070M22Rik	31	18	48	56	52	50	54	44
3110079O15Rik	0	1	0	0	0	0	0	0
3110082I17Rik	206	231	264	286	263	331	227	234
3110082J24Rik	0	0	0	0	0	0	0	0
3300002I08Rik	87	46	61	57	87	45	65	78
3425401B19Rik	55	50	119	77	61	92	57	79
3632451O06Rik	295	341	302	299	447	190	116	234
3830403N18Rik	46	50	32	14	68	48	24	16
3830406C13Rik	1989	2088	1970	1750	2200	1654	1878	2022
3830408C21Rik	6	10	13	21	16	14	17	14
3830417A13Rik	1	0	4	5	1	13	9	2
4430402I18Rik	321	589	688	882	507	924	408	547
4833418N17Rik	0	1	0	0	0	0	0	1
4833420G17Rik	1220	1171	1420	1373	1271	1245	1375	1604
4833423E24Rik	0	0	0	0	0	0	0	0
4833427G06Rik	1	0	25	0	1	132	1	1
4833439L19Rik	7940	7099	6901	6862	7706	6187	7753	6895
4921501E09Rik	0	0	0	0	0	19	0	0
4921504E06Rik	0	0	0	0	0	16	0	0
4921507P07Rik	68	44	74	85	42	257	59	48
4921508M14Rik	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	6	0	0
4921511C20Rik	0	0	0	0	0	1	0	0
4921511H03Rik	0	0	0	0	0	35	0	0
4921511M17Rik	0	0	0	0	0	7	0	0
4921513D11Rik	1	4	1	1	2	33	1	6
4921513I03Rik	6	5	9	15	6	7	2	8
4921517D22Rik	0	0	0	0	0	6	0	2
4921524J17Rik	511	471	483	520	447	406	426	381
4921524L21Rik	0	0	0	0	0	15	0	0
4921528I07Rik	0	0	0	0	0	14	0	0
4921530L21Rik	0	0	0	0	0	56	0	0
4921536K21Rik	50	94	63	79	64	139	61	54
4921539E11Rik	0	1	0	1	0	45	0	0
4922502D21Rik	0	1	3	0	0	465	0	0
4930402F06Rik	0	0	0	0	0	1	0	0
4930402H24Rik	11117	12606	9163	8001	8801	8686	10709	8237
4930402K13Rik	0	0	0	0	0	5	0	0
4930404H24Rik	0	0	0	0	0	1	0	1
4930404N11Rik	19	48	43	15	30	93	18	75
4930407I10Rik	0	0	0	0	0	110	0	0
4930408O17Rik	0	0	0	0	1	0	2	0
4930412O13Rik	0	0	0	0	0	13	0	0
4930415F15Rik	0	2	6	4	3	47	4	1
4930415H17Rik	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	20	15	16	28	33	60	11	13
4930421P07Rik	0	0	0	0	0	0	0	0
4930426L09Rik	7	9	12	10	13	12	6	10
4930427A07Rik	50	81	58	41	66	110	53	100
4930430A15Rik	0	0	0	0	0	24	0	0
4930430F08Rik	466	433	337	339	371	369	347	373
4930431P19Rik	53	64	81	76	58	82	52	68
4930432E11Rik	0	1	0	0	0	25	1	1
4930432K21Rik	22	12	20	20	15	43	17	18
4930432M17Rik	0	0	0	2	0	0	0	0
4930433I11Rik	0	0	0	0	0	10	0	0
4930435E12Rik	0	0	0	0	0	24	0	0
4930438A08Rik	0	0	2	1	2	0	2	3
4930442H23Rik	0	1	6	1	1	1	2	1
4930444G20Rik	1	0	0	0	0	2	0	0
4930444P10Rik	4	3	11	3	3	34	5	13
4930447A16Rik	0	0	0	0	0	0	0	0
4930447C04Rik	11	5	4	9	4	8	1	5
4930447F04Rik	0	0	0	0	0	2	0	0
4930448K20Rik	0	0	1	0	0	20	0	0
4930449A18Rik	4	3	2	1	3	0	2	1
4930449I24Rik	0	0	0	0	0	0	0	0
4930451G09Rik	63	19	27	30	44	56	59	19
4930451I11Rik	0	0	0	0	0	23	0	0
4930452B06Rik	7	8	13	7	9	36	0	1
4930453N24Rik	2501	3425	2446	2306	2423	3101	2313	2425
4930455H04Rik	5	4	7	6	10	6	6	1
4930465K10Rik	2	2	6	6	6	12	4	2
4930467E23Rik	0	1	0	0	2	0	0	0
4930469B13Rik	0	0	0	0	0	1	0	0
4930470P17Rik	0	0	0	0	0	3	0	0
4930474N05Rik	1	1	0	0	0	7	0	1
4930480E11Rik	0	0	0	0	0	2	0	0
4930486L24Rik	559	372	430	384	358	323	409	362
4930488N24Rik	0	0	0	0	0	5	0	0
4930502E18Rik	70	80	75	26	67	28	45	65
4930503B20Rik	1	0	4	5	0	176	0	0
4930503E14Rik	0	0	0	0	0	2	0	0
4930503H13Rik	0	0	0	0	0	0	0	0
4930503L19Rik	317	214	331	196	295	203	230	316
4930504O13Rik	0	0	0	1	0	42	0	0
4930505A04Rik	32	24	26	32	35	66	21	30
4930507D05Rik	18	13	25	18	13	29	19	21
4930512M02Rik	6	3	5	4	5	3	0	4
4930513O06Rik	0	0	0	0	0	4	0	0
4930515G13Rik	0	1	0	0	0	0	0	0
4930515G16Rik	0	0	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0	0
4930518I15Rik	22	9	18	30	31	17	49	17
4930519F09Rik	1	0	0	0	0	1	0	0
4930519F16Rik	1	0	2	0	3	9	0	0
4930519G04Rik	2	0	8	8	4	16	8	4
4930519P11Rik	3	2	3	2	0	6	2	3
4930522H14Rik	0	0	0	3	0	35	0	0
4930522L14Rik	151	136	154	177	138	125	103	138
4930523C07Rik	3259	2103	3258	3428	2847	1929	3431	2619
4930524B15Rik	4	1	3	0	4	11	2	0
4930524J08Rik	9	11	18	30	20	12	18	14
4930524N10Rik	0	0	0	0	0	6	0	0
4930526A20Rik	30	49	16	27	19	22	15	26
4930529C04Rik	75	58	49	36	46	64	57	60
4930533K18Rik	1	3	2	0	0	0	5	0
4930533O14Rik	2569	3196	2993	2932	3032	3091	2528	3048
4930535I16Rik	0	0	0	0	0	0	0	1
4930538K18Rik	4	6	6	11	1	77	9	4
4930539E08Rik	59	61	67	68	48	69	78	66
4930544D05Rik	0	0	2	0	0	114	0	2
4930544G11Rik	0	0	1	0	2	119	1	0
4930546C10Rik	0	0	0	0	0	0	0	0
4930548H24Rik	11	6	10	7	11	17	11	2
4930549C01Rik	0	0	0	0	0	15	0	0
4930550C14Rik	51	28	32	43	54	42	35	40
4930550L24Rik	4	0	5	2	3	8	2	0
4930553M12Rik	0	0	0	0	0	0	0	0
4930555G01Rik	0	0	0	2	0	0	0	0
4930555K19Rik	0	0	0	0	0	0	0	0
4930556J24Rik	0	0	1	0	1	0	1	0
4930557A04Rik	0	0	0	0	0	21	0	0
4930558C23Rik	0	0	0	0	0	48	0	0
4930558K02Rik	0	0	0	0	0	7	0	0
4930562C15Rik	1	3	11	4	4	42	4	3
4930563D23Rik	0	0	2	1	0	152	1	0
4930563I02Rik	0	0	2	4	2	5	2	3
4930563M21Rik	0	0	0	0	0	2	1	0
4930564D02Rik	0	0	0	0	0	2	0	0
4930567H17Rik	0	0	0	0	0	2	0	0
4930568D16Rik	0	0	0	0	0	4	0	0
4930572O03Rik	0	0	0	0	0	2	0	0
4930578C19Rik	310	180	353	245	246	177	337	152
4930578G10Rik	2	2	7	7	2	14	1	2
4930578I06Rik	0	0	3	0	0	104	0	0
4930579F01Rik	0	0	0	0	1	30	0	1
4930579G24Rik	216	232	204	172	268	278	201	240
4930583I09Rik	0	0	0	0	0	0	0	0
4930590J08Rik	23	11	17	18	18	86	30	19
4930595D18Rik	0	0	2	0	0	1	0	0
4930595M18Rik	0	0	0	0	0	4	0	0
4930596D02Rik	0	0	0	0	0	20	0	0
4931400O07Rik	0	0	0	0	0	6	0	0
4931406B18Rik	0	1	3	2	8	6	0	15
4931406C07Rik	12084	12789	10525	9779	14626	12670	11657	10335
4931406P16Rik	9836	4312	8190	7421	6447	3272	9760	5425
4931408C20Rik	0	0	0	0	0	11	0	0
4931409K22Rik	0	2	0	0	0	37	0	0
4931414P19Rik	255	274	253	232	279	265	277	243
4931417E11Rik	0	0	0	0	0	23	0	0
4931422A03Rik	5	2	10	9	2	12	10	9
4931423N10Rik	0	0	1	0	0	28	0	0
4931428F04Rik	137	177	134	112	155	254	127	114
4931428L18Rik	3	3	4	0	1	15	3	0
4931429L15Rik	0	1	1	0	6	41	0	1
4931431F19Rik	0	0	0	0	0	23	0	0
4931440F15Rik	16	19	15	32	29	54	15	10
4931440P22Rik	69	56	78	95	57	94	79	67
4932411E22Rik	1	3	2	1	2	2	1	0
4932411N23Rik	7	10	7	15	6	11	9	17
4932414N04Rik	6	4	6	8	5	56	9	11
4932415D10Rik	0	0	0	0	2	100	0	0
4932416K20Rik	3	1	1	2	2	19	1	3
4932429P05Rik	0	0	0	0	0	11	0	0
4932431P20Rik	0	0	0	1	1	52	0	0
4932438A13Rik	3736	2889	3129	2507	2694	2672	3435	2431
4932438H23Rik	25	61	18	8	35	35	1	14
4932443I19Rik	20	12	11	8	10	34	7	4
4933400A11Rik	0	2	0	1	0	14	0	0
4933401B06Rik	2	0	0	0	0	2	0	0
4933402D24Rik	1	1	0	1	4	10	1	0
4933402E13Rik	0	0	0	0	0	21	0	0
4933402J07Rik	0	0	2	2	0	183	0	1
4933402N03Rik	0	0	0	1	0	18	0	0
4933402N22Rik	1	0	0	0	0	16	0	0
4933402P03Rik	1	0	4	0	0	262	0	2
4933403O08Rik	0	0	0	0	0	3	0	0
4933405L10Rik	2	2	2	3	0	45	3	6
4933405O20Rik	0	0	1	0	0	39	0	0
4933406J08Rik	0	0	0	0	0	0	0	0
4933406M09Rik	0	1	4	0	1	21	0	0
4933406P04Rik	64	37	53	47	52	59	56	28
4933407L21Rik	3	4	1	1	2	18	2	1
4933408B17Rik	16	6	32	14	30	28	17	24
4933408J17Rik	5	12	9	10	12	18	4	4
4933409G03Rik	0	0	1	0	0	60	0	0
4933411G06Rik	0	0	1	0	0	7	0	0
4933411K16Rik	3	1	11	5	7	571	7	4
4933412A08Rik	49	36	31	50	32	41	31	28
4933412E24Rik	0	0	0	0	0	4	0	0
4933413G19Rik	1	4	0	0	2	14	0	0
4933414I15Rik	0	0	0	0	0	23	0	0
4933415A04Rik	0	0	3	11	3	16	0	3
