	GSM4823246	GSM4823247	GSM4823248	GSM4823249	GSM4823250	GSM4823251
ABHD14B	483	462	453	786	715	1049
ABHD15	632	617	399	497	535	910
ABHD15-AS1	0	0	0	0	0	0
ABHD16A	883	1494	714	352	370	594
ABHD16B	0	0	0	0	0	0
ABHD17A	507	4329	544	567	512	1087
ABHD17AP1	12	47	24	35	16	64
ABHD17AP3	4	18	9	0	0	0
ABHD17AP4	0	6	0	0	0	0
ABHD17AP5	0	0	0	0	0	0
ABHD17AP6	0	0	0	0	0	0
ABHD17AP7	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0
ABHD17B	249	213	227	178	159	103
ABHD17C	199	126	101	16	46	50
ABHD18	325	134	260	370	289	330
ABHD2	2680	4395	3045	9865	12461	12497
ABHD3	884	158	501	312	451	287
ABHD4	305	659	816	196	206	252
ABHD5	760	247	687	402	352	506
ABHD6	623	1040	184	614	640	720
ABHD8	276	165	87	100	93	197
ABI1	1088	306	1183	484	496	298
ABI1P1	0	0	4	0	1	0
ABI2	3947	1006	3514	2766	3103	2723
ABI3	22	643	204	117	136	167
ABI3BP	161	146	295	375	460	144
ABITRAM	254	36	210	133	105	42
ABITRAMP1	0	0	0	1	0	0
ABL1	1934	3900	1211	712	729	897
ABL2	2042	1436	1883	671	861	633
ABLIM1	2340	868	1410	2780	1843	1892
ABLIM2	17	952	123	31	59	62
ABLIM3	78	350	1720	3107	3168	4745
ABO	117	118	190	120	157	96
ABR	723	5783	664	353	582	463
ABR-AS1	2	36	2	4	4	6
ABRA	21	3	8	26	22	8
ABRACL	78	170	139	158	130	113
ABRAXAS1	221	140	300	210	224	130
ABRAXAS2	617	114	240	264	179	160
ABT1	522	197	316	137	96	137
ABT1P1	9	3	8	4	0	5
ABTB1	275	771	500	188	279	520
ABTB2	778	444	336	788	643	1060
ACAA1	1983	1868	1151	3921	5231	7493
ACAA2	1926	218	991	3597	5513	3388
ACAA2P1	7	0	5	5	3	5
ACACA	6567	3392	5401	1427	912	1171
ACACB	3474	4116	9821	11597	10352	14873
ACAD10	1149	1757	1071	780	872	1506
ACAD11	1985	585	805	3063	2535	2617
ACAD8	652	744	490	344	476	723
ACAD9	1572	1739	1743	745	837	1126
ACAD9-DT	111	33	114	31	42	54
ACADL	120	32	507	728	743	485
ACADM	1137	417	1956	1823	2522	1799
ACADS	470	404	296	958	497	1930
ACADSB	7728	302	2043	14342	8715	7579
ACADVL	3630	4565	5220	5942	8233	10415
ACAN	25	172	15	9	9	9
ACAP1	64	392	532	174	316	346
ACAP2	2220	1015	1508	765	912	644
ACAP2-IT1	40	14	37	17	19	6
ACAP3	968	7399	573	298	369	925
ACAT1	4808	289	1494	3730	2840	3192
ACAT2	782	509	843	480	279	469
ACBD3	1496	1040	1199	348	413	245
ACBD3-AS1	48	19	51	15	15	5
ACBD4	278	829	396	556	764	1174
ACBD5	2696	620	1371	1492	1256	1261
ACBD6	832	1102	1175	263	303	273
ACBD7	149	113	219	145	191	92
ACCS	388	1742	370	559	706	595
ACCSL	2	7	5	0	2	0
ACD	148	239	115	66	64	98
ACE	62	157	243	60	94	102
ACE2	325	64	103	228	191	255
ACE3P	0	0	0	0	0	0
ACER1	2	0	3	76	9	47
ACER2	54	46	62	85	75	94
ACER2P1	0	0	0	0	0	0
ACER3	1633	1169	1552	865	898	667
ACHE	23	157	15	25	31	47
ACIN1	3554	3479	3008	1450	1766	1754
ACKR1	0	12	28	4	24	11
ACKR2	119	64	233	313	335	388
ACKR3	389	106	62	29	19	44
ACKR4	214	32	70	257	225	77
ACKR4P1	1	0	0	1	1	0
ACLY	5397	6067	2821	782	697	980
ACMSD	84	12	1400	2260	2238	2664
ACNATP	0	4	23	0	0	125
ACO1	1837	577	2455	3796	2837	3375
ACO2	3529	5657	1585	1175	1455	2224
ACOD1	0	0	0	3	0	0
ACOT1	74	29	161	116	141	275
ACOT11	137	1422	353	157	314	151
ACOT12	638	0	35	723	1910	695
ACOT13	1247	167	685	631	585	569
ACOT2	290	1100	323	401	401	1055
ACOT4	84	107	166	64	71	117
ACOT6	52	10	25	21	33	36
ACOT7	258	660	562	121	112	149
ACOT8	543	283	333	185	178	164
ACOT9	611	621	754	347	402	391
ACOX1	2899	1285	3269	8321	9903	11385
ACOX2	132	26	918	3362	3272	3833
ACOX3	739	626	281	322	388	700
ACOXL	20	62	97	31	57	42
ACOXL-AS1	9	4	24	4	6	1
ACP1	1419	333	761	486	459	421
ACP2	844	1603	690	613	594	858
ACP3	58	986	20	30	41	15
ACP4	26	34	88	13	18	9
ACP5	323	965	278	287	289	411
ACP6	1333	704	1139	478	606	498
ACP7	43	39	59	47	43	40
ACR	0	4	6	8	4	10
ACRBP	3	58	60	11	22	22
ACRP1	0	0	0	0	0	4
ACRV1	11	5	30	1	1	0
ACSBG1	209	29	114	105	136	67
ACSBG2	30	0	21	1	9	3
ACSF2	1197	1373	1700	1491	1195	2258
ACSF3	633	2074	1060	758	705	1001
ACSL1	6980	2453	10084	15402	17634	17882
ACSL3	5721	746	2461	3325	1652	1150
ACSL3-AS1	9	0	0	5	3	5
ACSL4	22405	626	901	452	279	173
ACSL5	63	139	1932	4843	3839	2779
ACSL6	136	188	355	520	154	300
ACSL6-AS1	2	24	9	5	7	7
ACSM1	164	4	801	196	135	910
ACSM2A	327	100	7963	6960	8528	13016
ACSM2B	640	87	9256	10033	9671	8850
ACSM3	431	178	928	2091	1556	1151
ACSM4	3	7	5	7	8	9
ACSM5	16	128	1668	1928	1858	5778
ACSM5P1	1	10	72	9	33	48
ACSM6	52	39	31	99	61	40
ACSS1	470	577	3086	149	233	259
ACSS2	2062	2724	1394	1228	821	1543
ACSS3	2307	196	781	1589	1427	1902
ACTA1	95	8	15	20	22	23
ACTA2	378	2551	443	532	275	385
ACTA2-AS1	19	86	65	39	55	51
ACTB	13962	55589	25687	12821	9743	13779
ACTBL2	0	0	2	0	0	2
ACTBP1	0	0	0	0	0	0
ACTBP11	3	0	31	3	2	5
ACTBP12	0	0	0	0	0	0
ACTBP14	0	0	0	0	0	0
ACTBP15	0	3	0	0	0	0
ACTBP2	0	0	0	0	0	0
ACTBP4	14	5	29	36	27	21
ACTBP6	0	0	0	0	0	0
ACTBP7	2	0	0	0	0	0
ACTBP8	0	4	184	0	0	0
ACTBP9	0	0	0	1	0	0
ACTC1	1	0	0	0	0	0
ACTE1P	18	5	20	4	9	19
ACTG1	10100	30776	9371	4448	3850	4946
ACTG1P1	27	16	65	19	13	26
ACTG1P10	50	153	66	39	29	94
ACTG1P11	0	2	0	0	0	0
ACTG1P12	0	0	0	0	0	0
ACTG1P13	0	0	0	0	0	0
ACTG1P14	24	29	17	23	28	28
ACTG1P15	2	0	4	0	2	4
ACTG1P16	0	2	0	0	0	2
ACTG1P17	51	1	46	40	43	20
ACTG1P18	24	0	11	3	0	0
ACTG1P19	0	14	2	0	0	0
ACTG1P2	0	2	0	0	0	0
ACTG1P20	3	16	15	3	5	2
ACTG1P21	1	0	0	0	0	0
ACTG1P22	17	100	26	8	24	32
ACTG1P23	0	5	0	0	0	0
ACTG1P24	4	8	11	1	0	0
ACTG1P25	190	27	91	23	25	25
ACTG1P3	37	24	37	27	53	44
ACTG1P4	0	1	0	7	0	0
ACTG1P9	18	8	36	19	27	19
ACTG2	45	30	63	46	23	16
ACTL10	44	153	82	23	22	46
ACTL11P	2	0	1	1	3	1
ACTL6A	406	128	435	105	122	89
ACTL6B	5	0	10	12	4	19
ACTL7A	0	0	0	6	2	0
ACTL7B	0	0	0	0	0	0
ACTL8	66	12	0	1	0	0
ACTL9	0	0	0	0	0	0
ACTN1	795	4576	1533	1318	1396	1728
ACTN1-DT	0	2	3	3	1	0
ACTN2	26	699	341	21	22	9
ACTN3	16	11	16	6	0	12
ACTN4	3038	7778	6269	2262	2076	2271
ACTN4P1	0	0	0	0	0	0
ACTN4P2	0	0	0	0	0	0
ACTP1	0	0	0	0	0	0
ACTR10	336	233	348	196	203	169
ACTR1A	1641	3455	948	575	639	746
ACTR1AP1	0	7	0	0	0	0
ACTR1B	439	1005	539	344	337	663
ACTR2	5346	1074	2809	1582	1459	1126
ACTR3	1470	1287	2059	1491	1431	620
ACTR3-AS1	17	28	51	47	49	36
ACTR3B	501	178	394	240	258	291
ACTR3BP1	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0
ACTR3BP4	1	0	0	0	1	0
ACTR3BP5	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0
ACTR3C	941	54	397	665	601	462
ACTR3P2	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0
ACTR5	164	186	251	127	89	129
ACTR6	450	86	219	102	122	101
ACTR6P1	0	0	1	0	0	0
ACTR8	820	356	248	234	228	186
ACTRT1	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0
ACTRT3	33	0	7	13	4	12
ACVR1	866	722	440	708	619	870
ACVR1B	686	673	830	701	659	697
ACVR1C	139	0	81	215	125	51
ACVR2A	742	126	90	459	416	344
ACVR2B	733	1144	903	454	624	1092
ACVR2B-AS1	33	65	82	56	55	89
ACVRL1	71	477	153	90	130	146
ACY1	927	460	278	1538	1172	3034
ACY3	10	23	73	183	128	190
ACYP1	67	47	217	53	81	47
ACYP2	109	141	127	143	166	149
ADA	141	333	384	167	202	178
ADA2	152	1099	2032	422	566	769
ADAD1	0	0	0	0	0	0
ADAD1P2	13	0	1	5	14	6
ADAD2	0	2	1	4	1	8
ADAL	201	97	208	204	204	162
ADAM10	3135	866	1234	1359	1398	934
ADAM11	9	81	13	5	20	17
ADAM12	964	1213	33	26	29	11
ADAM15	447	1443	1888	207	196	354
ADAM17	1310	1004	1063	617	771	522
ADAM18	2	6	4	4	16	4
ADAM19	92	1089	898	279	456	494
ADAM1A	0	0	29	0	8	18
ADAM1B	37	8	41	13	47	20
ADAM2	0	0	0	0	0	0
ADAM20	7	15	20	70	76	35
ADAM20P1	3	27	26	64	97	37
ADAM20P2	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0
ADAM21	1	6	2	23	35	14
ADAM21P1	0	0	2	0	0	2
ADAM22	889	100	518	56	71	16
ADAM23	70	46	41	45	17	18
ADAM24P	0	0	1	0	1	0
ADAM28	79	83	174	96	166	54
ADAM29	9	20	36	5	9	14
ADAM30	4	0	0	2	0	0
ADAM32	1050	403	1021	714	714	402
ADAM33	24	59	53	47	59	31
ADAM3A	9	39	26	17	12	4
ADAM3B	11	4	3	1	0	1
ADAM5	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
ADAM7	0	0	3	0	1	2
ADAM7-AS1	17	4	43	20	26	9
ADAM7-AS2	0	0	0	0	0	0
ADAM8	115	558	223	140	135	363
ADAM9	1306	823	456	509	484	383
ADAMDEC1	1	0	99	8	2	5
ADAMTS1	432	2327	341	520	912	390
ADAMTS10	533	1172	175	314	305	540
ADAMTS12	73	1066	69	239	217	117
ADAMTS13	54	1518	162	605	476	1288
ADAMTS14	2	183	35	12	12	21
ADAMTS15	78	186	15	67	38	16
ADAMTS16	66	19	112	63	59	66
ADAMTS16-DT	27	19	25	14	4	22
ADAMTS17	731	3182	303	797	233	438
ADAMTS18	14	7	10	7	14	5
ADAMTS19	21	0	4	0	0	0
ADAMTS19-AS1	2	0	0	0	3	1
ADAMTS2	58	6534	177	520	490	639
ADAMTS20	0	51	15	0	3	0
ADAMTS3	5	10	5	21	22	10
ADAMTS4	181	1411	318	275	352	221
ADAMTS5	586	449	139	297	311	103
ADAMTS6	94	28	56	27	36	10
ADAMTS7	98	524	62	48	44	69
ADAMTS7P1	0	65	6	1	0	4
ADAMTS7P3	0	16	9	12	2	24
ADAMTS7P4	1	48	10	1	4	2
ADAMTS8	20	734	12	20	38	24
ADAMTS9	281	516	307	367	408	223
ADAMTS9-AS1	40	20	27	83	69	15
ADAMTS9-AS2	66	86	89	293	301	153
ADAMTSL1	16	425	190	130	97	110
ADAMTSL2	50	4993	80	811	623	1208
ADAMTSL3	1841	161	404	1125	1208	1384
ADAMTSL4	378	1766	938	1009	978	1725
ADAMTSL4-AS1	9	319	33	79	76	77
ADAMTSL4-AS2	13	173	34	50	64	43
ADAMTSL5	46	89	38	36	29	56
ADAP1	427	345	152	120	102	239
ADAP2	101	1031	419	254	334	343
ADAR	8924	6335	13097	3192	3703	4313
ADARB1	701	1896	842	365	493	528
ADARB2	7	51	23	28	46	32
ADARB2-AS1	0	0	0	3	0	0
ADAT1	1224	847	661	492	541	564
ADAT2	314	110	236	155	200	180
ADAT3	43	301	25	13	10	42
ADCK1	155	1086	283	86	114	215
ADCK2	551	867	227	82	78	146
ADCK5	272	922	116	88	106	198
ADCY1	842	2289	2246	2992	1791	4651
ADCY10	81	18	851	557	473	386
ADCY10P1	358	238	84	244	236	233
ADCY2	122	3850	128	169	188	93
ADCY3	242	1135	582	238	136	242
ADCY4	36	337	138	86	162	165
ADCY5	887	867	47	270	194	201
ADCY6	527	2724	855	495	570	898
ADCY6-DT	3	0	4	2	2	2
ADCY7	195	1401	839	297	440	545
ADCY8	1	14	0	2	4	1
ADCY9	1122	1381	646	793	898	1164
ADCYAP1	1	0	19	3	3	8
ADCYAP1R1	38	0	9	24	11	17
ADD1	4919	5258	2521	2067	2021	2432
ADD2	16	2813	36	38	77	22
ADD3	3100	213	759	881	969	419
ADD3-AS1	131	90	134	135	172	134
ADGB	74	37	70	61	59	50
ADGB-DT	0	0	0	0	0	0
ADGRA1	0	0	0	3	2	0
ADGRA1-AS1	0	0	0	2	0	0
ADGRA2	127	7209	149	336	318	299
ADGRA3	4326	179	4134	4660	3082	3702
ADGRA3P1	263	0	708	714	488	677
ADGRB1	16	1872	14	18	27	28
ADGRB2	5	973	93	4	5	1
ADGRB3	1	18	28	65	77	41
ADGRB3-DT	56	0	23	18	21	13
ADGRD1	62	344	120	231	192	364
ADGRD1-AS1	0	0	1	14	18	23
ADGRD2	11	18	20	7	9	19
ADGRE1	8	5	20	52	59	41
ADGRE2	104	279	309	236	208	242
ADGRE3	25	0	0	4	10	3
ADGRE4P	0	21	23	46	89	35
ADGRE5	138	1682	616	381	623	598
ADGRF1	95	321	130	138	125	146
ADGRF2	2	1	1	0	0	0
ADGRF3	17	21	51	26	24	17
ADGRF4	6	0	1	0	0	0
ADGRF5	527	246	350	569	447	259
ADGRF5-AS1	4	2	6	3	3	5
ADGRF5P1	42	35	22	11	16	10
ADGRF5P2	0	0	1	0	0	1
ADGRG1	2029	860	247	102	248	173
ADGRG2	87	456	558	175	246	114
ADGRG3	388	24	6	26	8	28
ADGRG4	10	5	22	6	17	3
ADGRG5	127	55	360	42	60	65
ADGRG6	181	165	118	7347	4159	3930
ADGRG7	74	0	36	326	865	234
ADGRL1	122	2742	165	115	177	193
ADGRL1-AS1	79	153	91	57	100	113
ADGRL2	4172	681	519	2169	2022	1505
ADGRL3	15	140	123	100	58	59
ADGRL3-AS1	0	0	3	8	6	5
ADGRL4	156	74	253	196	174	80
ADGRV1	195	9002	324	335	349	258
ADH1A	1471	13	183	13677	8499	10057
ADH1B	1697	268	15635	91694	62532	80852
ADH1C	307	59	206	16510	7753	14052
ADH4	2292	58	11784	32947	18961	25532
ADH5	1600	907	1140	1334	1285	1562
ADH5P2	0	0	0	0	0	0
ADH5P3	0	0	5	0	0	0
ADH5P4	0	0	0	0	0	0
ADH5P5	0	0	0	0	0	0
ADH6	620	25	1178	8236	6034	6248
ADH7	2	0	19	11	4	6
ADHFE1	411	207	548	1704	1191	1529
ADI1	1739	684	1644	4392	4901	4253
ADI1P1	2	0	1	1	0	2
ADI1P2	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0
ADIG	0	0	1	4	2	0
ADIPOQ	11	16	8	11	4	13
ADIPOQ-AS1	26	22	81	36	23	27
ADIPOR1	2353	1440	2420	965	878	917
ADIPOR1P1	0	0	0	0	0	0
ADIPOR1P2	3	0	52	1	3	3
ADIPOR2	978	672	1230	1918	1182	1760
ADIRF	3	5	1	22	52	33
ADIRF-AS1	29	327	9	31	20	36
ADK	1492	242	527	1350	994	1029
ADM	282	364	69	267	225	396
ADM-DT	8	11	3	2	2	5
ADM2	514	78	62	45	24	19
ADM5	1	18	19	2	2	2
ADNP	3872	1245	2039	1330	1368	1017
ADNP-AS1	89	14	66	69	82	23
ADNP2	1877	622	656	502	408	455
ADO	473	721	193	155	153	126
ADORA1	4	1452	35	8	6	9
ADORA2A	257	585	187	295	275	411
ADORA2A-AS1	707	273	382	614	553	960
ADORA2B	51	18	68	52	52	31
ADORA2BP1	0	0	4	35	28	30
ADORA3	2	72	31	38	34	23
ADPGK	473	861	900	564	634	705
ADPGK-AS1	44	77	52	41	51	39
ADPRH	83	321	202	67	48	56
ADPRHL1	41	35	344	60	47	81
ADPRM	70	30	174	275	293	224
ADPRS	116	502	164	68	85	129
ADRA1A	415	18	689	4841	4598	4287
ADRA1B	5	11	15	171	120	175
ADRA1D	0	20	0	2	1	0
ADRA2A	3	70	6	18	40	29
ADRA2B	23	15	11	126	82	177
ADRA2C	6	1171	8	2	5	6
ADRB1	23	24	25	26	30	22
ADRB2	5	22	243	156	135	185
ADRB3	6	248	4	3	4	4
ADRM1	790	1931	540	342	282	580
ADSL	983	532	466	302	366	425
ADSS1	206	75	259	315	251	388
ADSS2	1537	464	630	317	273	238
ADTRP	8	15	136	49	42	13
AEBP1	31	11383	352	661	801	652
AEBP2	614	504	459	439	425	211
AEN	159	1112	214	214	241	339
AFAP1	538	921	287	146	141	137
AFAP1-AS1	107	317	75	42	75	46
AFAP1L1	231	1322	203	175	251	267
AFAP1L2	48	11068	84	55	106	77
AFDN	4107	2504	2977	5787	5654	5427
AFDN-DT	113	74	72	102	76	79
AFF1	2495	2304	2866	3114	2975	2405
AFF2	11	116	67	8	22	15
AFF2-IT1	0	2	0	0	0	0
AFF3	996	1144	287	314	455	377
AFF4	3006	2060	3494	4392	4142	2300
AFF4-DT	0	0	0	0	0	1
AFG1L	213	145	310	190	209	198
AFG3L1P	183	413	424	187	223	302
AFG3L2	2460	1736	712	770	733	1136
AFG3L2P1	1	0	0	0	0	0
AFM	67	9	306	9593	9716	9708
AFMID	1092	415	1100	1340	1140	1770
AFP	76192	8	26	625	57	56
AFTPH	2359	215	752	627	619	386
AFTPH-DT	12	0	4	6	2	0
AGA	216	148	272	141	111	194
AGA-DT	64	40	87	39	54	42
AGAP1	1090	2167	853	490	604	568
AGAP1-IT1	38	50	54	36	37	52
AGAP10P	3	4	6	0	9	2
AGAP11	0	0	0	0	0	0
AGAP12P	30	88	2	28	14	2
AGAP13P	60	0	0	45	11	5
AGAP14P	0	1	0	0	5	0
AGAP2	50	312	160	55	104	59
AGAP2-AS1	7	45	5	7	13	15
AGAP3	1013	3219	496	566	534	1148
AGAP4	300	133	198	237	225	238
AGAP5	141	120	150	226	195	134
AGAP6	341	473	395	243	410	415
AGAP7P	2	0	3	0	0	0
AGAP9	50	116	251	43	382	482
AGBL1	15	26	16	14	13	24
AGBL1-AS1	9	15	7	1	2	6
AGBL2	217	22	130	172	178	179
AGBL3	161	56	145	90	92	72
AGBL4	14	63	176	36	31	27
AGBL4-AS1	0	0	5	0	0	0
AGBL4-IT1	0	0	19	2	1	1
AGBL5	1019	497	549	191	263	203
AGBL5-AS1	1	0	3	6	0	0
AGBL5-IT1	1	9	7	2	7	0
AGER	160	299	108	125	121	186
AGFG1	4562	423	1772	1197	854	663
AGFG2	2400	517	1221	1573	1379	1870
AGGF1	560	510	657	315	359	324
AGGF1P1	13	0	14	0	2	5
AGGF1P10	23	48	24	1	0	0
AGGF1P2	31	21	8	1	0	0
AGGF1P3	89	0	76	7	1	4
AGGF1P4	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
AGGF1P6	0	6	0	0	0	0
AGGF1P7	0	0	0	0	0	0
AGGF1P8	0	1	6	0	2	1
AGGF1P9	0	0	0	0	0	0
AGK	1180	467	1158	634	845	461
AGK-DT	38	11	7	2	0	0
AGKP1	34	23	4	10	42	14
AGKP2	0	0	0	0	0	0
AGL	1766	511	2107	2458	2653	2506
AGMAT	1362	63	1155	820	839	1526
AGMO	480	14	441	1472	1232	1141
AGO1	2898	2030	1722	918	1130	1173
AGO2	5042	3344	1266	854	1169	1002
AGO3	1475	836	1562	1509	1542	823
AGO4	929	387	1082	662	714	689
AGPAT1	1263	1881	1024	266	336	447
AGPAT2	987	438	455	378	640	850
AGPAT3	3998	2296	2903	1923	2009	2980
AGPAT4	47	974	412	121	151	129
AGPAT5	268	510	530	390	202	284
AGPAT5P1	0	0	0	0	0	0
AGPS	1895	509	1147	822	994	558
AGR2	521	1	0	87	35	11
AGR3	4	0	0	0	1	1
AGRN	1217	41692	1505	825	1068	2353
AGRP	14	21	32	3	4	10
AGT	16350	5981	21319	14360	12803	25895
AGTPBP1	619	139	571	239	308	196
AGTR1	103	2	12	849	891	680
AGTR2	11	0	1	2	0	0
AGTRAP	134	501	294	53	64	86
AGXT	10152	127	14842	13428	14049	23249
AGXT2	4	7	1119	946	922	1157
AHCTF1	6905	937	3008	1519	1244	969
AHCTF1P1	14	0	4	1	5	1
AHCY	3095	2988	2179	1734	1514	2432
AHCYL1	3215	1453	1970	1634	1501	1402
AHCYL2	641	229	399	347	458	386
AHCYP2	4	0	5	5	12	7
AHCYP3	0	0	0	0	0	0
AHCYP4	0	1	0	0	0	0
AHCYP5	0	7	1	0	0	6
AHCYP7	0	0	1	0	0	0
AHCYP8	0	0	0	0	0	0
AHDC1	369	1767	275	524	646	1028
AHI1	524	454	2720	819	1145	804
AHI1-DT	232	260	884	969	1037	875
AHNAK	25162	30286	9363	15875	19648	22487
AHNAK2	9	9458	780	38	56	34
AHR	2640	1880	755	2248	2865	1348
AHRR	19	386	54	37	36	24
AHSA1	369	301	474	149	196	230
AHSA2P	1854	2418	1366	1135	1226	1616
AHSG	19008	230	3963	40238	35070	73740
AHSP	0	0	0	0	0	0
AICDA	27	11	46	26	23	23
AIDA	1993	611	1925	835	666	456
AIDAP1	54	0	27	47	46	34
AIDAP2	10	9	29	27	16	24
AIDAP3	0	0	0	0	0	0
AIF1	2	150	131	66	89	48
AIF1L	299	125	91	41	66	28
AIFM1	1427	525	1407	866	814	1062
AIFM1P1	0	0	0	0	0	0
AIFM2	593	1453	291	207	138	270
AIFM3	63	153	20	11	20	18
AIG1	1039	553	1968	3000	2418	2297
AIG1P1	24	0	4	9	14	5
AIM2	40	16	165	20	53	24
AIMP1	602	488	514	348	428	428
AIMP1P1	40	12	17	15	28	22
AIMP1P2	0	0	3	0	0	0
AIMP2	399	343	237	122	135	144
AIP	214	965	261	211	178	410
AIPL1	15	2	36	37	45	29
AIRE	17	32	18	19	14	16
AIRN	44	444	50	25	39	54
AJAP1	8	1846	22	131	42	30
AJM1	147	1476	209	64	60	126
AJUBA	1120	353	191	240	369	234
AJUBA-DT	39	6	34	21	37	24
AK1	776	496	236	154	140	220
AK2	2524	2719	3441	1979	2085	2648
AK2P2	0	21	2	0	2	4
AK3	1781	503	1210	1907	1926	1378
AK3P2	0	0	0	0	0	2
