	GSM1893676	GSM1893686	GSM1893678	GSM1893685	GSM1893680	GSM1893682	GSM1893683	GSM1893684	GSM1893675	GSM1893677	GSM1893681	GSM1893679
4921528I07Rik	0	1	2	0	0	0	0	1	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4921536K21Rik	1	9	6	7	0	6	8	0	2	1	0	6
4921539E11Rik	0	0	0	0	0	0	0	0	15	0	0	0
4922502D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930402H24Rik	184	444	423	571	152	147	99	143	184	523	297	507
4930402K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0	0	0	0	0	0	1
4930404N11Rik	0	3	0	1	0	0	0	0	0	0	0	0
4930407I10Rik	2	0	0	0	0	0	0	0	0	0	0	0
4930408O17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930412O13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415F15Rik	0	0	0	0	0	0	0	3	0	3	0	0
4930415H17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	0	1	0	0	0	0	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930426L09Rik	4	2	3	1	2	0	0	0	3	1	6	1
4930427A07Rik	18	1	11	12	0	3	1	5	3	48	1	0
4930430A15Rik	0	0	2	0	0	0	0	0	0	0	0	0
4930430F08Rik	53	193	82	92	53	53	29	57	48	53	76	94
4930431P19Rik	0	22	14	34	13	6	3	2	4	34	2	7
4930432E11Rik	0	2	6	1	2	4	16	14	2	3	6	1
4930432K21Rik	0	3	9	18	2	3	0	4	0	8	0	17
4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0	0	0	0	0	5	0
4930442H23Rik	3	2	0	0	0	0	1	0	0	2	0	3
4930444G20Rik	0	0	0	0	0	0	0	2	0	0	0	0
4930444P10Rik	9	7	10	7	2	1	1	17	3	9	1	5
4930447A16Rik	0	2	0	1	1	0	0	0	0	2	0	1
4930447C04Rik	58	114	48	74	21	27	25	12	13	119	82	84
4930447F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930449A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	20	11	35	42	23	8	12	12	4	36	6	22
4930451I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930452B06Rik	0	13	51	23	17	8	0	3	15	31	8	17
4930453N24Rik	107	212	177	147	75	115	68	76	115	185	112	112
4930455H04Rik	0	2	0	0	0	0	0	0	0	0	0	0
4930465K10Rik	0	1	1	2	3	0	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	0	0	1	0	0	15	0	18
4930469B13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0	0	0	1	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930486L24Rik	0	0	0	0	0	2	0	0	0	0	0	0
4930488N24Rik	0	0	0	0	0	0	0	0	0	0	0	0
