	GSM2995265	GSM2995266	GSM2995267	GSM2995268	GSM2995269	GSM2995270	GSM2995271
1700019N19Rik	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	1	0	0
1700020D05Rik	1	0	1	0	0	2	2
1700020L24Rik	62	64	52	79	29	52	50
1700020N01Rik	4	4	1	2	3	0	3
1700020N15Rik	0	0	0	0	0	0	0
1700021F05Rik	324	344	241	359	295	255	373
1700021F07Rik	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0
1700022I11Rik	1	1	0	1	0	3	1
1700023F06Rik	8	6	6	4	0	1	7
1700024B05Rik	0	0	0	0	0	0	0
1700024G13Rik	1	0	0	0	0	0	0
1700024J04Rik	2	3	4	2	6	5	6
1700024P04Rik	0	0	0	0	0	0	0
1700024P16Rik	13	82	28	17	65	66	65
1700025B11Rik	3	0	2	0	1	1	5
1700025C18Rik	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0
1700025G04Rik	138	166	151	195	188	162	113
1700028B04Rik	4	4	0	8	2	2	4
1700028J19Rik	13	11	19	17	10	5	10
1700028K03Rik	1	3	1	1	0	0	1
1700028P14Rik	0	0	0	0	0	0	0
1700029F12Rik	1	0	0	1	1	0	1
1700029H14Rik	0	0	0	0	0	0	0
1700029I15Rik	29	25	27	37	37	35	46
1700029J07Rik	6	4	2	3	9	4	14
1700029P11Rik	0	0	0	0	0	0	0
1700030C10Rik	9	8	12	8	15	6	9
1700030J22Rik	13	11	7	5	7	8	14
1700030K09Rik	28	34	34	25	26	23	27
1700031F05Rik	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0
1700034I23Rik	0	0	0	0	0	0	0
1700034J05Rik	1	0	1	0	0	1	0
1700034O15Rik	0	0	0	0	0	0	0
1700037C18Rik	48	62	44	47	45	43	50
1700037H04Rik	342	390	396	419	426	471	516
1700039E15Rik	0	1	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0
1700040L02Rik	23	34	16	24	22	22	19
1700042G07Rik	0	0	0	0	0	0	0
1700047I17Rik2	471	382	342	455	451	288	301
1700048O20Rik	8	8	7	4	2	3	6
1700049E17Rik1	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0
1700049G17Rik	90	118	55	103	91	79	82
1700049L16Rik	0	0	0	0	0	0	0
1700056E22Rik	3	3	6	7	8	3	8
1700057G04Rik	49	53	28	25	18	54	38
1700061G19Rik	7	11	2	4	4	7	4
1700063K16Rik	3	1	1	4	4	1	1
1700064H15Rik	2	0	0	1	1	0	1
1700065I16Rik	0	0	0	0	0	0	0
1700066B19Rik	46	78	59	70	52	54	55
1700066M21Rik	34	51	36	50	70	47	47
1700067K01Rik	5	17	12	7	16	22	18
1700067P10Rik	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0
1700073E17Rik	3	0	3	0	1	1	1
1700074P13Rik	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	1	0	0	0
1700084M14Rik	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0
1700086L19Rik	1	2	0	2	4	0	0
1700088E04Rik	28	13	20	14	11	16	16
1700091H14Rik	0	0	0	0	0	0	0
1700092M07Rik	2	6	3	0	4	3	1
1700093K21Rik	5	3	2	0	1	3	5
1700102P08Rik	1	2	1	2	2	10	1
1700109H08Rik	29	33	18	30	13	41	27
1700110I07Rik	0	0	0	0	0	0	0
1700112E06Rik	8	13	7	11	6	4	7
1700113H08Rik	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	1	1	2
1700123I01Rik	6	14	10	24	8	10	10
1700123K08Rik	0	0	0	0	0	0	0
1700123L14Rik	0	3	0	0	0	1	0
1700123O20Rik	585	666	538	696	737	645	769
1700125H20Rik	0	0	0	0	0	0	0
1700128F08Rik	14	7	7	3	14	8	11
1700129C05Rik	0	0	0	0	0	0	0
1810009A15Rik	382	461	404	431	474	469	459
1810009J06Rik	0	0	0	0	0	0	0
1810010H24Rik	48	55	62	69	57	67	46
1810011H11Rik	46	16	20	17	28	30	37
1810011O10Rik	1680	1141	1039	1420	1649	958	1769
1810013L24Rik	1138	905	959	882	928	1087	744
1810018F18Rik	7	3	0	2	1	3	4
1810022K09Rik	423	505	423	471	609	596	659
1810024B03Rik	12	25	9	20	15	22	30
1810026J23Rik	599	654	520	651	699	583	527
1810030O07Rik	292	339	292	312	333	338	331
1810032O08Rik	64	107	83	100	129	99	166
1810037I17Rik	1999	2191	2362	2559	2383	2332	3232
1810041L15Rik	149	149	169	197	21	41	21
1810043G02Rik	37	43	46	49	40	32	54
1810043H04Rik	661	654	615	698	730	731	832
1810046K07Rik	152	194	138	141	209	213	216
1810049J17Rik	172	141	191	189	222	146	119
1810055G02Rik	2883	2659	2537	2691	2664	2342	1958
1810062G17Rik	0	3	1	2	5	0	2
1810065E05Rik	22	32	25	19	49	61	81
2010001K21Rik	37	28	19	34	20	36	24
2010003K11Rik	2938	2568	2534	2531	3711	3199	3127
2010005H15Rik	38	46	31	33	42	29	23
2010010A06Rik	224	155	138	245	144	114	106
2010106E10Rik	14367	13566	9674	11555	14105	13160	12222
2010107E04Rik	5568	6182	5753	6639	6238	6558	8865
2010107G12Rik	7799	6336	5972	5820	5230	3358	1859
2010107G23Rik	319	329	365	351	363	329	240
2010109A12Rik	1	4	3	1	4	0	6
2010109I03Rik	5053	5420	5591	5048	3127	2126	496
2010111I01Rik	393	414	332	444	402	382	444
2010300C02Rik	746	703	656	719	666	520	570
2010315B03Rik	230	227	138	182	234	189	189
2200002D01Rik	12156	12613	12481	13218	11915	12238	13323
2200002J24Rik	30	32	11	16	36	28	45
2210010C04Rik	1435	0	1	1	3	0	1
2210011C24Rik	79	67	61	97	84	69	70
2210013O21Rik	61	67	70	79	84	54	67
2210016F16Rik	3241	3487	3563	3995	3825	3741	3684
2210016L21Rik	514	413	378	463	488	426	496
2210017I01Rik	1	1	1	2	3	0	2
2210404O09Rik	162	163	101	136	174	140	128
2210407C18Rik	7958	7636	4535	4714	5851	4237	5163
2210408I21Rik	9	15	9	9	11	5	6
2210409E12Rik	0	0	0	0	0	0	0
2210418O10Rik	62	46	46	48	64	50	69
2300002M23Rik	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0
2300009A05Rik	189	195	177	199	207	228	232
2310002L09Rik	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0
2310007B03Rik	161	173	141	177	150	141	116
2310009B15Rik	71	70	69	70	93	93	144
2310011J03Rik	1591	1469	1922	1916	1705	1460	1480
2310022A10Rik	180	177	178	207	204	176	148
2310022B05Rik	538	587	541	641	585	468	420
2310030G06Rik	527	539	435	511	589	425	490
2310033P09Rik	355	376	331	386	475	340	341
2310034C09Rik	0	0	0	0	0	0	0
2310034G01Rik	12	23	15	25	13	17	8
2310035C23Rik	829	937	633	669	835	755	754
2310036O22Rik	2273	2404	2715	2661	2529	2366	2513
2310039H08Rik	317	430	386	448	418	420	517
2310046K23Rik	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0
2310057M21Rik	86	121	72	94	134	85	110
2310057N15Rik	0	0	0	0	0	0	0
2310061I04Rik	1381	1250	1015	1356	1222	1308	1444
2310061N02Rik	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0
2410002F23Rik	265	480	279	423	476	357	533
2410004B18Rik	493	466	544	552	564	480	534
2410004P03Rik	39	13	31	24	12	28	36
2410015M20Rik	2252	2259	2215	2391	2554	2331	2278
2410016O06Rik	243	302	344	414	437	395	344
2410024N13Rik	4	4	1	0	0	2	3
2410089E03Rik	34	36	22	32	44	27	23
2410131K14Rik	209	154	130	170	183	187	151
2410137M14Rik	0	0	0	0	0	0	0
2410141K09Rik	4	0	2	0	3	1	4
2510002D24Rik	277	273	237	260	310	279	230
2510009E07Rik	66	73	68	69	80	27	34
2510039O18Rik	3801	3630	4527	5469	3809	3396	3112
2610001J05Rik	285	278	270	268	308	227	245
2610002M06Rik	360	413	264	310	409	367	311
2610005L07Rik	1150	777	645	974	1091	784	778
2610008E11Rik	132	150	83	119	132	113	136
2610020H08Rik	50	65	48	41	55	68	70
2610021A01Rik	194	175	108	143	215	230	236
2610024D14Rik	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	1	0	1	0
2610042L04Rik	1	0	1	0	0	1	0
2610044O15Rik8	182	165	124	118	212	193	203
2610301B20Rik	31	23	21	38	34	25	25
2610305D13Rik	4	2	0	5	1	0	0
2610318N02Rik	14	40	31	33	36	43	34
2610507B11Rik	6208	5289	4073	4609	6069	4668	4204
2610524H06Rik	20	28	17	21	30	21	21
2610528A11Rik	5	14	7	11	8	10	7
2610528J11Rik	1713	1610	1633	1684	1687	1544	1179
2700029M09Rik	185	262	192	185	225	216	282
2700049A03Rik	71	68	53	49	83	69	40
2700060E02Rik	1231	1524	1156	1303	1656	1563	1732
2700062C07Rik	86	111	86	88	99	73	91
2700081O15Rik	99	84	112	178	124	70	82
2700094K13Rik	136	212	182	189	235	196	189
2700097O09Rik	173	148	110	110	145	144	111
2700099C18Rik	16	31	20	23	29	22	40
2810004N23Rik	188	259	242	281	240	212	223
2810006K23Rik	89	109	58	83	111	81	76
2810021J22Rik	143	126	61	77	127	75	72
2810025M15Rik	90	116	88	72	111	96	98
2810039B14Rik	30	34	28	27	38	29	36
2810047C21Rik1	9	11	8	1	12	8	6
2810403A07Rik	753	795	499	633	788	735	813
2810408A11Rik	139	172	127	158	193	237	258
2810417H13Rik	227	415	434	230	447	429	331
2810428I15Rik	484	514	680	684	800	755	851
2810459M11Rik	414	366	303	339	457	320	350
2810474O19Rik	781	743	471	542	541	559	470
2900011O08Rik	2	6	7	10	0	1	2
2900026A02Rik	6362	5460	4182	5068	5298	5527	4171
2900055J20Rik	0	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	1	0
3000002C10Rik	34	42	16	22	31	25	30
3010026O09Rik	31	42	28	26	43	45	30
3100002H09Rik	0	0	0	0	0	0	0
3110001I22Rik	43	39	46	21	42	62	27
3110002H16Rik	605	565	476	584	645	542	539
3110009E18Rik	25	25	44	43	42	26	31
3110018I06Rik	0	0	0	0	0	0	0
3110021N24Rik	0	10	9	6	1	3	7
3110035E14Rik	0	0	0	0	0	0	0
3110040N11Rik	192	207	196	237	265	252	271
3110043O21Rik	149	161	76	126	147	94	110
3110052M02Rik	70	63	51	44	84	53	65
3110053B16Rik	16	19	13	13	15	10	25
3110062M04Rik	65	159	103	108	75	107	118
3110067C02Rik	0	1	1	1	3	1	0
3110070M22Rik	37	34	37	50	54	19	37
3110079O15Rik	0	0	0	1	0	0	0
3110082I17Rik	54	88	66	73	72	86	39
3110082J24Rik	2	0	1	1	0	0	0
3300002I08Rik	46	22	12	8	48	27	26
3425401B19Rik	5	3	5	6	0	2	1
3632451O06Rik	67	47	37	54	49	20	18
3830403N18Rik	0	1	1	2	4	1	0
3830406C13Rik	328	402	287	326	344	310	278
3830408C21Rik	2	1	2	2	1	2	1
3830417A13Rik	0	0	0	0	0	0	0
4430402I18Rik	120	94	60	70	163	143	173
4833418N17Rik	0	0	0	1	0	0	0
4833420G17Rik	841	670	469	539	617	804	830
4833423E24Rik	1	1	2	0	0	2	4
4833427G06Rik	0	0	0	0	0	0	0
4833439L19Rik	4268	3943	3456	3740	4654	3843	3174
4921501E09Rik	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0
4921507P07Rik	0	3	4	8	4	3	5
4921508M14Rik	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0	0
4921513D11Rik	1	0	1	0	0	3	1
4921513I03Rik	5	1	1	2	1	1	1
4921517D22Rik	0	0	0	0	0	0	0
4921524J17Rik	125	126	102	104	191	109	131
4921524L21Rik	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0	1
4921530L21Rik	0	0	0	0	0	0	0
4921536K21Rik	3	4	1	5	2	8	6
4921539E11Rik	2	4	0	0	2	0	0
4922502D21Rik	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0
4930402H24Rik	769	865	472	660	549	468	412
4930402K13Rik	0	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0	0
4930404N11Rik	14	5	3	5	6	8	3
4930407I10Rik	0	0	0	0	0	0	0
4930408O17Rik	0	0	0	0	0	0	0
4930412O13Rik	0	0	1	0	0	0	0
4930415F15Rik	0	0	0	0	0	0	0
4930415H17Rik	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0
4930415O20Rik	16	33	25	20	22	32	14
4930421P07Rik	0	0	0	0	0	0	0
4930426L09Rik	3	2	1	3	1	1	0
4930427A07Rik	115	158	147	175	176	147	122
4930430A15Rik	6	4	4	9	1	6	5
4930430F08Rik	61	51	32	53	50	40	45
4930431P19Rik	27	30	25	26	25	41	37
4930432E11Rik	0	1	0	0	0	0	0
4930432K21Rik	3	1	2	2	0	1	2
4930432M17Rik	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	1	0	0	0
4930438A08Rik	4	26	2	6	10	0	0
4930442H23Rik	2	2	1	2	0	0	0
4930444G20Rik	0	0	0	0	0	0	0
4930444P10Rik	5	0	2	1	7	4	1
4930447A16Rik	0	0	0	0	1	0	0
4930447C04Rik	6	5	0	3	2	2	3
4930447F04Rik	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	1	0
4930449A18Rik	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0
4930451G09Rik	11	2	2	5	2	1	6
4930451I11Rik	0	0	0	0	0	0	0
4930452B06Rik	1	0	1	3	0	2	0
4930453N24Rik	255	298	234	256	337	259	339
4930455H04Rik	0	0	0	0	0	0	0
4930465K10Rik	7	3	0	0	2	3	0
4930467E23Rik	0	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0
4930474N05Rik	4	1	0	3	0	0	0
4930480E11Rik	0	0	0	0	0	0	0
4930486L24Rik	0	2	1	0	4	0	0
4930488N24Rik	0	0	0	1	0	0	0
4930502E18Rik	0	0	2	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0
4930503L19Rik	49	56	30	17	37	19	18
4930504O13Rik	0	0	0	0	0	0	0
4930505A04Rik	0	1	1	0	0	0	0
4930507D05Rik	2	0	4	2	2	0	1
4930512M02Rik	0	0	0	3	1	0	0
4930513O06Rik	0	0	0	0	0	0	0
4930515G13Rik	0	0	0	0	0	0	1
4930515G16Rik	0	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0
4930518I15Rik	9	3	6	7	6	1	4
4930519F09Rik	0	0	0	0	0	0	0
4930519F16Rik	0	0	0	0	0	0	0
4930519G04Rik	0	3	3	1	0	1	0
4930519P11Rik	0	3	3	0	1	1	0
4930522H14Rik	0	0	0	0	0	0	0
4930522L14Rik	26	37	21	19	49	28	23
4930523C07Rik	68	82	50	64	113	59	39
4930524B15Rik	0	0	0	0	0	0	0
4930524J08Rik	9	12	8	17	10	15	17
4930524N10Rik	0	0	0	0	0	0	0
4930526A20Rik	1	0	3	4	3	1	3
4930529C04Rik	0	0	2	2	1	0	0
4930533K18Rik	2	0	0	0	0	0	0
4930533O14Rik	1757	1951	1936	2199	1952	1786	1608
4930535I16Rik	0	1	0	2	0	0	1
4930538K18Rik	0	2	0	2	1	1	2
4930539E08Rik	2915	2515	2668	2114	1653	1807	611
4930544D05Rik	0	0	0	0	0	0	2
4930544G11Rik	0	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0	0
4930548H24Rik	1	2	4	1	4	3	11
4930549C01Rik	0	0	0	0	0	0	0
4930550C14Rik	0	0	2	1	0	0	3
4930550L24Rik	0	0	0	0	0	0	0
4930553M12Rik	0	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0	0
4930556J24Rik	2	0	0	1	3	1	0
4930557A04Rik	0	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0	0
4930558K02Rik	0	2	0	1	0	0	3
4930562C15Rik	1	7	2	2	4	2	3
4930563D23Rik	0	0	0	0	0	0	0
4930563I02Rik	1	0	0	0	0	1	0
4930563M21Rik	0	1	1	0	0	4	0
4930564D02Rik	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0	0
4930578C19Rik	0	1	1	0	0	0	0
4930578G10Rik	0	1	0	0	0	1	0
4930578I06Rik	0	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0	0
4930579G24Rik	34	24	25	27	35	19	27
4930583I09Rik	0	0	0	0	0	0	0
4930590J08Rik	4	4	3	0	3	1	3
4930595D18Rik	0	0	1	0	0	0	0
4930595M18Rik	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0	0
4931406B18Rik	12	13	2	1	4	11	4
4931406C07Rik	8168	9236	6071	6298	13129	12682	13546
4931406P16Rik	316	272	207	196	322	299	203
4931408C20Rik	0	0	0	0	1	0	0
4931409K22Rik	0	0	0	0	0	0	0
4931414P19Rik	113	104	101	115	79	84	73
4931417E11Rik	0	0	0	0	0	0	0
4931422A03Rik	11	13	5	17	3	8	10
4931423N10Rik	1	0	0	0	2	2	0
4931428F04Rik	17	24	16	20	20	32	17
4931428L18Rik	18	7	3	9	6	8	6
4931429L15Rik	2	0	0	0	1	0	0
4931431F19Rik	0	0	0	0	0	0	0
4931440F15Rik	0	1	1	0	1	0	0
4931440P22Rik	27	27	30	22	24	26	19
4932411E22Rik	0	0	0	0	0	0	0
4932411N23Rik	1	1	0	0	2	2	0
4932414N04Rik	10	7	5	5	10	9	6
4932415D10Rik	1	0	0	0	0	0	0
4932416K20Rik	5	1	2	0	0	7	1
4932429P05Rik	0	0	0	0	0	0	0
4932431P20Rik	0	0	0	0	0	0	0
4932438A13Rik	1585	1306	833	1074	1405	1144	976
4932438H23Rik	18	20	12	9	31	18	12
4932443I19Rik	2	8	7	6	2	9	5
4933400A11Rik	0	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0	0
4933402D24Rik	0	0	0	2	0	0	1
4933402E13Rik	0	0	1	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	1
4933402N22Rik	0	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	1	0	0
4933403O08Rik	0	0	0	0	0	0	0
4933405L10Rik	0	0	0	0	0	0	5
4933405O20Rik	0	0	0	0	0	0	0
4933406J08Rik	0	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0	0
4933406P04Rik	4	11	3	6	4	6	7
4933407L21Rik	1	3	6	3	5	2	5
4933408B17Rik	17	8	6	8	5	10	13
4933408J17Rik	0	1	0	2	4	0	1
4933409G03Rik	0	0	0	0	0	0	0
4933411G06Rik	0	0	0	0	0	0	0
4933411K16Rik	1	1	1	3	0	2	0
4933412A08Rik	2	3	0	0	1	3	1
4933412E24Rik	0	0	0	0	0	0	0
4933413G19Rik	3	1	1	1	1	0	0
4933414I15Rik	0	0	0	0	0	0	0
4933415A04Rik	9	9	4	7	14	14	16
4933415F23Rik	0	0	0	0	0	0	0
4933416C03Rik	0	0	0	0	0	0	0
4933416E14Rik	0	0	0	0	0	0	0
4933416I08Rik	0	0	0	1	0	0	1
4933417A18Rik	20	18	13	9	12	14	19
4933417G07Rik	0	0	0	2	0	0	0
4933421I07Rik	0	0	0	0	0	0	1
4933424G06Rik	0	1	0	0	0	0	1
4933425L06Rik	0	0	0	1	0	0	0
4933427D14Rik	153	160	120	114	149	151	133
4933427G17Rik	19	6	12	10	13	9	15
4933427G23Rik	2	0	1	1	1	2	6
4933427I04Rik	2	0	0	2	3	3	0
4933428G20Rik	0	0	0	0	0	0	0
4933428M09Rik	0	0	0	0	0	0	0
4933430I17Rik	5	6	4	3	5	3	5
4933434E20Rik	701	715	542	629	761	641	623
4933436I01Rik	0	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0
5031414D18Rik	7	6	5	2	25	1	1
5031439G07Rik	1089	955	965	995	1306	1123	920
5033404E19Rik	0	0	1	0	0	0	0
5033423K11Rik	12	9	6	11	11	10	6
5330417C22Rik	339	283	318	319	401	290	154
5330417H12Rik	0	0	0	0	0	0	0
5330438D12Rik	44	63	44	77	61	67	66
5430401F13Rik	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0
5430403G16Rik	41	49	24	44	42	40	57
5430416O09Rik	20	7	12	10	22	6	6
5430419D17Rik	0	0	0	0	0	0	0
5430427O19Rik	7	8	2	2	20	6	9
5530400C23Rik	0	0	0	0	0	0	0
5530401A14Rik	24	12	7	21	16	13	13
5730409E04Rik	54	31	20	52	29	25	36
5730416F02Rik	0	0	0	0	0	0	0
5730455P16Rik	215	226	176	146	283	154	188
5730480H06Rik	163	148	122	129	116	142	169
5730507C01Rik	0	5	2	0	1	3	6
5730508B09Rik	176	248	193	204	200	212	231
5730522E02Rik	0	0	3	0	3	1	0
5730559C18Rik	884	773	726	749	810	579	417
5730596B20Rik	7	0	2	4	5	0	2
5830411N06Rik	1	3	0	0	6	1	4
5830417I10Rik	345	340	223	350	358	291	212
5830454E08Rik	5	14	9	10	15	4	16
5830473C10Rik	0	0	0	0	0	1	0
5930422O12Rik	0	0	0	0	0	0	1
6030419C18Rik	7	3	13	10	2	2	6
6030445D17Rik	46	22	30	22	31	20	40
6030452D12Rik	0	0	0	0	0	0	0
6030458C11Rik	286	307	198	228	299	213	282
6030468B19Rik	1	0	1	4	0	0	0
6030469F06Rik	0	0	0	0	0	0	0
6030498E09Rik	0	0	0	0	0	0	0
6330403A02Rik	118	85	112	145	12	24	22
6330408A02Rik	63	32	45	48	37	34	21
6330409D20Rik	3	0	1	0	1	2	0
6330416G13Rik	437	391	273	410	414	344	318
6330549D23Rik	8	5	9	4	7	10	4
6430531B16Rik	4	0	3	8	0	2	3
6430548M08Rik	165	134	133	179	161	101	68
6430550D23Rik	29	20	21	18	39	25	22
