	GSM4618385	GSM4618386	GSM4618387	GSM4618388	GSM4618389	GSM4618390	GSM4618391	GSM4618392	GSM4618393
1810026J23Rik	1024	1930	1487	977	1604	1146	2807	1703	1256
1810030O07Rik	583	937	886	606	874	673	1688	961	680
1810032O08Rik	73	190	162	139	145	256	313	248	156
1810037I17Rik	938	1899	2425	1047	1156	1973	2754	4138	2292
1810041L15Rik	101	482	324	212	294	580	670	173	337
1810043G02Rik	926	1956	1623	1120	1046	2108	2434	2024	1201
1810043H04Rik	420	584	573	375	364	782	708	913	441
1810046K07Rik	0	0	0	1	0	0	4	0	0
1810049J17Rik	155	540	322	151	220	746	608	312	319
1810055G02Rik	50	81	79	75	114	114	170	65	73
1810062G17Rik	82	88	114	56	78	103	138	162	82
1810065E05Rik	0	0	0	0	0	0	0	0	0
2010001K21Rik	0	0	1	3	0	0	2	2	2
2010003K11Rik	0	0	0	1	0	0	0	0	1
2010005H15Rik	0	6	3	2	1	0	2	5	3
2010010A06Rik	0	1	1	1	0	0	1	2	0
2010106E10Rik	0	0	0	2	0	0	0	0	0
2010107E04Rik	797	1304	1769	799	911	452	1839	2902	1705
2010107G12Rik	8	37	37	20	27	24	87	19	27
2010107G23Rik	502	1055	868	707	583	970	1268	1117	647
2010109A12Rik	13	19	24	11	17	5	27	39	14
2010109I03Rik	16	61	45	29	33	43	45	39	31
2010111I01Rik	797	1836	1519	989	1268	2189	3071	1550	1325
2010300C02Rik	500	869	550	506	583	1237	1415	593	467
2010315B03Rik	119	215	215	126	158	174	474	204	208
2200002D01Rik	6	13	34	31	4	25	38	23	21
2200002J24Rik	24	37	40	11	41	44	45	53	37
2210010C04Rik	462	3726	5998	1910	3832	5630	5132	14258	16799
2210011C24Rik	23	52	30	37	32	67	61	68	28
2210013O21Rik	379	727	657	432	426	436	1008	992	612
2210016F16Rik	963	2013	1764	1086	1182	1635	2465	2678	1673
2210016L21Rik	1025	1822	1619	1112	1554	2417	2891	1907	1344
2210017I01Rik	3	5	0	3	4	0	7	8	3
2210404O09Rik	72	135	119	60	75	75	273	99	151
2210407C18Rik	0	0	0	0	0	0	0	0	1
2210408I21Rik	83	158	163	84	113	69	328	139	100
2210409E12Rik	0	0	0	0	0	0	0	0	0
2210418O10Rik	178	317	304	196	255	122	682	347	290
2300002M23Rik	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0
2300009A05Rik	572	866	899	632	594	1001	1252	1062	581
2310002L09Rik	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	1	4	0	0	5	0	0
2310009B15Rik	113	238	209	138	143	302	354	342	207
2310011J03Rik	670	1223	910	756	697	1579	1433	1341	728
2310022A10Rik	375	727	590	405	494	648	1004	483	448
2310022B05Rik	2167	4905	3258	2328	3273	4679	6430	3540	2461
2310030G06Rik	410	543	691	404	543	542	1135	801	481
2310033P09Rik	265	544	472	314	316	580	682	652	383
2310034C09Rik	0	0	0	0	0	0	0	0	0
2310034G01Rik	91	131	155	83	95	125	198	206	95
2310035C23Rik	762	1711	1293	695	926	829	2438	1402	1082
2310036O22Rik	1685	3024	2613	1795	1878	3362	3733	4311	2294
2310039H08Rik	476	729	755	422	557	910	924	1264	596
2310046K23Rik	0	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0
2310057M21Rik	202	385	343	246	306	271	687	353	255
2310057N15Rik	0	2	0	0	0	0	0	0	0
2310061I04Rik	720	1231	942	827	882	1303	1618	1038	692
2310061N02Rik	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0
2410002F23Rik	898	1422	1196	906	1315	1664	2387	1270	882
2410004B18Rik	219	324	317	183	224	320	580	431	258
2410004P03Rik	13	38	32	31	28	29	65	48	16
2410015M20Rik	1417	1727	2093	1219	1463	2699	2570	3147	1455
2410016O06Rik	142	333	264	223	236	387	464	229	211
2410024N13Rik	1	8	15	1	12	0	10	11	5
2410089E03Rik	362	1148	965	557	978	891	2210	696	679
2410131K14Rik	383	1045	708	473	661	949	1329	694	640
2410137M14Rik	0	0	0	0	0	0	0	0	0
2410141K09Rik	2	13	6	2	5	6	17	6	2
2510002D24Rik	398	810	716	461	453	730	1100	900	573
2510009E07Rik	842	1977	1427	870	1323	1586	3130	1394	1152
2510039O18Rik	1688	3702	2561	1889	2319	3846	4389	2724	2150
2610001J05Rik	462	559	637	403	480	405	1134	772	646
2610002M06Rik	372	653	563	340	538	257	1242	533	481
2610005L07Rik	296	1034	845	472	776	706	2009	527	566
2610008E11Rik	328	700	677	322	480	357	1412	587	565
2610020H08Rik	73	132	148	93	96	78	271	141	103
2610021A01Rik	150	297	284	141	218	173	681	231	221
2610024D14Rik	1	0	0	0	0	0	1	0	0
2610028H24Rik	0	3	2	1	3	0	8	1	3
2610042L04Rik	0	1	3	1	1	0	3	3	4
2610044O15Rik8	160	428	393	222	291	259	881	326	367
2610301B20Rik	317	562	601	324	376	448	1058	533	463
2610305D13Rik	82	113	125	76	78	56	269	141	138
2610318N02Rik	9	21	10	14	18	36	15	7	22
2610507B11Rik	2595	5703	4673	2808	5582	4665	9686	3927	3059
2610524H06Rik	309	473	500	265	325	221	664	811	441
2610528A11Rik	2	3	1	3	1	0	5	5	1
2610528J11Rik	15	24	20	23	33	33	61	52	26
2700029M09Rik	335	564	562	321	390	300	933	729	567
2700049A03Rik	220	414	319	191	310	216	796	327	252
2700060E02Rik	936	1307	1604	959	1080	711	2486	2040	1510
2700062C07Rik	180	219	230	183	223	269	438	294	200
2700081O15Rik	328	725	525	341	522	944	1278	335	401
2700094K13Rik	321	716	759	439	424	1024	933	1286	641
2700097O09Rik	118	222	245	149	157	164	431	200	169
2700099C18Rik	4	17	11	6	17	11	37	8	15
2810004N23Rik	260	416	430	301	402	411	717	534	342
2810006K23Rik	231	391	353	219	262	323	598	447	294
2810021J22Rik	192	339	304	171	316	265	731	281	205
2810025M15Rik	250	408	407	292	313	379	548	642	330
2810039B14Rik	32	50	49	38	45	68	86	38	20
2810047C21Rik1	2	9	0	17	8	11	23	14	0
2810403A07Rik	834	1754	1734	939	1512	1383	3831	1316	1364
2810408A11Rik	3	9	9	4	3	6	26	8	7
2810417H13Rik	47	104	99	76	74	21	169	136	75
2810428I15Rik	1177	2414	1752	1170	1055	2501	2060	3416	1522
2810459M11Rik	2	4	1	2	2	3	13	1	1
2810474O19Rik	291	559	593	291	567	321	1150	487	396
2900011O08Rik	0	4	3	6	3	28	10	0	1
2900026A02Rik	1146	3086	2158	1319	2848	3257	5106	1323	1398
2900055J20Rik	0	1	2	1	0	3	1	1	2
2900092C05Rik	0	0	0	0	0	0	0	0	1
3000002C10Rik	109	194	185	127	179	237	373	191	167
3010026O09Rik	40	36	54	32	35	64	67	70	41
3100002H09Rik	0	0	0	0	0	0	0	0	0
3110001I22Rik	21	29	32	18	30	24	61	29	29
3110002H16Rik	383	712	726	399	598	603	1208	681	504
3110009E18Rik	26	37	41	20	45	13	73	65	45
3110018I06Rik	0	0	0	0	0	0	0	0	0
3110021N24Rik	7	23	12	8	7	29	18	16	13
3110035E14Rik	0	1	0	1	1	0	3	2	3
3110040N11Rik	344	612	654	402	382	672	860	957	547
3110043O21Rik	395	899	827	519	717	332	1573	792	694
3110052M02Rik	99	173	170	84	142	96	393	140	128
3110053B16Rik	23	21	33	17	24	18	60	33	15
3110062M04Rik	168	256	247	163	191	211	406	277	215
3110067C02Rik	0	8	5	2	5	13	16	0	1
3110070M22Rik	35	70	44	40	69	48	109	102	35
3110079O15Rik	0	0	0	0	1	1	0	0	0
3110082I17Rik	360	684	540	358	454	806	868	774	466
3110082J24Rik	0	0	1	0	0	0	0	0	0
3300002I08Rik	3	20	23	14	13	15	32	18	16
3425401B19Rik	28	38	43	49	62	47	142	31	19
3632451O06Rik	5	8	15	4	1	13	17	12	6
3830403N18Rik	0	0	7	5	10	0	19	0	8
3830406C13Rik	339	551	549	278	454	235	1056	570	495
3830408C21Rik	3	7	9	4	6	0	30	11	7
3830417A13Rik	0	0	0	0	0	0	1	0	0
4430402I18Rik	37	64	80	25	39	35	100	67	56
4833418N17Rik	0	0	0	0	0	0	0	0	0
4833420G17Rik	459	928	853	495	627	521	1714	734	599
4833423E24Rik	0	0	0	0	0	0	0	0	0
4833427G06Rik	3	8	7	3	6	7	12	6	10
4833439L19Rik	2825	5168	3660	2659	3874	3565	7573	3842	2885
4921501E09Rik	0	0	1	0	0	0	0	0	1
4921504E06Rik	0	0	0	0	0	0	0	0	0
4921507P07Rik	13	27	31	17	31	30	41	21	21
4921508M14Rik	0	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	1	0	3	1	0
4921511C20Rik	0	0	0	0	0	0	0	0	0
4921511H03Rik	0	2	0	1	2	0	2	0	0
4921511M17Rik	0	0	0	0	0	0	0	0	0
4921513D11Rik	0	0	0	0	2	0	0	0	0
4921513I03Rik	4	10	6	5	4	0	16	8	4
4921517D22Rik	0	0	0	0	0	0	0	0	0
4921524J17Rik	102	170	214	149	128	135	357	242	224
4921524L21Rik	0	0	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	2	0	1	0	0
4921530L21Rik	0	0	0	0	0	0	0	0	0
4921536K21Rik	27	72	37	37	58	50	102	36	51
4921539E11Rik	0	0	0	1	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	0
4930402H24Rik	1953	4297	3390	2061	3101	2675	6960	3106	2579
4930402K13Rik	0	0	0	0	0	0	0	0	0
4930404H24Rik	6	1	0	4	4	8	11	5	0
4930404N11Rik	6	41	19	11	7	23	31	8	10
4930407I10Rik	0	0	1	0	1	0	0	0	0
4930408O17Rik	0	0	0	0	0	0	0	0	0
4930412O13Rik	0	0	0	0	0	0	0	0	0
4930415F15Rik	1	12	5	6	3	0	13	1	5
4930415H17Rik	0	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0	0
4930415O20Rik	2	6	8	2	9	1	15	7	5
4930421P07Rik	0	0	0	0	0	0	0	0	0
4930426L09Rik	4	5	1	5	2	5	12	6	6
4930427A07Rik	23	66	50	38	93	86	111	67	46
4930430A15Rik	1	7	5	2	1	0	9	2	7
4930430F08Rik	191	272	272	184	163	187	457	269	292
4930431P19Rik	156	270	245	148	172	221	357	315	220
4930432E11Rik	0	1	1	2	1	0	6	1	4
4930432K21Rik	6	11	5	7	7	7	11	8	8
4930432M17Rik	0	0	0	0	0	0	1	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0	0	0	0
4930442H23Rik	0	4	1	2	3	3	10	0	1
4930444G20Rik	0	0	2	0	0	0	0	0	0
4930444P10Rik	18	29	21	28	6	6	32	52	13
4930447A16Rik	1	1	0	0	0	0	0	0	0
4930447C04Rik	1	4	8	2	10	5	7	9	3
4930447F04Rik	0	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	1	0	0	0	0	0	0
4930449A18Rik	0	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0	0
4930451G09Rik	35	76	64	63	52	93	134	76	44
4930451I11Rik	0	0	2	0	1	0	0	1	0
4930452B06Rik	11	5	19	11	4	11	33	14	19
4930453N24Rik	477	958	968	455	576	381	1521	1116	763
4930455H04Rik	0	0	0	0	0	0	0	0	0
4930465K10Rik	4	7	7	3	2	0	5	7	1
4930467E23Rik	3	0	0	3	0	0	0	4	1
4930469B13Rik	0	0	0	0	0	0	0	0	0
4930470P17Rik	4	4	5	1	4	1	0	7	5
4930474N05Rik	2	2	1	2	1	0	0	1	1
4930480E11Rik	0	0	0	0	0	0	0	0	0
4930486L24Rik	0	3	4	3	4	3	4	2	3
4930488N24Rik	0	0	0	0	0	0	0	0	0
4930502E18Rik	5	6	11	5	8	6	10	12	11
4930503B20Rik	0	10	3	5	5	0	15	3	2
4930503E14Rik	0	0	0	0	1	0	1	0	0
4930503H13Rik	0	0	0	0	0	0	0	0	0
4930503L19Rik	118	227	192	100	145	185	402	177	198
4930504O13Rik	0	0	0	0	0	0	0	0	0
4930505A04Rik	4	10	13	11	10	1	20	9	7
4930507D05Rik	3	2	1	1	2	0	5	4	1
4930512M02Rik	11	7	16	8	7	2	33	16	5
4930513O06Rik	0	0	0	0	0	1	2	1	1
4930515G13Rik	0	0	1	0	0	0	2	0	0
4930515G16Rik	0	0	0	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0	0	0
4930518I15Rik	9	26	31	20	19	18	61	16	14
4930519F09Rik	0	0	0	0	0	0	0	0	0
4930519F16Rik	1	0	3	0	0	8	5	0	2
4930519G04Rik	2	5	2	6	2	3	15	3	2
4930519P11Rik	0	6	5	1	7	0	11	2	2
4930522H14Rik	0	0	0	0	0	0	0	0	0
4930522L14Rik	51	68	87	63	68	60	244	117	129
4930523C07Rik	22	39	36	37	36	30	107	48	57
4930524B15Rik	0	1	0	0	0	0	0	0	0
4930524J08Rik	17	38	25	16	19	43	47	51	19
4930524N10Rik	0	0	0	0	0	0	0	0	0
4930526A20Rik	21	73	52	34	32	11	85	54	27
4930529C04Rik	1	5	4	13	1	43	6	11	5
4930533K18Rik	0	0	2	0	2	0	2	2	0
4930533O14Rik	1195	2317	1724	1144	1812	2650	2894	1985	1581
4930535I16Rik	0	5	1	4	2	0	1	0	8
4930538K18Rik	2	4	4	1	1	14	9	3	1
4930539E08Rik	70	102	92	94	205	204	284	120	77
4930544D05Rik	0	1	2	0	1	11	1	0	0
4930544G11Rik	0	0	0	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0	0	0	1
4930548H24Rik	9	14	15	10	6	13	20	10	18
4930549C01Rik	0	0	0	0	0	0	0	0	1
4930550C14Rik	42	84	105	70	70	35	175	70	65
4930550L24Rik	0	0	0	0	0	0	0	0	0
4930553M12Rik	0	0	0	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0	0	0	0
4930556J24Rik	0	2	3	1	3	4	7	2	1
4930557A04Rik	3	0	0	2	0	0	1	0	0
4930558C23Rik	0	0	0	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	0	0	0	0	0
4930562C15Rik	5	26	32	9	35	15	43	28	18
4930563D23Rik	0	0	0	0	0	0	1	0	0
4930563I02Rik	1	0	6	0	2	9	9	2	1
4930563M21Rik	3	4	5	4	4	0	7	3	6
4930564D02Rik	0	0	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0	0	0	0
4930578C19Rik	0	4	2	0	0	0	4	1	2
4930578G10Rik	0	0	0	0	1	0	4	0	2
4930578I06Rik	0	0	0	0	0	0	0	0	0
4930579F01Rik	0	1	1	0	0	0	0	0	0
4930579G24Rik	55	86	82	41	39	56	107	84	53
4930583I09Rik	0	0	0	0	0	0	0	0	0
4930590J08Rik	6	19	19	12	19	1	20	3	7
4930595D18Rik	0	0	0	0	0	0	2	0	2
4930595M18Rik	0	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0	0	0	0
4931406B18Rik	3	2	1	1	5	1	4	8	5
4931406C07Rik	526	808	825	452	817	539	1686	863	717
4931406P16Rik	280	675	533	352	580	688	1404	366	376
4931408C20Rik	0	0	0	0	0	0	0	0	0
4931409K22Rik	1	1	1	1	0	11	2	0	0
4931414P19Rik	198	446	322	235	261	434	586	372	269
4931417E11Rik	0	0	0	0	0	0	0	0	0
4931422A03Rik	2	31	20	7	16	64	28	9	10
4931423N10Rik	3	1	1	2	1	0	3	6	1
4931428F04Rik	185	351	268	246	363	394	750	219	148
4931428L18Rik	7	7	11	12	17	0	25	9	8
4931429L15Rik	3	4	4	2	4	0	10	2	2
4931431F19Rik	0	0	0	0	0	0	0	0	0
4931440F15Rik	6	19	19	11	5	13	12	17	5
4931440P22Rik	33	54	66	30	54	44	89	62	38
4932411E22Rik	0	0	0	0	0	0	0	0	0
4932411N23Rik	2	5	6	3	3	2	13	8	0
4932414N04Rik	11	39	15	13	16	13	40	33	12
4932415D10Rik	1	3	0	0	3	0	5	3	0
