	GSM4803237	GSM4803238	GSM4803239	GSM4803240	GSM4803241	GSM4803242	GSM4803243	GSM4803244	GSM4803245	GSM4803246	GSM4803247	GSM4803248
ABCA9-AS1	0	3	2	0	7	3	4	3	5	6	2	5
ABCB1	58	5	8	15	6	5	9	8	12	12	24	22
ABCB10	696	957	936	907	674	546	840	720	175	195	240	247
ABCB10P1	0	0	0	0	9	9	9	3	3	3	6	3
ABCB10P3	0	0	4	0	0	0	0	0	4	2	0	0
ABCB10P4	0	3	0	0	0	4	8	4	0	0	0	0
ABCB11	27	27	41	29	12	6	11	9	2	6	1	6
ABCB4	61	247	370	295	58	37	47	42	45	46	54	66
ABCB5	4	2	0	3	3	7	4	7	2	2	3	0
ABCB6	101	63	156	112	792	792	806	769	419	484	498	557
ABCB7	958	1070	1463	1229	1777	1520	2322	2039	825	882	1020	1143
ABCB8	579	499	681	664	541	521	654	558	272	318	329	350
ABCB9	74	133	166	142	94	67	77	87	59	60	65	108
ABCC1	958	697	1034	866	4262	4304	5138	4525	1877	2037	2166	2603
ABCC10	202	316	364	383	494	679	721	639	213	254	289	312
ABCC11	35	26	39	31	30	36	24	28	9	18	18	16
ABCC12	4	3	0	0	10	10	9	8	2	1	0	3
ABCC13	0	0	4	3	4	1	1	2	1	0	2	3
ABCC2	17	13	28	24	22	16	25	15	22	30	24	38
ABCC3	6	8	31	20	18	15	20	9	8	3	6	7
ABCC4	442	260	515	423	558	428	654	558	362	345	356	394
ABCC5	1136	2534	2540	2208	2375	2345	2922	2640	1014	1080	1218	1395
ABCC5-AS1	0	3	0	0	2	0	0	0	0	0	0	0
ABCC6	36	123	132	125	51	44	51	62	32	24	45	33
ABCC6P1	39	58	114	95	10	7	12	17	20	9	27	27
ABCC6P2	3	11	20	26	3	0	5	6	6	12	0	7
ABCC8	20	16	23	17	28	36	38	24	35	36	46	44
ABCC9	701	775	650	608	155	140	279	223	19	10	20	17
ABCD1	441	598	670	616	227	324	314	291	118	85	100	141
ABCD1P2	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1P3	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1P4	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1P5	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	1	5	22	17	0	0	2	2	0	0	1	1
ABCD3	1633	1551	2397	2209	1498	1060	1704	1582	529	645	675	801
ABCD4	764	957	905	798	2062	2244	2579	2335	729	798	976	1076
ABCE1	4211	2211	3486	3186	5336	3476	6205	5454	2470	2767	3231	3638
ABCF1	3160	1993	2392	2260	4325	5193	5669	5155	2215	2628	2658	3214
ABCF2	1630	986	1137	1077	1199	1431	1719	1538	696	743	920	1109
ABCF2-H2BK1	911	484	730	738	718	636	797	743	359	342	309	347
ABCF2P1	1	0	0	0	0	0	0	0	0	0	0	1
ABCF2P2	0	0	0	0	0	0	0	0	0	0	0	0
ABCF3	1019	1039	1148	976	937	1153	1186	1088	463	518	625	722
ABCG1	110	602	138	103	20	15	17	13	92	96	114	138
ABCG2	26	1	47	35	534	426	629	572	62	111	105	110
ABCG4	40	40	93	61	65	66	89	68	60	51	82	79
ABCG5	3	3	5	5	4	0	2	4	2	1	2	2
ABCG8	6	21	11	9	18	6	20	23	9	15	9	11
ABHD1	3	20	8	8	3	10	13	9	11	7	10	8
ABHD10	343	536	505	451	749	653	994	858	386	390	495	537
ABHD11	132	260	343	295	415	429	552	504	89	93	112	113
ABHD11-AS1	2	0	0	1	3	4	1	2	0	0	1	0
ABHD12	2387	1075	1859	1491	1016	900	1244	1126	691	737	802	941
ABHD12B	23	19	25	15	933	946	1133	984	1082	1246	1339	1586
ABHD13	816	679	941	859	646	346	830	709	270	290	339	362
ABHD14A	77	177	193	184	111	82	126	103	39	53	43	74
ABHD14A-ACY1	38	138	104	141	258	121	166	124	95	77	12	134
ABHD14B	33	107	134	87	189	155	206	206	114	131	169	207
ABHD15	145	107	149	122	63	52	64	78	34	36	32	41
ABHD15-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A	623	638	877	765	749	721	942	859	282	335	379	426
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	467	574	652	532	736	1057	867	829	338	432	359	476
ABHD17AP1	4	25	3	11	0	0	8	8	2	4	2	6
ABHD17AP3	0	0	3	3	0	1	0	0	0	0	0	0
ABHD17AP4	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP5	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP6	0	0	0	0	0	2	2	0	0	0	1	0
ABHD17AP7	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17B	422	347	500	455	1822	1002	2162	1870	766	821	903	955
ABHD17C	182	106	198	157	760	504	940	867	352	442	475	491
ABHD18	1046	1614	1692	1499	688	510	900	808	298	305	367	397
ABHD2	1599	2145	3154	2793	2279	1793	2623	2214	563	614	716	819
ABHD3	184	56	205	160	318	185	420	333	103	101	143	129
ABHD4	1957	999	1835	1798	1291	1173	1665	1594	807	866	1061	1166
ABHD5	944	387	591	540	620	434	765	671	194	188	229	256
ABHD6	49	200	154	130	169	186	223	216	104	101	105	141
ABHD8	135	201	250	195	141	147	166	138	120	121	102	144
ABI1	3787	1560	2366	1966	1504	1077	1785	1635	668	691	767	888
ABI1P1	1	5	2	3	1	0	0	2	0	0	1	0
ABI2	2872	4060	4947	4496	6663	4866	8187	7294	2684	3088	3251	3828
ABI3	1	5	5	0	82	99	87	82	45	41	40	45
ABI3BP	20	20	18	22	7	7	10	13	10	11	15	8
ABITRAM	484	448	591	649	501	302	643	507	167	158	193	230
ABITRAMP1	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	3256	2323	2852	2546	3559	4022	4259	3895	2030	2104	2629	2925
ABL2	5804	1202	1696	1530	1634	1482	2019	1763	743	690	838	1022
ABLIM1	17379	21707	23761	21679	3088	2474	3703	3298	1318	1441	1667	1892
ABLIM2	6	40	42	39	22	14	22	31	43	44	40	45
ABLIM3	149	82	137	103	15	8	14	8	21	17	19	26
ABO	9	29	35	29	33	12	24	31	15	23	21	28
ABR	1254	2278	2394	2114	1531	1666	1943	1692	931	1026	1153	1244
ABR-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABRA	1547	2574	4822	3648	2	0	1	1	0	0	1	0
ABRACL	256	113	299	251	1253	836	1454	1284	769	964	839	988
ABRAXAS1	101	485	503	435	1934	1094	2312	2083	580	588	607	759
ABRAXAS2	756	600	768	650	947	670	1085	979	416	414	531	509
ABT1	516	383	572	533	927	746	1097	1016	391	518	520	629
ABT1P1	0	0	0	1	0	0	3	0	1	0	0	2
ABTB1	82	93	133	83	141	150	131	132	61	85	84	96
ABTB2	1487	587	1322	1157	238	292	276	250	224	244	230	298
ACAA1	1562	1907	2096	1952	618	686	730	700	265	376	374	456
ACAA2	1745	2481	3175	3009	3828	3515	4516	4041	1718	2074	2284	2633
ACAA2P1	1	15	7	13	2	10	7	14	2	0	1	1
ACACA	1338	1677	3000	2517	6230	5185	7029	6219	5030	5500	6102	7173
ACACB	173	2550	1559	1386	499	472	538	485	319	347	383	414
ACAD10	406	1360	1015	899	893	964	1062	1008	310	330	402	484
ACAD11	569	575	847	734	758	575	767	604	455	454	521	631
ACAD8	502	1292	1278	1170	1741	1555	2048	1915	779	1026	1085	1266
ACAD9	579	999	1107	1036	942	1074	1122	1099	413	444	456	590
ACAD9-DT	27	37	39	42	47	41	44	55	5	12	16	14
ACADL	22	28	57	43	26	23	26	36	17	5	9	10
ACADM	2266	3158	3478	2994	2036	1754	2546	2344	656	717	766	830
ACADS	217	814	804	584	163	187	179	165	68	108	100	111
ACADSB	573	1690	1516	1394	1859	1415	2856	2484	304	284	291	414
ACADVL	2538	3798	4068	3500	2608	3352	3751	3288	1050	1091	1158	1340
ACAN	24	98	215	231	86	85	90	72	59	64	85	87
ACAP1	32	182	126	82	264	382	402	340	508	516	628	680
ACAP2	2772	1154	1962	1777	2546	1923	3590	3078	843	988	997	1132
ACAP2-IT1	4	4	8	8	9	3	10	5	2	2	0	3
ACAP3	487	639	640	546	538	667	568	607	197	173	241	259
ACAT1	669	1672	1542	1338	1346	1097	1429	1413	539	598	672	768
ACAT2	292	185	1604	993	3302	3321	4224	3776	1384	1651	1628	1921
ACBD3	4788	1951	3322	2855	1640	1343	2118	1878	663	708	912	957
ACBD3-AS1	5	5	6	9	0	0	2	0	2	5	0	4
ACBD4	28	166	172	111	173	208	211	196	115	103	149	153
ACBD5	992	1277	1626	1434	1475	1211	1804	1541	405	428	464	559
ACBD6	934	912	1278	1139	1063	1193	1271	1118	816	860	944	1088
ACBD7	67	68	106	83	438	354	608	581	306	300	353	400
ACCS	34	176	150	141	463	594	618	566	105	91	116	125
ACCSL	0	0	0	0	0	0	1	0	0	0	0	0
ACD	76	99	163	140	492	505	532	528	348	424	441	531
ACE	32	20	30	26	119	115	137	95	59	68	95	111
ACE2	642	363	5173	4073	160	84	251	183	100	131	129	150
ACE3P	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	1	0	0	0	0	0	1	0	0	0	0	0
ACER2	136	108	121	149	114	69	125	118	119	146	171	190
ACER2P1	0	0	0	0	0	0	0	0	0	0	0	0
ACER3	1209	825	983	984	870	545	1043	986	328	361	428	478
ACHE	402	102	220	173	522	564	689	644	54	64	62	64
ACIN1	5280	3572	5207	4718	10253	10241	11174	9910	4542	4595	5266	6060
ACKR1	3	1	2	1	6	14	11	15	3	3	1	5
ACKR2	17	87	92	51	19	29	25	22	4	7	3	6
ACKR3	316	30	100	101	130	130	214	186	34	32	57	42
ACKR4	5	2	15	5	8	14	15	15	11	13	13	16
ACKR4P1	0	0	0	0	2	2	2	0	0	0	0	0
ACLY	2769	2233	4573	3942	12627	12026	15828	14019	6846	8159	6667	9878
ACMSD	9	8	5	7	12	5	8	13	4	4	5	4
ACNATP	0	0	0	0	0	0	0	0	0	0	0	0
ACO1	2197	1992	2813	2266	2041	1830	2535	2257	1129	1255	1329	1598
ACO2	8664	10580	11278	10011	2963	2955	3553	3283	1335	1505	1434	1840
ACOD1	1	0	0	0	0	0	0	0	0	0	0	0
ACOT1	14	55	34	36	39	47	38	39	41	23	45	49
ACOT11	235	1334	684	667	224	288	316	254	109	98	107	141
ACOT12	7	0	1	5	5	7	2	2	1	2	2	0
ACOT13	723	1695	1752	1535	1140	862	1406	1207	959	929	1125	1227
ACOT2	86	215	137	123	164	137	174	178	121	124	143	166
ACOT4	0	0	0	0	8	14	22	22	3	8	5	8
ACOT6	0	2	0	0	0	5	5	8	5	4	4	4
ACOT7	512	176	639	591	1723	1742	1694	1527	1736	2097	2237	2758
ACOT8	473	459	476	455	314	303	402	387	338	385	418	510
ACOT9	1083	844	1112	972	917	889	1062	1004	548	580	634	713
ACOX1	2212	1623	2272	2110	871	727	1085	964	337	403	480	538
ACOX2	38	313	235	227	38	39	47	62	7	8	10	13
ACOX3	579	644	975	810	559	648	774	682	102	136	145	178
ACOXL	12	74	48	50	235	257	269	261	110	114	107	107
ACOXL-AS1	0	25	10	10	16	15	22	15	8	10	10	14
ACP1	2161	1791	2568	2333	3019	2299	3671	3175	1888	1968	2318	2501
ACP2	614	989	1349	1234	673	755	933	878	181	186	219	243
ACP3	5	13	26	19	77	71	125	89	22	21	19	36
ACP4	2	2	4	1	2	3	6	4	0	2	0	1
ACP5	4	7	3	4	92	89	122	108	126	169	186	199
ACP6	249	1990	1300	947	702	548	781	745	554	577	707	721
ACP7	3	4	10	0	9	5	12	8	14	7	17	19
ACR	0	0	0	0	0	0	0	0	2	0	0	0
ACRBP	13	9	16	6	28	17	41	23	28	14	16	31
ACRP1	0	0	0	0	1	2	0	0	0	0	0	0
ACRV1	7	8	4	2	9	19	24	23	5	7	2	6
ACSBG1	16	41	36	30	31	20	45	45	91	83	68	124
ACSBG2	1	6	8	2	2	2	6	5	2	6	8	5
ACSF2	308	1761	1187	1139	299	356	415	394	194	174	189	256
ACSF3	272	587	604	512	533	644	621	618	283	253	324	399
ACSL1	1588	1726	2142	1882	174	97	149	140	230	262	290	327
ACSL3	2779	2349	3839	3112	4030	2712	4539	4086	1926	2149	2462	2709
ACSL3-AS1	0	0	0	0	0	0	0	0	1	0	1	1
ACSL4	6518	1584	2766	2527	2528	1741	2888	2610	850	1027	1095	1177
ACSL5	10	9	9	8	12	8	23	13	3	2	2	4
ACSL6	48	6	9	10	74	51	88	89	55	41	65	56
ACSL6-AS1	0	0	0	0	1	0	0	1	0	0	0	0
ACSM1	3	0	3	9	28	10	25	12	8	11	11	11
ACSM2A	12	4	22	2	12	9	15	19	3	11	0	4
ACSM2B	10	17	12	21	14	6	17	16	4	4	9	11
ACSM3	22	27	71	51	102	64	124	84	107	105	143	136
ACSM4	0	1	0	1	0	4	2	2	0	2	1	1
ACSM5	0	3	2	0	1	1	0	1	0	0	0	1
ACSM5P1	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	2	7	3	6	11	2	14	15	7	6	15	9
ACSS1	10	1	1	2	48	73	60	69	58	62	84	88
ACSS2	971	1769	2328	1885	575	495	603	470	346	416	416	493
ACSS3	333	439	663	481	1952	1632	2505	2179	360	391	461	541
ACTA1	42598	584	8592	4109	111	99	108	98	126	110	83	131
ACTA2	7279	8602	23468	20378	47	42	45	50	75	99	88	100
ACTA2-AS1	6	59	85	81	2	0	3	2	0	1	1	0
ACTB	32168	5354	17137	14911	102536	118973	148122	135765	46595	62045	51170	69836
ACTBL2	64	1	7	12	0	0	0	0	0	0	0	0
ACTBP1	0	0	0	0	0	0	1	0	0	0	1	0
ACTBP11	3	0	0	2	1	0	0	2	0	1	1	2
ACTBP12	1	0	0	0	0	0	0	0	0	1	0	0
ACTBP14	1	0	0	0	1	0	0	1	0	0	0	1
ACTBP15	1	0	0	0	5	2	1	2	1	1	1	2
ACTBP2	3	2	0	0	4	3	3	8	3	1	0	5
ACTBP4	0	1	1	0	0	2	1	0	1	0	0	0
ACTBP6	2	0	1	1	0	0	1	0	1	0	0	0
ACTBP7	3	1	6	0	2	0	3	4	2	1	3	3
ACTBP8	0	1	1	0	0	0	1	2	0	1	0	0
ACTBP9	0	0	0	0	0	1	2	3	1	0	1	2
ACTC1	209628	162307	263782	221017	560	599	1009	1021	319	395	436	464
ACTE1P	1	2	0	2	0	0	0	0	4	2	2	1
ACTG1	16791	2894	11511	9329	84321	86055	114039	106146	35977	47196	42656	55956
ACTG1P1	9	34	32	26	8	8	8	7	6	1	0	8
ACTG1P10	8	24	18	22	30	26	26	34	18	9	15	12
ACTG1P11	0	0	0	0	1	0	0	1	0	1	0	0
ACTG1P12	0	0	1	0	4	8	4	2	2	0	2	1
ACTG1P13	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P14	2	2	2	3	4	2	3	6	1	2	1	3
ACTG1P15	0	0	1	0	2	0	2	1	1	1	0	0
ACTG1P16	0	0	0	0	0	0	3	0	0	0	0	0
ACTG1P17	9	12	14	8	14	13	23	16	2	6	9	6
ACTG1P18	0	0	0	0	0	0	0	1	0	0	3	1
ACTG1P19	0	0	0	0	1	1	1	2	0	0	0	2
ACTG1P2	0	0	0	0	1	0	0	1	0	1	0	0
ACTG1P20	4	4	7	1	8	2	6	7	0	0	0	3
ACTG1P21	2	0	0	0	1	1	3	2	1	1	2	2
ACTG1P22	1	0	4	5	1	0	5	1	4	2	3	1
ACTG1P23	0	0	1	1	0	0	1	0	0	1	0	0
ACTG1P24	0	4	0	5	4	2	3	5	0	0	2	2
ACTG1P25	11	38	41	34	96	74	105	79	76	73	98	98
ACTG1P3	13	6	6	3	3	0	6	4	4	5	6	8
ACTG1P4	7	22	7	0	3	0	0	1	0	1	2	1
ACTG1P9	8	8	6	7	8	8	10	9	2	2	3	11
ACTG2	102	6	41	26	130	84	101	73	61	69	85	77
ACTL10	3	2	2	2	1	6	3	3	1	1	2	1
ACTL11P	0	7	2	4	2	1	7	1	1	0	0	0
ACTL6A	475	518	811	724	2466	1900	2949	2622	1073	1167	1281	1445
ACTL6B	0	0	1	0	8	8	9	2	29	30	22	31
ACTL7A	2	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	1	0	0	0	0	0
ACTL8	0	0	0	2	9	6	7	8	2	10	2	4
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	23556	4037	9887	9490	7809	8987	10243	9243	3972	4782	4846	5886
ACTN1-DT	10	1	2	2	0	1	2	3	0	0	1	1
ACTN2	40085	64010	87141	70935	62	67	82	60	35	65	56	79
ACTN3	2	24	7	4	123	125	187	135	151	151	161	196
ACTN4	14759	4170	10125	8276	12132	13768	14176	13830	6045	6803	6693	8569
ACTN4P1	1	0	0	0	0	2	1	1	0	0	0	0
ACTN4P2	0	0	0	0	0	0	0	0	0	0	0	1
ACTP1	0	0	0	0	1	0	0	1	0	1	0	1
ACTR10	1522	2047	2328	2047	1131	819	1410	1184	404	488	476	580
ACTR1A	3386	4864	7717	6634	3185	2867	3740	3204	1601	1940	2007	2425
ACTR1AP1	0	1	1	1	0	0	0	0	0	0	0	0
ACTR1B	638	1322	1759	1432	942	901	1050	938	473	547	601	720
ACTR2	7381	4886	7951	7184	10272	6134	12418	10760	3291	3856	4040	4610
ACTR3	5493	3521	6158	5715	4895	3693	6225	5596	2018	2326	2497	2874
ACTR3-AS1	22	22	24	20	9	7	11	12	1	3	11	5
ACTR3B	137	256	276	253	778	654	912	818	407	489	461	606
ACTR3BP1	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP4	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP6	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP7	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	18	18	7	11	15	22	20	24	1	9	5	8
ACTR3P2	1	0	0	0	0	0	0	0	0	0	0	0
ACTR3P3	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	146	193	233	204	408	446	546	504	216	264	242	299
ACTR6	502	415	637	540	866	528	1039	873	484	522	563	595
ACTR6P1	0	0	0	0	0	0	0	0	0	0	0	0
ACTR8	1325	1349	2019	1906	900	848	1170	1087	433	422	557	562
ACTRT1	0	1	0	0	1	3	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	1
ACTRT3	37	16	22	29	68	56	104	99	33	43	52	49
ACVR1	883	207	502	423	640	514	741	670	506	527	604	669
ACVR1B	890	1392	1592	1518	1284	1247	1581	1450	429	434	498	575
ACVR1C	102	3	8	7	87	59	94	89	82	74	101	101
ACVR2A	719	479	529	470	621	537	776	739	191	211	265	297
ACVR2B	1079	2351	2173	2201	7040	6220	9346	8352	1964	2278	2676	3026
ACVR2B-AS1	13	66	44	42	90	61	105	86	36	31	41	51
ACVRL1	0	16	6	13	6	14	6	11	6	6	15	15
ACY1	233	472	756	568	590	716	749	728	273	399	465	478
ACY3	0	2	2	1	2	0	2	1	0	2	1	1
ACYP1	137	254	412	328	264	125	222	231	101	143	131	166
ACYP2	288	260	225	197	86	90	78	80	45	38	36	64
ADA	213	212	326	289	559	514	623	605	279	300	339	394
ADA2	134	253	561	460	1789	1387	2219	1899	1122	1164	1266	1512
ADAD1	0	0	0	0	0	0	0	0	0	0	0	1
ADAD1P2	0	0	1	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	2	2	2	2	3	11	7	9	12
ADAL	463	1014	1231	1097	544	532	759	616	213	210	241	278
ADAM10	4640	3781	5127	4845	5845	4163	7180	6271	2076	2506	2577	2973
ADAM11	259	882	405	386	178	180	173	186	45	60	63	69
ADAM12	199	3	29	22	16	16	31	25	7	3	6	8
ADAM15	569	231	371	327	725	721	717	696	391	394	479	552
ADAM17	1398	1369	1947	1802	1701	1383	2095	1906	636	683	725	891
ADAM18	7	5	11	16	1	0	0	2	0	0	0	0
ADAM19	12418	3163	11147	9377	1659	1695	1896	1640	575	608	760	814
ADAM1A	0	1	0	0	0	0	0	0	0	0	0	0
ADAM1B	8	51	31	29	4	2	8	13	7	1	6	6
ADAM2	0	0	0	0	0	0	0	0	0	2	0	0
ADAM20	3	3	2	1	1	0	1	4	0	3	1	2
ADAM20P1	19	14	9	15	8	7	16	12	13	12	17	7
ADAM20P2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	9	8	9	9	8	7	11	5	5	4	1	6
ADAM21P1	0	0	0	0	0	1	0	2	0	0	1	0
ADAM22	38	258	229	199	983	779	1291	1171	432	484	588	632
ADAM23	474	4299	1425	1495	923	766	1182	1021	435	467	494	556
ADAM24P	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	12	409	341	311	14	16	16	15	24	10	22	29
ADAM29	2	4	2	3	3	7	4	11	3	1	1	2
ADAM30	0	0	0	1	0	0	0	0	0	0	0	0
ADAM32	192	170	182	156	143	91	162	142	43	56	80	96
ADAM33	14	4	11	9	34	48	52	42	71	84	71	76
ADAM3A	5	5	16	7	8	4	8	4	1	1	0	2
ADAM3B	0	0	0	0	0	0	1	2	0	0	0	0
ADAM5	13	1	0	0	0	1	1	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	1	0	0	0	1	0	0	0	0	0	0
ADAM7-AS1	0	0	5	3	1	0	0	0	1	1	1	1
ADAM7-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	27	38	39	47	28	35	33	22	37	65	82	104
ADAM9	4518	2169	6071	5170	966	777	1173	989	522	476	730	683
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	2081	1450	1905	1736	2053	1757	2293	2036	248	274	293	363
ADAMTS10	120	269	215	180	339	465	446	370	90	103	125	132
ADAMTS12	3257	1220	3235	2745	301	238	334	257	460	577	549	706
ADAMTS13	86	274	212	172	310	378	370	366	84	64	96	84
ADAMTS14	11	178	45	51	76	44	46	50	95	104	112	130
ADAMTS15	1283	173	722	574	1348	1864	1861	1716	143	185	186	214
ADAMTS16	43	13	179	113	601	683	854	818	213	242	225	306
ADAMTS16-DT	9	15	72	82	520	449	691	649	146	171	183	234
ADAMTS17	7	2	3	2	121	171	222	204	10	14	16	17
ADAMTS18	11	7	39	37	15	33	44	34	7	2	8	12
ADAMTS19	125	2483	679	798	2445	1974	2775	2539	494	533	571	690
ADAMTS19-AS1	3	85	29	30	57	61	67	71	21	30	30	27
ADAMTS2	34	130	90	74	254	198	239	234	218	195	218	284
ADAMTS20	62	4	10	5	447	338	366	352	259	271	326	349
ADAMTS3	192	240	340	311	391	327	517	443	129	132	161	176
ADAMTS4	22	30	35	36	230	206	270	302	237	224	231	287
ADAMTS5	303	3	5	1	9	8	9	10	10	15	32	25
ADAMTS6	259	471	331	342	185	134	224	170	24	28	27	30
ADAMTS7	89	315	367	254	1564	1982	1914	1803	863	898	964	1201
ADAMTS7P1	0	8	5	1	4	0	6	4	4	0	0	4
ADAMTS7P3	4	35	60	71	9	16	9	15	3	6	6	8
ADAMTS7P4	9	0	4	3	0	4	3	5	0	1	1	1
ADAMTS8	49	37	34	40	73	38	72	54	161	199	180	231
ADAMTS9	2609	4593	6500	5828	423	616	617	596	36	18	31	37
ADAMTS9-AS1	8	15	33	21	10	4	20	15	1	1	0	0
ADAMTS9-AS2	116	74	74	61	14	16	21	9	3	0	3	3
ADAMTSL1	47	79	103	88	20	15	16	5	51	56	63	80
ADAMTSL2	5	46	29	32	11	12	9	14	13	9	13	18
ADAMTSL3	117	158	182	160	132	117	174	157	76	86	73	103
ADAMTSL4	655	967	3137	2398	177	198	202	218	168	151	188	200
