gene_symbol	GSM4222734	GSM4222735	GSM4222736	GSM4222737	GSM4222738	GSM4222733
1700007E05Rik	0	0	13	2	0	0
1700007G11Rik	5	0	0	0	5	0
1700007K09Rik	0	0	0	0	0	0
1700007K13Rik	1	0	81	6	0	0
1700008O03Rik	0	23	15	19	16	0
1700008P02Rik	0	2	0	0	0	0
1700009N14Rik	0	0	0	0	0	0
1700010B08Rik	0	0	0	1	0	0
1700010I14Rik	1	5	0	3	16	0
1700010N08Rik	0	0	0	7	0	0
1700011E24Rik	0	0	0	0	18	0
1700011H14Rik	0	0	0	0	0	0
1700011I03Rik	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0
1700012B09Rik	0	13	0	0	0	0
1700012L04Rik	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0
1700013F07Rik	0	0	0	17	0	0
1700013G24Rik	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0
1700014D04Rik	0	0	0	3	0	0
1700015E13Rik	0	0	0	0	0	0
1700015F17Rik	0	0	0	0	0	90
1700015G11Rik	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0	0
1700016D06Rik	0	49	20	20	10	0
1700016H13Rik	0	0	0	0	0	0
1700016K19Rik	22	0	3	9	1	0
1700017B05Rik	175	118	74	78	143	92
1700017D01Rik	8	2	0	1	1	1
1700017N19Rik	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
1700018M17Rik	0	0	0	0	0	0
1700019A02Rik	0	0	5	0	0	0
1700019B03Rik	0	0	0	0	0	0
1700019D03Rik	278	206	133	191	157	3
1700019M22Rik	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0
1700020D05Rik	0	24	0	22	0	0
1700020L24Rik	95	0	16	0	0	0
1700020N01Rik	0	0	0	1	0	0
1700020N15Rik	0	0	0	0	0	0
1700021F05Rik	134	59	79	82	39	191
1700021F07Rik	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0
1700023F06Rik	0	0	0	5	0	0
1700024B05Rik	0	0	0	0	0	0
1700024G13Rik	0	0	0	0	0	0
1700024J04Rik	24	11	11	41	23	15
1700024P04Rik	0	0	0	0	0	0
1700024P16Rik	6	0	32	7	5	0
1700025B11Rik	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0
1700025G04Rik	717	563	911	882	1198	1021
1700028B04Rik	1	0	0	0	0	0
1700028J19Rik	0	0	0	0	0	0
1700028K03Rik	18	9	142	98	65	1
1700028P14Rik	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	18	0
1700029I15Rik	0	1	33	45	0	2
1700029J07Rik	1	25	3	1	13	3
1700029P11Rik	0	0	0	0	0	0
1700030C10Rik	0	0	5	0	2	0
1700030J22Rik	12	108	132	29	4	265
1700030K09Rik	14	52	73	8	97	14
1700031F05Rik	0	6	0	0	0	0
1700031M16Rik	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0
1700034I23Rik	0	9	7	35	0	0
1700034J05Rik	0	4	0	4	0	0
1700034O15Rik	0	0	0	0	0	0
1700037C18Rik	13	127	22	22	17	128
1700037H04Rik	85	341	156	151	176	131
1700039E15Rik	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0
1700040L02Rik	0	1	0	1	10	42
1700042G07Rik	0	0	0	0	0	0
1700047I17Rik2	173	314	274	240	221	228
1700048O20Rik	60	13	88	78	71	5
1700049E17Rik1	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0
1700049G17Rik	129	121	268	59	62	14
1700049L16Rik	0	0	0	0	0	0
1700056E22Rik	0	0	0	0	0	0
1700057G04Rik	1	1	0	13	2	20
1700061G19Rik	0	1	11	12	6	0
1700063K16Rik	0	0	0	0	0	0
1700064H15Rik	0	0	0	0	0	0
1700065I16Rik	0	0	0	0	0	0
1700066B19Rik	1	0	18	16	10	0
1700066M21Rik	494	215	391	229	290	224
1700067K01Rik	0	0	41	0	28	0
1700067P10Rik	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0
1700080E11Rik	0	0	0	21	0	0
1700080O16Rik	0	0	0	0	0	0
1700084J12Rik	0	1	0	0	20	0
1700084M14Rik	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	2	0
1700086L19Rik	150	34	111	58	12	114
1700088E04Rik	47	0	28	42	76	1
1700091H14Rik	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	0
1700093K21Rik	0	0	0	0	0	36
1700102P08Rik	2	0	5	21	11	26
1700109H08Rik	6	22	167	63	67	143
1700110I07Rik	0	0	0	0	0	0
1700112E06Rik	0	1	9	2	0	0
1700113H08Rik	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0
1700123I01Rik	0	0	0	4	0	0
1700123K08Rik	0	0	0	0	0	0
1700123L14Rik	1	3	0	25	10	4
1700123O20Rik	141	121	68	91	79	152
1700125H20Rik	0	12	0	0	0	0
1700128F08Rik	137	234	60	57	171	86
1700129C05Rik	1	0	0	0	0	0
1810009A15Rik	8	74	59	5	17	0
1810009J06Rik	0	0	0	0	0	0
1810010H24Rik	0	18	20	32	12	0
1810011H11Rik	0	0	2	0	0	0
1810011O10Rik	62	27	1	3	0	29
1810013L24Rik	841	526	616	333	447	167
1810018F18Rik	0	0	0	2	0	3
1810022K09Rik	84	9	182	69	152	23
1810024B03Rik	0	44	1	0	0	0
1810026J23Rik	302	754	619	353	622	214
1810030O07Rik	275	201	156	163	158	374
1810032O08Rik	84	21	22	1	6	157
1810037I17Rik	324	560	498	169	531	275
1810041L15Rik	447	450	365	436	873	28
1810043G02Rik	210	231	298	180	135	259
1810043H04Rik	44	128	26	39	40	71
1810046K07Rik	0	0	0	0	0	0
1810049J17Rik	0	0	0	5	0	0
1810055G02Rik	207	77	155	13	199	0
1810062G17Rik	0	18	0	0	0	0
1810065E05Rik	0	0	0	0	0	0
2010001K21Rik	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0	0
2010005H15Rik	0	0	0	0	0	0
2010010A06Rik	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0
2010107E04Rik	187	512	385	177	311	836
2010107G12Rik	0	0	0	6	8	0
2010107G23Rik	43	60	236	93	84	53
2010109A12Rik	1	0	0	0	0	0
2010109I03Rik	104	22	3	31	21	37
2010111I01Rik	238	351	449	176	128	183
2010300C02Rik	660	1384	1576	1821	1639	738
2010315B03Rik	19	19	53	81	64	7
2200002D01Rik	20	32	0	1	13	9
2200002J24Rik	0	0	0	0	0	0
2210010C04Rik	0	0	7	16	12	0
2210011C24Rik	0	0	0	0	0	0
2210013O21Rik	238	232	44	112	195	71
2210016F16Rik	118	264	83	55	141	102
2210016L21Rik	498	953	839	752	714	549
2210017I01Rik	5	2	2	2	0	39
2210404O09Rik	1	36	59	37	79	0
2210407C18Rik	0	0	0	0	0	0
2210408I21Rik	89	76	168	103	155	2
2210409E12Rik	0	0	0	0	0	0
2210418O10Rik	77	164	211	155	233	113
2300002M23Rik	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0
2300009A05Rik	58	15	20	18	36	0
2310002L09Rik	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0
2310009B15Rik	5	5	140	15	79	175
2310011J03Rik	109	173	81	77	117	0
2310022A10Rik	35	51	176	141	119	182
2310022B05Rik	817	1019	275	345	714	158
2310030G06Rik	0	0	23	7	3	0
2310033P09Rik	138	213	363	143	129	3
2310034C09Rik	0	0	0	0	0	0
2310034G01Rik	0	11	0	0	5	0
2310035C23Rik	373	342	837	311	802	468
2310036O22Rik	426	428	516	272	172	336
2310039H08Rik	5	2	0	0	1	0
2310046K23Rik	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0
2310057M21Rik	150	270	521	200	179	82
2310057N15Rik	0	0	0	0	0	0
2310061I04Rik	385	929	620	381	813	124
2310061N02Rik	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0
2410002F23Rik	172	93	252	290	197	38
2410004B18Rik	167	421	340	224	267	53
2410004P03Rik	183	57	121	41	55	212
2410015M20Rik	97	299	147	193	231	156
2410016O06Rik	78	18	85	71	75	0
2410024N13Rik	0	0	0	1	3	0
2410089E03Rik	687	879	616	582	1144	555
2410131K14Rik	143	130	379	448	332	117
2410137M14Rik	0	0	0	0	0	0
2410141K09Rik	0	1	7	5	4	0
2510002D24Rik	118	152	148	139	58	5
2510009E07Rik	1285	931	926	1062	831	1078
2510039O18Rik	192	227	156	211	185	121
2610001J05Rik	302	366	316	168	171	326
2610002M06Rik	540	475	635	584	734	132
2610005L07Rik	566	445	426	619	812	662
2610008E11Rik	488	335	450	379	439	243
2610020H08Rik	19	9	9	27	7	66
2610021A01Rik	384	247	384	151	297	247
2610024D14Rik	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	95
2610042L04Rik	0	0	43	0	41	0
2610044O15Rik8	271	500	459	437	537	396
2610301B20Rik	228	452	290	265	366	239
2610305D13Rik	240	56	20	1	3	0
2610318N02Rik	0	0	0	0	0	0
2610507B11Rik	3247	3306	3549	3443	3729	2749
2610524H06Rik	0	38	114	46	147	6
2610528A11Rik	0	0	0	0	0	2
2610528J11Rik	0	0	0	0	0	0
2700029M09Rik	319	562	460	410	352	192
2700049A03Rik	71	73	132	95	132	81
2700060E02Rik	278	422	311	217	434	147
2700062C07Rik	226	61	85	58	47	41
2700081O15Rik	328	466	247	278	307	361
2700094K13Rik	60	34	174	52	88	169
2700097O09Rik	37	94	107	77	210	21
2700099C18Rik	65	0	73	35	12	0
2810004N23Rik	7	183	125	88	106	422
2810006K23Rik	161	35	208	95	46	8
2810021J22Rik	119	8	23	78	109	97
2810025M15Rik	245	196	30	22	65	284
2810039B14Rik	16	18	28	48	11	2
2810047C21Rik1	0	0	0	0	3	0
2810403A07Rik	451	375	554	292	249	464
2810408A11Rik	0	0	0	0	0	0
2810417H13Rik	38	16	50	19	50	74
2810428I15Rik	328	221	256	181	203	426
2810459M11Rik	0	148	62	80	89	5
2810474O19Rik	292	326	435	185	328	222
2900011O08Rik	1058	1386	1951	1474	1955	688
2900026A02Rik	420	686	442	412	462	346
2900055J20Rik	41	3	225	81	7	13
2900092C05Rik	0	0	0	0	0	0
3000002C10Rik	5	85	76	36	76	3
3010026O09Rik	32	63	3	34	33	0
3100002H09Rik	0	0	0	0	0	0
3110001I22Rik	0	66	11	12	2	0
3110002H16Rik	204	132	201	113	208	121
3110009E18Rik	1	0	0	0	0	118
3110018I06Rik	0	0	0	0	0	0
3110021N24Rik	0	8	4	0	32	0
3110035E14Rik	1464	1209	7574	2861	2801	1381
3110040N11Rik	0	6	60	53	80	19
3110043O21Rik	47	61	106	113	266	47
3110052M02Rik	8	8	63	18	43	4
3110053B16Rik	44	77	2	40	40	2
3110062M04Rik	83	39	6	27	0	0
3110067C02Rik	0	0	139	1	59	0
3110070M22Rik	1	48	45	0	0	0
3110079O15Rik	0	0	0	0	0	0
3110082I17Rik	66	161	136	52	65	2
3110082J24Rik	0	0	0	0	0	0
3300002I08Rik	113	0	20	2	24	0
3425401B19Rik	0	0	0	5	0	0
3632451O06Rik	168	313	528	296	507	302
3830403N18Rik	0	0	0	0	0	0
3830406C13Rik	98	175	249	170	136	36
3830408C21Rik	0	1	0	0	1	0
3830417A13Rik	0	0	0	0	0	0
4430402I18Rik	0	4	28	30	28	109
4833418N17Rik	0	0	0	0	0	0
4833420G17Rik	37	215	122	82	259	55
4833423E24Rik	0	0	0	0	0	0
4833427G06Rik	0	0	0	0	0	0
4833439L19Rik	1246	947	1052	748	967	527
4921501E09Rik	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0
4921507P07Rik	9	3	32	1	20	0
4921508M14Rik	0	0	0	0	0	0
4921509C19Rik	0	0	1	0	0	1
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	24	10	0	0
4921511M17Rik	0	0	0	0	0	0
4921513D11Rik	0	50	1	16	6	0
4921513I03Rik	0	0	8	0	0	70
4921517D22Rik	0	10	0	0	0	0
4921524J17Rik	68	160	38	68	135	24
4921524L21Rik	0	0	0	0	0	0
4921528I07Rik	0	0	7	0	0	0
4921530L21Rik	0	0	0	0	0	0
4921536K21Rik	13	0	5	27	11	81
4921539E11Rik	0	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402H24Rik	690	837	1368	1001	1139	633
4930402K13Rik	0	0	0	0	0	0
4930404H24Rik	0	0	0	0	0	0
4930404N11Rik	0	0	0	83	41	0
4930407I10Rik	0	0	0	0	0	1
4930408O17Rik	0	0	0	0	0	0
4930412O13Rik	0	0	0	0	0	0
4930415F15Rik	0	33	0	0	0	0
4930415H17Rik	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0
4930426L09Rik	2	83	9	0	0	0
4930427A07Rik	0	1	0	2	0	1
4930430A15Rik	21	0	0	0	1	0
4930430F08Rik	73	98	62	108	224	66
4930431P19Rik	1	83	6	68	68	81
4930432E11Rik	0	39	1	8	21	183
4930432K21Rik	12	55	53	2	53	0
4930432M17Rik	0	0	0	0	0	0
4930433I11Rik	0	1	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0
4930442H23Rik	4	0	0	5	5	0
4930444G20Rik	0	0	0	0	0	0
4930444P10Rik	119	240	15	53	49	30
4930447A16Rik	0	0	0	2	30	0
4930447C04Rik	0	17	52	91	123	208
4930447F04Rik	0	0	0	0	0	0
4930448K20Rik	0	2	0	0	1	0
4930449A18Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451G09Rik	0	0	24	48	6	0
4930451I11Rik	0	0	0	0	0	0
4930452B06Rik	6	51	104	57	123	7
4930453N24Rik	152	371	457	165	360	124
4930455H04Rik	0	0	0	0	0	0
4930465K10Rik	65	11	0	0	5	0
4930467E23Rik	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0
4930470P17Rik	0	77	0	5	0	0
4930474N05Rik	0	7	1	0	0	0
4930480E11Rik	0	0	0	0	0	0
4930486L24Rik	24	27	0	0	3	0
4930488N24Rik	0	0	0	0	0	0
4930502E18Rik	0	0	0	22	0	0
4930503B20Rik	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	131	76	123	78	73	24
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	0	16	0	0	0	0
4930507D05Rik	1	7	0	0	0	0
4930512M02Rik	50	105	17	22	80	12
4930513O06Rik	0	0	0	0	0	0
4930515G13Rik	0	0	0	0	0	0
4930515G16Rik	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0
4930518I15Rik	0	2	0	4	0	0
4930519F09Rik	0	0	0	0	0	0
4930519F16Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	56
4930519P11Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522L14Rik	186	17	137	57	22	10
4930523C07Rik	205	353	48	34	61	244
4930524B15Rik	0	0	0	0	0	0
4930524J08Rik	0	0	0	15	0	0
4930524N10Rik	0	0	0	0	0	0
4930526A20Rik	0	2	1	0	0	0
4930529C04Rik	1	0	2	4	9	0
4930533K18Rik	0	42	0	0	0	0
4930533O14Rik	108	399	303	190	294	375
4930535I16Rik	0	0	0	0	0	0
4930538K18Rik	0	0	0	0	0	0
4930539E08Rik	15	30	128	44	25	311
4930544D05Rik	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0
4930548H24Rik	0	0	1	31	0	0
4930549C01Rik	0	0	0	0	0	0
4930550C14Rik	15	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0
4930553M12Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555K19Rik	0	0	0	0	0	0
4930556J24Rik	0	0	0	0	0	0
4930557A04Rik	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	0	0
4930562C15Rik	0	16	53	13	2	8
4930563D23Rik	0	0	0	0	0	0
4930563I02Rik	0	1	0	0	0	2
4930563M21Rik	0	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0
4930578C19Rik	34	289	3	12	0	263
4930578G10Rik	0	15	2	7	16	0
4930578I06Rik	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G24Rik	6	0	37	22	3	1
4930583I09Rik	0	0	0	0	0	0
4930590J08Rik	0	4	28	43	0	0
4930595D18Rik	0	0	29	0	0	0
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0
4931406B18Rik	10	11	6	6	1	8
4931406C07Rik	414	282	272	259	186	79
4931406P16Rik	1022	1880	530	531	521	1431
4931408C20Rik	0	0	0	0	0	0
4931409K22Rik	0	0	18	0	0	0
4931414P19Rik	32	29	15	44	2	0
4931417E11Rik	0	0	0	0	0	0
4931422A03Rik	0	0	0	0	0	0
4931423N10Rik	0	0	0	0	0	0
4931428F04Rik	350	241	112	87	196	85
4931428L18Rik	45	0	0	24	33	0
4931429L15Rik	0	5	1	0	0	0
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	0	0	12	0	20	2
4931440P22Rik	2	13	17	7	7	186
4932411E22Rik	19	0	50	8	89	0
4932411N23Rik	294	223	1	111	104	239
4932414N04Rik	2	0	0	0	4	0
4932415D10Rik	0	1	0	0	0	0
4932416K20Rik	12	14	0	28	9	11
4932429P05Rik	0	0	0	0	0	0
4932431P20Rik	2	88	3	0	2	4
4932438A13Rik	2987	2779	4220	3686	3938	2640
4932438H23Rik	34	35	0	0	0	15
4932443I19Rik	10	1	0	15	15	4
4933400A11Rik	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0
4933402D24Rik	0	0	28	0	0	0
4933402E13Rik	0	0	0	0	24	2
4933402J07Rik	0	0	0	0	2	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0
4933405L10Rik	0	0	0	0	0	0
4933405O20Rik	0	0	11	0	0	0
4933406J08Rik	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0
4933406P04Rik	0	13	0	0	0	0
4933407L21Rik	8	28	4	7	15	0
4933408B17Rik	0	0	3	37	6	3
4933408J17Rik	0	0	0	0	0	0
4933409G03Rik	0	0	0	0	0	0
4933411G06Rik	1	50	0	0	0	0
4933411K16Rik	0	0	0	0	0	0
4933412A08Rik	0	0	0	0	74	0
4933412E24Rik	0	0	0	0	0	0
4933413G19Rik	0	12	88	0	40	0
4933414I15Rik	0	0	0	0	0	0
4933415A04Rik	2	24	13	8	1	6
4933415F23Rik	0	0	0	0	0	0
4933416C03Rik	0	0	0	0	29	5
4933416E14Rik	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933417A18Rik	0	0	0	0	0	0
4933417G07Rik	0	0	13	0	0	0
4933421I07Rik	0	0	0	0	0	0
4933424G06Rik	0	0	0	0	20	0
4933425L06Rik	70	0	0	0	0	0
4933427D14Rik	216	145	266	354	277	306
4933427G17Rik	0	0	0	17	0	34
4933427G23Rik	0	3	0	16	0	0
4933427I04Rik	192	8	2	49	45	0
4933428G20Rik	35	140	51	60	11	1
4933428M09Rik	5	0	0	0	0	0
4933430I17Rik	0	0	0	0	35	0
4933434E20Rik	450	293	425	410	301	183
4933436I01Rik	0	0	0	0	0	0
5031410I06Rik	0	0	9	0	0	0
5031414D18Rik	0	0	0	11	19	1
5031439G07Rik	1029	1325	966	965	1170	342
5033404E19Rik	4	10	0	1	29	0
5033423K11Rik	0	0	0	0	0	0
5330417C22Rik	206	361	626	477	348	138
5330417H12Rik	0	0	45	0	0	0
5330438D12Rik	4	5	19	21	70	96
5430401F13Rik	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0
5430403G16Rik	9	85	68	34	27	35
5430416O09Rik	42	197	21	36	75	344
5430419D17Rik	0	0	0	0	0	0
5430427O19Rik	42	0	0	6	13	11
5530400C23Rik	0	0	0	0	0	0
5530401A14Rik	0	32	9	25	6	1
5730409E04Rik	1018	1050	1151	958	851	996
5730416F02Rik	0	0	0	0	0	0
5730455P16Rik	588	632	936	977	929	301
5730480H06Rik	395	368	329	347	454	333
5730507C01Rik	4	23	54	17	7	0
5730508B09Rik	51	76	43	9	10	250
5730522E02Rik	0	132	92	14	7	0
5730559C18Rik	0	0	0	2	4	39
5730596B20Rik	0	0	0	0	0	0
5830411N06Rik	0	0	0	0	0	1
5830417I10Rik	20	652	371	558	503	519
5830454E08Rik	0	0	0	21	3	0
5830473C10Rik	0	0	0	6	0	0
5930422O12Rik	0	0	15	7	5	0
6030419C18Rik	1294	640	883	1073	1140	839
6030445D17Rik	4	34	15	4	3	4
6030452D12Rik	0	0	0	0	0	0
6030458C11Rik	263	271	290	244	193	316
6030468B19Rik	0	0	0	0	0	0
6030469F06Rik	0	0	0	0	0	0
6030498E09Rik	0	0	0	0	0	0
6330403A02Rik	931	1466	1840	1092	1395	433
6330408A02Rik	180	338	368	230	376	406
6330409D20Rik	5	4	37	6	3	6
6330416G13Rik	111	154	140	118	88	237
6330549D23Rik	54	6	1	17	0	1
6430531B16Rik	0	0	1	6	0	0
6430548M08Rik	1672	1398	3315	2434	3038	573
6430550D23Rik	0	42	0	0	36	0
6430571L13Rik	1	0	6	32	38	0
6430573F11Rik	54	85	185	158	157	126
6430628N08Rik	0	0	0	0	0	0
6720489N17Rik	6	58	64	93	79	2
6820408C15Rik	0	81	20	17	1	0
6820431F20Rik	299	1912	690	694	1443	276
7420426K07Rik	0	0	0	0	0	0
7420461P10Rik	0	0	0	0	0	0
7530416G11Rik	78	3	3	3	1	20
7530428D23Rik	15	1	15	11	0	54
8030411F24Rik	0	0	0	0	0	0
8030423J24Rik	0	0	0	0	0	0
8030462N17Rik	207	282	177	293	257	115
8030474K03Rik	0	0	8	0	0	0
8430408G22Rik	5	52	0	1	2	209
9030612E09Rik	0	1	14	29	7	57
9030617O03Rik	74	179	102	80	75	2
9030619P08Rik	0	0	0	0	0	0
9030624G23Rik	0	0	0	0	0	0
9030624J02Rik	219	374	405	351	465	100
9130008F23Rik	0	0	0	0	0	1
9130011E15Rik	0	73	170	80	96	4
9130019O22Rik	104	61	0	2	109	3
9130023H24Rik	98	10	83	34	6	20
9130204L05Rik	0	0	0	0	0	0
9130208D14Rik	0	0	0	0	0	0
9130213A22Rik	0	2	0	0	0	0
9130230L23Rik	5	6	9	10	5	1
9130401M01Rik	198	122	163	267	163	115
9130409I23Rik	0	0	0	0	0	0
9130409J20Rik	0	0	0	0	0	0
9230019H11Rik	0	0	0	19	0	0
9230102O04Rik	0	0	0	0	0	0
9230104L09Rik	0	0	0	0	0	0
9230104M06Rik	0	0	0	0	0	0
9230106D20Rik	0	0	0	1	17	0
9230109A22Rik	0	0	0	0	0	0
9230110C19Rik	44	0	114	22	42	1
9230110F15Rik	0	0	0	0	0	0
9230112D13Rik	0	0	0	0	0	0
9230113P08Rik	0	0	0	2	12	0
9330132A10Rik	478	633	896	739	749	913
9330151L19Rik	3	38	98	48	58	111
9330159F19Rik	530	712	1171	717	1050	880
9330161L09Rik	157	0	0	0	1	0
9330182L06Rik	617	477	1601	1079	754	569
9330182O14Rik	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0
9430015G10Rik	17	145	132	186	134	1
9430016H08Rik	247	410	507	382	428	554
9430020K01Rik	9717	8064	2178	2281	1186	9363
9430025C20Rik	5	0	12	9	0	0
9430038I01Rik	78	0	17	9	31	30
9430069I07Rik	0	0	0	0	0	0
9430076C15Rik	108	259	80	146	172	144
9430097D07Rik	0	0	0	31	9	0
9530002B09Rik	0	0	0	0	0	0
9530003J23Rik	0	0	0	0	0	0
9530053A07Rik	88	45	13	22	13	90
9530068E07Rik	492	727	587	451	588	681
9530077C05Rik	31	9	9	56	28	23
9630041A04Rik	0	0	0	10	0	0
9830107B12Rik	0	0	0	0	0	0
